system,tot_energy
Ru_N_din6_as_c2_12,-627.398
Zn_N_din6_as_c2_12,-621.405
Ag_N_din6_as_c2_13,-620.198
Au_N_din6_as_c2_13,-620.621
Cd_N_din6_as_c2_13,-619.646
Co_N_din6_as_c2_13,-625.886
Cu_N_din6_as_c2_13,-622.435
Fe_N_din6_as_c2_13,-627.178
Ir_N_din6_as_c2_13,-626.874
Ni_N_din6_as_c2_13,-624.805
Os_N_din6_as_c2_13,-627.835
Pd_N_din6_as_c2_13,-623.171
Pt_N_din6_as_c2_13,-624.116
Rh_N_din6_as_c2_13,-625.5
Ru_N_din6_as_c2_13,-626.678
Zn_N_din6_as_c2_13,-620.951
Ag_N_din6_as_c2_14,-620.081
Au_N_din6_as_c2_14,-621.084
Cd_N_din6_as_c2_14,-619.47
Co_N_din6_as_c2_14,-625.879
Cu_N_din6_as_c2_14,-622.383
Fe_N_din6_as_c2_14,-627.087
Ir_N_din6_as_c2_14,-626.818
Ni_N_din6_as_c2_14,-624.786
Os_N_din6_as_c2_14,-627.818
Pd_N_din6_as_c2_14,-623.425
Pt_N_din6_as_c2_14,-624.641
Rh_N_din6_as_c2_14,-625.837
Ru_N_din6_as_c2_14,-626.615
Zn_N_din6_as_c2_14,-620.885
Ag_N_din6_as_c2_15,-620.716
Au_N_din6_as_c2_15,-621.69
Cd_N_din6_as_c2_15,-620.122
Co_N_din6_as_c2_15,-625.375
Cu_N_din6_as_c2_15,-622.403
Fe_N_din6_as_c2_15,-627.365
Ir_N_din6_as_c2_15,-627.196
Ni_N_din6_as_c2_15,-624.998
Os_N_din6_as_c2_15,-628.889
Pd_N_din6_as_c2_15,-623.992
Pt_N_din6_as_c2_15,-625.181
Rh_N_din6_as_c2_15,-626.035
Ru_N_din6_as_c2_15,-627.554
Zn_N_din6_as_c2_15,-621.483
Ag_N_din6_as_c2_16,-620.809
Au_N_din6_as_c2_16,-621.132
Cd_N_din6_as_c2_16,-620.303
Co_N_din6_as_c2_16,-626.929
Cu_N_din6_as_c2_16,-622.784
Fe_N_din6_as_c2_16,-628.347
Ir_N_din6_as_c2_16,-628.106
Ni_N_din6_as_c2_16,-626.088
Os_N_din6_as_c2_16,-629.268
Pd_N_din6_as_c2_16,-623.277
Pt_N_din6_as_c2_16,-626.967
Rh_N_din6_as_c2_16,-626.842
Ru_N_din6_as_c2_16,-627.918
Zn_N_din6_as_c2_16,-621.902
Ag_N_din6_as_c2_23,-620.524
Au_N_din6_as_c2_23,-621.09
Cd_N_din6_as_c2_23,-619.932
Co_N_din6_as_c2_23,-624.954
Cu_N_din6_as_c2_23,-622.148
Fe_N_din6_as_c2_23,-626.808
Ir_N_din6_as_c2_23,-626.807
Ni_N_din6_as_c2_23,-623.578
Os_N_din6_as_c2_23,-627.945
Pd_N_din6_as_c2_23,-622.978
Pt_N_din6_as_c2_23,-625.152
Rh_N_din6_as_c2_23,-625.633
Ru_N_din6_as_c2_23,-626.557
Zn_N_din6_as_c2_23,-621.056
Ag_N_din6_as_c2_24,-620.717
Au_N_din6_as_c2_24,-621.685
Cd_N_din6_as_c2_24,-619.841
Co_N_din6_as_c2_24,-624.997
Cu_N_din6_as_c2_24,-622.403
Fe_N_din6_as_c2_24,-626.821
Ir_N_din6_as_c2_24,-627.195
Ni_N_din6_as_c2_24,-624.495
Os_N_din6_as_c2_24,-628.047
Pd_N_din6_as_c2_24,-623.993
Pt_N_din6_as_c2_24,-625.182
Rh_N_din6_as_c2_24,-625.725
Ru_N_din6_as_c2_24,-626.634
Zn_N_din6_as_c2_24,-621.019
Ag_N_din6_as_c2_25,-620.541
Au_N_din6_as_c2_25,-621.609
Cd_N_din6_as_c2_25,-620.539
Co_N_din6_as_c2_25,-625.537
Cu_N_din6_as_c2_25,-622.624
Fe_N_din6_as_c2_25,-627.279
Ir_N_din6_as_c2_25,-627.327
Ni_N_din6_as_c2_25,-625.03
Os_N_din6_as_c2_25,-628.888
Pd_N_din6_as_c2_25,-624.68
Pt_N_din6_as_c2_25,-625.986
Rh_N_din6_as_c2_25,-625.955
Ru_N_din6_as_c2_25,-627.344
Zn_N_din6_as_c2_25,-621.851
Ag_N_din6_as_c2_26,-620.474
Au_N_din6_as_c2_26,-621.385
Cd_N_din6_as_c2_26,-620.172
Co_N_din6_as_c2_26,-626.367
Cu_N_din6_as_c2_26,-622.336
Fe_N_din6_as_c2_26,-627.91
Ir_N_din6_as_c2_26,-627.642
Ni_N_din6_as_c2_26,-623.737
Os_N_din6_as_c2_26,-629.139
Pd_N_din6_as_c2_26,-623.086
Pt_N_din6_as_c2_26,-626.37
Rh_N_din6_as_c2_26,-626.29
Ru_N_din6_as_c2_26,-627.663
Zn_N_din6_as_c2_26,-621.491
Ag_N_din6_as_c2_34,-620.809
Au_N_din6_as_c2_34,-621.132
Cd_N_din6_as_c2_34,-620.303
Co_N_din6_as_c2_34,-626.697
Cu_N_din6_as_c2_34,-622.784
Fe_N_din6_as_c2_34,-627.626
Ir_N_din6_as_c2_34,-627.368
Ni_N_din6_as_c2_34,-625.357
Os_N_din6_as_c2_34,-628.297
Pd_N_din6_as_c2_34,-623.277
Pt_N_din6_as_c2_34,-624.139
Rh_N_din6_as_c2_34,-626.849
Ru_N_din6_as_c2_34,-627.314
Zn_N_din6_as_c2_34,-621.903
Ag_N_din6_as_c2_35,-620.607
Au_N_din6_as_c2_35,-621.386
Cd_N_din6_as_c2_35,-620.172
Co_N_din6_as_c2_35,-625.836
Cu_N_din6_as_c2_35,-622.338
Fe_N_din6_as_c2_35,-627.038
Ir_N_din6_as_c2_35,-626.783
Ni_N_din6_as_c2_35,-623.737
Os_N_din6_as_c2_35,-627.78
Pd_N_din6_as_c2_35,-623.088
Pt_N_din6_as_c2_35,-623.773
Rh_N_din6_as_c2_35,-625.721
Ru_N_din6_as_c2_35,-625.459
Zn_N_din6_as_c2_35,-621.492
Ag_N_din6_as_c2_36,-620.891
Au_N_din6_as_c2_36,-620.487
Cd_N_din6_as_c2_36,-619.238
Co_N_din6_as_c2_36,-626.379
Cu_N_din6_as_c2_36,-622.679
Fe_N_din6_as_c2_36,-627.622
Ir_N_din6_as_c2_36,-627.608
Ni_N_din6_as_c2_36,-623.208
Os_N_din6_as_c2_36,-628.383
Pd_N_din6_as_c2_36,-622.381
Pt_N_din6_as_c2_36,-622.88
Rh_N_din6_as_c2_36,-626.452
Ru_N_din6_as_c2_36,-627.219
Zn_N_din6_as_c2_36,-620.707
Ag_N_din6_as_c3_123,-619.712
Au_N_din6_as_c3_123,-620.628
Cd_N_din6_as_c3_123,-618.766
Co_N_din6_as_c3_123,-625.146
Cu_N_din6_as_c3_123,-621.374
Fe_N_din6_as_c3_123,-626.715
Ir_N_din6_as_c3_123,-626.426
Ni_N_din6_as_c3_123,-624.18
Os_N_din6_as_c3_123,-628.216
Pd_N_din6_as_c3_123,-623.901
Pt_N_din6_as_c3_123,-625.124
Rh_N_din6_as_c3_123,-625.174
Ru_N_din6_as_c3_123,-626.449
Zn_N_din6_as_c3_123,-620.163
Ag_N_din6_as_c3_124,-619.753
Au_N_din6_as_c3_124,-621.405
Cd_N_din6_as_c3_124,-618.566
Co_N_din6_as_c3_124,-625.252
Cu_N_din6_as_c3_124,-621.498
Fe_N_din6_as_c3_124,-626.792
Ir_N_din6_as_c3_124,-626.52
Ni_N_din6_as_c3_124,-624.295
Os_N_din6_as_c3_124,-628.349
Pd_N_din6_as_c3_124,-623.14
Pt_N_din6_as_c3_124,-624.283
Rh_N_din6_as_c3_124,-625.244
Ru_N_din6_as_c3_124,-626.516
Zn_N_din6_as_c3_124,-619.759
Ag_N_din6_as_c3_125,-620.131
Au_N_din6_as_c3_125,-621.55
Cd_N_din6_as_c3_125,-619.501
Co_N_din6_as_c3_125,-625.355
Cu_N_din6_as_c3_125,-621.656
Fe_N_din6_as_c3_125,-627.198
Ir_N_din6_as_c3_125,-627.644
Ni_N_din6_as_c3_125,-624.227
Os_N_din6_as_c3_125,-629.513
Pd_N_din6_as_c3_125,-623.805
Pt_N_din6_as_c3_125,-625.276
Rh_N_din6_as_c3_125,-626.077
Ru_N_din6_as_c3_125,-627.599
Zn_N_din6_as_c3_125,-620.873
Ag_N_din6_as_c3_163,-621.023
Au_N_din6_as_c3_163,-620.292
Cd_N_din6_as_c3_163,-619.436
Co_N_din6_as_c3_163,-626.113
Cu_N_din6_as_c3_163,-622.968
Fe_N_din6_as_c3_163,-627.49
Ir_N_din6_as_c3_163,-627.306
Ni_N_din6_as_c3_163,-625.28
Os_N_din6_as_c3_163,-628.419
Pd_N_din6_as_c3_163,-624.924
Pt_N_din6_as_c3_163,-626.135
Rh_N_din6_as_c3_163,-626.037
Ru_N_din6_as_c3_163,-627.042
Zn_N_din6_as_c3_163,-620.869
Ag_N_din6_as_c3_164,-620.574
Au_N_din6_as_c3_164,-620.345
Cd_N_din6_as_c3_164,-619.172
Co_N_din6_as_c3_164,-626.069
Cu_N_din6_as_c3_164,-622.62
Fe_N_din6_as_c3_164,-627.415
Ir_N_din6_as_c3_164,-627.265
Ni_N_din6_as_c3_164,-625.164
Os_N_din6_as_c3_164,-628.347
Pd_N_din6_as_c3_164,-622.926
Pt_N_din6_as_c3_164,-623.82
Rh_N_din6_as_c3_164,-625.986
Ru_N_din6_as_c3_164,-626.949
Zn_N_din6_as_c3_164,-621
Ag_N_din6_as_c3_165,-620.255
Au_N_din6_as_c3_165,-620.974
Cd_N_din6_as_c3_165,-619.552
Co_N_din6_as_c3_165,-626.005
Cu_N_din6_as_c3_165,-622.12
Fe_N_din6_as_c3_165,-627.626
Ir_N_din6_as_c3_165,-627.867
Ni_N_din6_as_c3_165,-625.079
Os_N_din6_as_c3_165,-629.044
Pd_N_din6_as_c3_165,-624.551
Pt_N_din6_as_c3_165,-626.058
Rh_N_din6_as_c3_165,-626.473
Ru_N_din6_as_c3_165,-627.642
Zn_N_din6_as_c3_165,-621.074
Ag_N_din6_as_c3_216,-620.397
Au_N_din6_as_c3_216,-621.184
Cd_N_din6_as_c3_216,-620.016
Co_N_din6_as_c3_216,-625.921
Cu_N_din6_as_c3_216,-622.389
Fe_N_din6_as_c3_216,-627.714
Ir_N_din6_as_c3_216,-627.386
Ni_N_din6_as_c3_216,-623.768
Os_N_din6_as_c3_216,-629.025
Pd_N_din6_as_c3_216,-623.351
Pt_N_din6_as_c3_216,-625.99
Rh_N_din6_as_c3_216,-625.71
Ru_N_din6_as_c3_216,-627.288
Zn_N_din6_as_c3_216,-621.752
Ag_N_din6_as_c3_235,-620.094
Au_N_din6_as_c3_235,-621.437
Cd_N_din6_as_c3_235,-619.584
Co_N_din6_as_c3_235,-624.683
Cu_N_din6_as_c3_235,-621.858
Fe_N_din6_as_c3_235,-626.775
Ir_N_din6_as_c3_235,-626.541
Ni_N_din6_as_c3_235,-624.275
Os_N_din6_as_c3_235,-628.066
Pd_N_din6_as_c3_235,-623.915
Pt_N_din6_as_c3_235,-625.217
Rh_N_din6_as_c3_235,-625.194
Ru_N_din6_as_c3_235,-626.495
Zn_N_din6_as_c3_235,-620.923
Ag_N_din6_as_c3_236,-619.681
Au_N_din6_as_c3_236,-620.391
Cd_N_din6_as_c3_236,-618.984
Co_N_din6_as_c3_236,-625.521
Cu_N_din6_as_c3_236,-621.422
Fe_N_din6_as_c3_236,-627.021
Ir_N_din6_as_c3_236,-626.798
Ni_N_din6_as_c3_236,-622.746
Os_N_din6_as_c3_236,-628.239
Pd_N_din6_as_c3_236,-622.036
Pt_N_din6_as_c3_236,-625.508
Rh_N_din6_as_c3_236,-625.442
Ru_N_din6_as_c3_236,-626.745
Zn_N_din6_as_c3_236,-620.136
Ag_N_din6_as_c3_253,-620.094
Au_N_din6_as_c3_253,-621.437
Cd_N_din6_as_c3_253,-619.584
Co_N_din6_as_c3_253,-624.683
Cu_N_din6_as_c3_253,-621.842
Fe_N_din6_as_c3_253,-626.775
Ir_N_din6_as_c3_253,-626.541
Ni_N_din6_as_c3_253,-624.275
Os_N_din6_as_c3_253,-628.066
Pd_N_din6_as_c3_253,-623.915
Pt_N_din6_as_c3_253,-625.217
Rh_N_din6_as_c3_253,-625.194
Ru_N_din6_as_c3_253,-626.495
Zn_N_din6_as_c3_253,-620.923
Ag_N_din6_as_c3_254,-620.132
Au_N_din6_as_c3_254,-621.55
Cd_N_din6_as_c3_254,-619.502
Co_N_din6_as_c3_254,-624.752
Cu_N_din6_as_c3_254,-621.656
Fe_N_din6_as_c3_254,-626.888
Ir_N_din6_as_c3_254,-626.642
Ni_N_din6_as_c3_254,-624.418
Os_N_din6_as_c3_254,-628.147
Pd_N_din6_as_c3_254,-624.017
Pt_N_din6_as_c3_254,-625.335
Rh_N_din6_as_c3_254,-625.27
Ru_N_din6_as_c3_254,-626.592
Zn_N_din6_as_c3_254,-620.874
Ag_N_din6_as_c3_346,-621.023
Au_N_din6_as_c3_346,-620.293
Cd_N_din6_as_c3_346,-619.436
Co_N_din6_as_c3_346,-626.747
Cu_N_din6_as_c3_346,-622.967
Fe_N_din6_as_c3_346,-627.939
Ir_N_din6_as_c3_346,-627.83
Ni_N_din6_as_c3_346,-625.713
Os_N_din6_as_c3_346,-628.623
Pd_N_din6_as_c3_346,-624.924
Pt_N_din6_as_c3_346,-626.135
Rh_N_din6_as_c3_346,-626.658
Ru_N_din6_as_c3_346,-627.393
Zn_N_din6_as_c3_346,-620.825
Ag_N_din6_as_c4_2346,-619.304
Au_N_din6_as_c4_2346,-620.252
Cd_N_din6_as_c4_2346,-618.454
Co_N_din6_as_c4_2346,-625.976
Cu_N_din6_as_c4_2346,-621.383
Fe_N_din6_as_c4_2346,-627.402
Ir_N_din6_as_c4_2346,-627.097
Ni_N_din6_as_c4_2346,-624.993
Os_N_din6_as_c4_2346,-628.493
Pd_N_din6_as_c4_2346,-622.174
Pt_N_din6_as_c4_2346,-625.351
Rh_N_din6_as_c4_2346,-625.714
Ru_N_din6_as_c4_2346,-626.683
Zn_N_din6_as_c4_2346,-619.936
Ag_N_din6_as_c4_2456,-621.287
Au_N_din6_as_c4_2456,-619.998
Cd_N_din6_as_c4_2456,-618.622
Co_N_din6_as_c4_2456,-626.368
Cu_N_din6_as_c4_2456,-623.139
Fe_N_din6_as_c4_2456,-627.728
Ir_N_din6_as_c4_2456,-627.404
Ni_N_din6_as_c4_2456,-625.566
Os_N_din6_as_c4_2456,-628.515
Pd_N_din6_as_c4_2456,-625.021
Pt_N_din6_as_c4_2456,-626.252
Rh_N_din6_as_c4_2456,-626.153
Ru_N_din6_as_c4_2456,-627.17
Zn_N_din6_as_c4_2456,-619.551
Ag_N_din6_as_c4_3216,-621.2
Au_N_din6_as_c4_3216,-620.304
Cd_N_din6_as_c4_3216,-618.932
Co_N_din6_as_c4_3216,-625.072
Cu_N_din6_as_c4_3216,-622.971
Fe_N_din6_as_c4_3216,-626.821
Ir_N_din6_as_c4_3216,-626.493
Ni_N_din6_as_c4_3216,-625.389
Os_N_din6_as_c4_3216,-628.091
Pd_N_din6_as_c4_3216,-623.707
Pt_N_din6_as_c4_3216,-625.191
Rh_N_din6_as_c4_3216,-624.936
Ru_N_din6_as_c4_3216,-626.382
Zn_N_din6_as_c4_3216,-620.546
Ag_N_din6_as_c4_3456,-621.201
Au_N_din6_as_c4_3456,-620.304
Cd_N_din6_as_c4_3456,-618.933
Co_N_din6_as_c4_3456,-626.344
Cu_N_din6_as_c4_3456,-622.971
Fe_N_din6_as_c4_3456,-627.651
Ir_N_din6_as_c4_3456,-627.497
Ni_N_din6_as_c4_3456,-625.389
Os_N_din6_as_c4_3456,-628.466
Pd_N_din6_as_c4_3456,-624.85
Pt_N_din6_as_c4_3456,-626.16
Rh_N_din6_as_c4_3456,-626.064
Ru_N_din6_as_c4_3456,-626.928
Zn_N_din6_as_c4_3456,-620.546
Ag_N_din6_as_c4_6124,-619.607
Au_N_din6_as_c4_6124,-620.633
Cd_N_din6_as_c4_6124,-619.303
Co_N_din6_as_c4_6124,-625.144
Cu_N_din6_as_c4_6124,-622.278
Fe_N_din6_as_c4_6124,-626.918
Ir_N_din6_as_c4_6124,-626.529
Ni_N_din6_as_c4_6124,-624.187
Os_N_din6_as_c4_6124,-628.247
Pd_N_din6_as_c4_6124,-622.945
Pt_N_din6_as_c4_6124,-625.261
Rh_N_din6_as_c4_6124,-625.011
Ru_N_din6_as_c4_6124,-626.46
Zn_N_din6_as_c4_6124,-620.877
Ag_N_din6_as_c4_6125,-620.554
Au_N_din6_as_c4_6125,-620.479
Cd_N_din6_as_c4_6125,-619.283
Co_N_din6_as_c4_6125,-625.113
Cu_N_din6_as_c4_6125,-621.405
Fe_N_din6_as_c4_6125,-626.81
Ir_N_din6_as_c4_6125,-627.281
Ni_N_din6_as_c4_6125,-623.926
Os_N_din6_as_c4_6125,-629.16
Pd_N_din6_as_c4_6125,-623.563
Pt_N_din6_as_c4_6125,-625.303
Rh_N_din6_as_c4_6125,-625.566
Ru_N_din6_as_c4_6125,-627.047
Zn_N_din6_as_c4_6125,-620.947
Ag_N_din6_as_c5_12345,-618.847
Au_N_din6_as_c5_12345,-621.716
Cd_N_din6_as_c5_12345,-618.007
Co_N_din6_as_c5_12345,-625.136
Cu_N_din6_as_c5_12345,-622.027
Fe_N_din6_as_c5_12345,-626.865
Ir_N_din6_as_c5_12345,-627.32
Ni_N_din6_as_c5_12345,-624.062
Os_N_din6_as_c5_12345,-629.05
Pd_N_din6_as_c5_12345,-623.445
Pt_N_din6_as_c5_12345,-624.962
Rh_N_din6_as_c5_12345,-625.797
Ru_N_din6_as_c5_12345,-627.234
Zn_N_din6_as_c5_12345,-619.655
Ag_N_din6_as_c5_12346,-620.948
Au_N_din6_as_c5_12346,-620.027
Cd_N_din6_as_c5_12346,-617.871
Co_N_din6_as_c5_12346,-625.444
Cu_N_din6_as_c5_12346,-621.402
Fe_N_din6_as_c5_12346,-627.119
Ir_N_din6_as_c5_12346,-626.458
Ni_N_din6_as_c5_12346,-624.46
Os_N_din6_as_c5_12346,-628.402
Pd_N_din6_as_c5_12346,-623.885
Pt_N_din6_as_c5_12346,-625.396
Rh_N_din6_as_c5_12346,-625.136
Ru_N_din6_as_c5_12346,-626.678
Zn_N_din6_as_c5_12346,-619.651
Ag_N_din6_s_c0,-604.053
Au_N_din6_s_c0,-603.349
Cd_N_din6_s_c0,-602.567
Co_N_din6_s_c0,-607.072
Cu_N_din6_s_c0,-604.501
Fe_N_din6_s_c0,-608.718
Ir_N_din6_s_c0,-607.698
Ni_N_din6_s_c0,-606.009
Os_N_din6_s_c0,-608.992
Pd_N_din6_s_c0,-605.67
Pt_N_din6_s_c0,-605.575
Rh_N_din6_s_c0,-607.176
Ru_N_din6_s_c0,-607.709
Zn_N_din6_s_c0,-602.139
Ag_N_din6_s_c1,-603.529
Au_N_din6_s_c1,-603.662
Cd_N_din6_s_c1,-602.779
Co_N_din6_s_c1,-607.076
Cu_N_din6_s_c1,-604.416
Fe_N_din6_s_c1,-608.739
Ir_N_din6_s_c1,-608.747
Ni_N_din6_s_c1,-606.051
Os_N_din6_s_c1,-609.603
Pd_N_din6_s_c1,-606.156
Pt_N_din6_s_c1,-606.765
Rh_N_din6_s_c1,-607.947
Ru_N_din6_s_c1,-608.869
Zn_N_din6_s_c1,-602.847
Ag_N_din6_s_c2_01,-603.305
Au_N_din6_s_c2_01,-603.997
Cd_N_din6_s_c2_01,-602.268
Co_N_din6_s_c2_01,-607.449
Cu_N_din6_s_c2_01,-604.342
Fe_N_din6_s_c2_01,-608.682
Ir_N_din6_s_c2_01,-609.138
Ni_N_din6_s_c2_01,-606.41
Os_N_din6_s_c2_01,-610.143
Pd_N_din6_s_c2_01,-606.933
Pt_N_din6_s_c2_01,-608.01
Rh_N_din6_s_c2_01,-608.098
Ru_N_din6_s_c2_01,-609.071
Zn_N_din6_s_c2_01,-602.791
Ag_N_din6_s_c2_02,-602.42
Au_N_din6_s_c2_02,-602.576
Cd_N_din6_s_c2_02,-602.545
Co_N_din6_s_c2_02,-606.368
Cu_N_din6_s_c2_02,-603.615
Fe_N_din6_s_c2_02,-608.204
Ir_N_din6_s_c2_02,-607.829
Ni_N_din6_s_c2_02,-605.378
Os_N_din6_s_c2_02,-609.19
Pd_N_din6_s_c2_02,-605.759
Pt_N_din6_s_c2_02,-606.633
Rh_N_din6_s_c2_02,-606.93
Ru_N_din6_s_c2_02,-608.229
Zn_N_din6_s_c2_02,-602.59
Ag_N_din6_s_c2_12,-603.305
Au_N_din6_s_c2_12,-603.997
Cd_N_din6_s_c2_12,-602.268
Co_N_din6_s_c2_12,-607.449
Cu_N_din6_s_c2_12,-604.343
Fe_N_din6_s_c2_12,-608.705
Ir_N_din6_s_c2_12,-609.139
Ni_N_din6_s_c2_12,-606.41
Os_N_din6_s_c2_12,-610.143
Pd_N_din6_s_c2_12,-606.933
Pt_N_din6_s_c2_12,-608.01
Rh_N_din6_s_c2_12,-608.098
Ru_N_din6_s_c2_12,-609.048
Zn_N_din6_s_c2_12,-602.792
Ag_N_din6_s_c2_15,-602.419
Au_N_din6_s_c2_15,-602.575
Cd_N_din6_s_c2_15,-602.545
Co_N_din6_s_c2_15,-606.527
Cu_N_din6_s_c2_15,-603.326
Fe_N_din6_s_c2_15,-608.202
Ir_N_din6_s_c2_15,-606.925
Ni_N_din6_s_c2_15,-604.967
Os_N_din6_s_c2_15,-608.477
Pd_N_din6_s_c2_15,-604.988
Pt_N_din6_s_c2_15,-605.593
Rh_N_din6_s_c2_15,-606.812
Ru_N_din6_s_c2_15,-607.798
Zn_N_din6_s_c2_15,-602.589
Ag_N_din6_s_c3_012,-602.878
Au_N_din6_s_c3_012,-604.048
Cd_N_din6_s_c3_012,-601.415
Co_N_din6_s_c3_012,-606.287
Cu_N_din6_s_c3_012,-603.46
Fe_N_din6_s_c3_012,-608.002
Ir_N_din6_s_c3_012,-607.994
Ni_N_din6_s_c3_012,-605.134
Os_N_din6_s_c3_012,-609.486
Pd_N_din6_s_c3_012,-605.644
Pt_N_din6_s_c3_012,-606.914
Rh_N_din6_s_c3_012,-606.813
Ru_N_din6_s_c3_012,-608.24
Zn_N_din6_s_c3_012,-601.626
Ag_N_din6_s_c3_013,-602.152
Au_N_din6_s_c3_013,-602.849
Cd_N_din6_s_c3_013,-601.39
Co_N_din6_s_c3_013,-606.315
Cu_N_din6_s_c3_013,-603.222
Fe_N_din6_s_c3_013,-606.966
Ir_N_din6_s_c3_013,-608.059
Ni_N_din6_s_c3_013,-605.283
Os_N_din6_s_c3_013,-609.053
Pd_N_din6_s_c3_013,-605.797
Pt_N_din6_s_c3_013,-606.883
Rh_N_din6_s_c3_013,-606.973
Ru_N_din6_s_c3_013,-607.941
Zn_N_din6_s_c3_013,-601.454
Ag_N_din6_s_c3_024,-601.285
Au_N_din6_s_c3_024,-601.534
Cd_N_din6_s_c3_024,-601.383
Co_N_din6_s_c3_024,-605.223
Cu_N_din6_s_c3_024,-602.516
Fe_N_din6_s_c3_024,-607.085
Ir_N_din6_s_c3_024,-606.714
Ni_N_din6_s_c3_024,-604.262
Os_N_din6_s_c3_024,-607.991
Pd_N_din6_s_c3_024,-604.635
Pt_N_din6_s_c3_024,-605.508
Rh_N_din6_s_c3_024,-605.682
Ru_N_din6_s_c3_024,-607.038
Zn_N_din6_s_c3_024,-601.483
Ag_N_din6_s_c4_0123,-601.646
Au_N_din6_s_c4_0123,-602.479
Cd_N_din6_s_c4_0123,-600.069
Co_N_din6_s_c4_0123,-605.165
Cu_N_din6_s_c4_0123,-602.177
Fe_N_din6_s_c4_0123,-606.793
Ir_N_din6_s_c4_0123,-606.865
Ni_N_din6_s_c4_0123,-604.026
Os_N_din6_s_c4_0123,-608.434
Pd_N_din6_s_c4_0123,-604.547
Pt_N_din6_s_c4_0123,-605.811
Rh_N_din6_s_c4_0123,-605.738
Ru_N_din6_s_c4_0123,-607.077
Zn_N_din6_s_c4_0123,-600.397
Ag_N_din6_s_c4_0124,-601.708
Au_N_din6_s_c4_0124,-602.888
Cd_N_din6_s_c4_0124,-600.195
Co_N_din6_s_c4_0124,-605.178
Cu_N_din6_s_c4_0124,-602.312
Fe_N_din6_s_c4_0124,-606.827
Ir_N_din6_s_c4_0124,-606.882
Ni_N_din6_s_c4_0124,-604.046
Os_N_din6_s_c4_0124,-608.307
Pd_N_din6_s_c4_0124,-604.555
Pt_N_din6_s_c4_0124,-605.82
Rh_N_din6_s_c4_0124,-605.707
Ru_N_din6_s_c4_0124,-607.068
Zn_N_din6_s_c4_0124,-600.477
Ag_N_din6_s_c4_0134,-600.832
Au_N_din6_s_c4_0134,-601.741
Cd_N_din6_s_c4_0134,-600.208
Co_N_din6_s_c4_0134,-605.024
Cu_N_din6_s_c4_0134,-601.932
Fe_N_din6_s_c4_0134,-606.38
Ir_N_din6_s_c4_0134,-606.847
Ni_N_din6_s_c4_0134,-603.986
Os_N_din6_s_c4_0134,-607.918
Pd_N_din6_s_c4_0134,-604.495
Pt_N_din6_s_c4_0134,-605.594
Rh_N_din6_s_c4_0134,-605.702
Ru_N_din6_s_c4_0134,-606.781
Zn_N_din6_s_c4_0134,-600.284
Ag_N_din6_s_c5,-599.658
Au_N_din6_s_c5,-600.823
Cd_N_din6_s_c5,-598.251
Co_N_din6_s_c5,-603.954
Cu_N_din6_s_c5,-600.373
Fe_N_din6_s_c5,-605.415
Ir_N_din6_s_c5,-605.782
Ni_N_din6_s_c5,-602.819
Os_N_din6_s_c5,-606.977
Pd_N_din6_s_c5,-603.395
Pt_N_din6_s_c5,-604.653
Rh_N_din6_s_c5,-604.574
Ru_N_din6_s_c5,-605.577
Zn_N_din6_s_c5,-599.09
