Ag_Fe_C_din6_s_c6, -608.658
Au_Fe_C_din6_s_c6, -610.238
Cd_Fe_C_din6_s_c6, -606.833
Co_Fe_C_din6_s_c6, -613.443
Cu_Fe_C_din6_s_c6, -609.917
Fe_Fe_C_din6_s_c6, -614.997
Ir_Fe_C_din6_s_c6, -615.759
Ni_Fe_C_din6_s_c6, -612.101
Os_Fe_C_din6_s_c6, -616.996
Pd_Fe_C_din6_s_c6, -612.285
Pt_Fe_C_din6_s_c6, -613.871
Rh_Fe_C_din6_s_c6, -614.215
Ru_Fe_C_din6_s_c6, -615.267
Zn_Fe_C_din6_s_c6, -607.735
Ag_Fe_N_din6_s_c0, -610.642
Au_Fe_N_din6_s_c0, -611.174
Cd_Fe_N_din6_s_c0, -608.837
Co_Fe_N_din6_s_c0, -614.717
Cu_Fe_N_din6_s_c0, -611.853
Fe_Fe_N_din6_s_c0, -616.161
Ir_Fe_N_din6_s_c0, -615.682
Ni_Fe_N_din6_s_c0, -613.442
Os_Fe_N_din6_s_c0, -617.453
Pd_Fe_N_din6_s_c0, -613.123
Pt_Fe_N_din6_s_c0, -613.489
Rh_Fe_N_din6_s_c0, -614.979
Ru_Fe_N_din6_s_c0, -616.415
Zn_Fe_N_din6_s_c0, -610.201
Ag_Fe_N_din6_s_c1, -610.677
Au_Fe_N_din6_s_c1, -610.773
Cd_Fe_N_din6_s_c1, -609.556
Co_Fe_N_din6_s_c1, -615.226
Cu_Fe_N_din6_s_c1, -611.903
Fe_Fe_N_din6_s_c1, -616.598
Ir_Fe_N_din6_s_c1, -615.973
Ni_Fe_N_din6_s_c1, -613.748
Os_Fe_N_din6_s_c1, -617.729
Pd_Fe_N_din6_s_c1, -613.275
Pt_Fe_N_din6_s_c1, -613.839
Rh_Fe_N_din6_s_c1, -615.24
Ru_Fe_N_din6_s_c1, -616.721
Zn_Fe_N_din6_s_c1, -610.368
Ag_Fe_N_din6_s_c2_01, -610.722
Au_Fe_N_din6_s_c2_01, -610.832
Cd_Fe_N_din6_s_c2_01, -609.65
Co_Fe_N_din6_s_c2_01, -614.968
Cu_Fe_N_din6_s_c2_01, -611.806
Fe_Fe_N_din6_s_c2_01, -616.452
Ir_Fe_N_din6_s_c2_01, -616.101
Ni_Fe_N_din6_s_c2_01, -613.638
Os_Fe_N_din6_s_c2_01, -617.711
Pd_Fe_N_din6_s_c2_01, -613.328
Pt_Fe_N_din6_s_c2_01, -613.808
Rh_Fe_N_din6_s_c2_01, -615.261
Ru_Fe_N_din6_s_c2_01, -616.735
Zn_Fe_N_din6_s_c2_01, -610.305
Ag_Fe_N_din6_s_c2_02, -609.918
Au_Fe_N_din6_s_c2_02, -610.206
Cd_Fe_N_din6_s_c2_02, -608.89
Co_Fe_N_din6_s_c2_02, -614.775
Cu_Fe_N_din6_s_c2_02, -611.684
Fe_Fe_N_din6_s_c2_02, -615.987
Ir_Fe_N_din6_s_c2_02, -615.943
Ni_Fe_N_din6_s_c2_02, -613.518
Os_Fe_N_din6_s_c2_02, -617.773
Pd_Fe_N_din6_s_c2_02, -613.067
Pt_Fe_N_din6_s_c2_02, -613.609
Rh_Fe_N_din6_s_c2_02, -615.116
Ru_Fe_N_din6_s_c2_02, -616.76
Zn_Fe_N_din6_s_c2_02, -610.256
Ag_Fe_N_din6_s_c2_12, -610.513
Au_Fe_N_din6_s_c2_12, -610.83
Cd_Fe_N_din6_s_c2_12, -609.145
Co_Fe_N_din6_s_c2_12, -614.934
Cu_Fe_N_din6_s_c2_12, -612.156
Fe_Fe_N_din6_s_c2_12, -616.382
Ir_Fe_N_din6_s_c2_12, -615.939
Ni_Fe_N_din6_s_c2_12, -613.657
Os_Fe_N_din6_s_c2_12, -617.036
Pd_Fe_N_din6_s_c2_12, -613.329
Pt_Fe_N_din6_s_c2_12, -613.717
Rh_Fe_N_din6_s_c2_12, -615.047
Ru_Fe_N_din6_s_c2_12, -616.115
Zn_Fe_N_din6_s_c2_12, -610.304
Ag_Fe_N_din6_s_c2_15, -609.877
Au_Fe_N_din6_s_c2_15, -610.551
Cd_Fe_N_din6_s_c2_15, -608.89
Co_Fe_N_din6_s_c2_15, -615.155
Cu_Fe_N_din6_s_c2_15, -611.899
Fe_Fe_N_din6_s_c2_15, -616.438
Ir_Fe_N_din6_s_c2_15, -616.531
Ni_Fe_N_din6_s_c2_15, -613.819
Os_Fe_N_din6_s_c2_15, -618.213
Pd_Fe_N_din6_s_c2_15, -613.288
Pt_Fe_N_din6_s_c2_15, -614.275
Rh_Fe_N_din6_s_c2_15, -615.107
Ru_Fe_N_din6_s_c2_15, -616.95
Zn_Fe_N_din6_s_c2_15, -610.256
Ag_Fe_N_din6_s_c3_012, -610.461
Au_Fe_N_din6_s_c3_012, -611.217
Cd_Fe_N_din6_s_c3_012, -608.787
Co_Fe_N_din6_s_c3_012, -615.435
Cu_Fe_N_din6_s_c3_012, -612.098
Fe_Fe_N_din6_s_c3_012, -615.632
Ir_Fe_N_din6_s_c3_012, -615.659
Ni_Fe_N_din6_s_c3_012, -613.231
Os_Fe_N_din6_s_c3_012, -617.1
Pd_Fe_N_din6_s_c3_012, -612.624
Pt_Fe_N_din6_s_c3_012, -613.215
Rh_Fe_N_din6_s_c3_012, -614.861
Ru_Fe_N_din6_s_c3_012, -616.201
Zn_Fe_N_din6_s_c3_012, -610.004
Ag_Fe_N_din6_s_c3_013, -610.036
Au_Fe_N_din6_s_c3_013, -610.953
Cd_Fe_N_din6_s_c3_013, -608.827
Co_Fe_N_din6_s_c3_013, -615.138
Cu_Fe_N_din6_s_c3_013, -611.603
Fe_Fe_N_din6_s_c3_013, -616.228
Ir_Fe_N_din6_s_c3_013, -616.183
Ni_Fe_N_din6_s_c3_013, -613.806
Os_Fe_N_din6_s_c3_013, -617.766
Pd_Fe_N_din6_s_c3_013, -613.496
Pt_Fe_N_din6_s_c3_013, -614.622
Rh_Fe_N_din6_s_c3_013, -614.99
Ru_Fe_N_din6_s_c3_013, -616.483
Zn_Fe_N_din6_s_c3_013, -609.838
Ag_Fe_N_din6_s_c3_024, -609.47
Au_Fe_N_din6_s_c3_024, -610.976
Cd_Fe_N_din6_s_c3_024, -608.69
Co_Fe_N_din6_s_c3_024, -614.821
Cu_Fe_N_din6_s_c3_024, -611.415
Fe_Fe_N_din6_s_c3_024, -616.051
Ir_Fe_N_din6_s_c3_024, -616.458
Ni_Fe_N_din6_s_c3_024, -613.432
Os_Fe_N_din6_s_c3_024, -618.02
Pd_Fe_N_din6_s_c3_024, -613.149
Pt_Fe_N_din6_s_c3_024, -614.265
