system_dacs,tot_energy_dacs,M1,M2,heteroatom_dacs,basic_cavity_dacs,cavity,cavity_v2,cavity_3,M1_cavity,cavity_4,M2_cavity,system_sacs_pristine,tot_energy_sacs_pristine,heteroatom_sacs_pristine,basic_cavity_sacs_pristine,Ecoh_m1,Ecoh_m2,E_dft_M1M2
Rh_Fe_N_din6_as_c2_13,-635.753,Rh,Fe,N,din6,N_din6_as_c2_13,N_din6_as_c2_13,2,Rh_N_din6_as_c2_13,din6_as,Fe_N_din6_as_c2_13,N_din6_as_c2_13,-617.063,N,din6,-7.850822,-8.6197175,-2.2194605000000536
Ru_Fe_N_din6_as_c2_13,-636.879,Ru,Fe,N,din6,N_din6_as_c2_13,N_din6_as_c2_13,2,Ru_N_din6_as_c2_13,din6_as,Fe_N_din6_as_c2_13,N_din6_as_c2_13,-617.063,N,din6,-9.8124665,-8.6197175,-1.3838160000000315
Zn_Fe_N_din6_as_c2_13,-629.493,Zn,Fe,N,din6,N_din6_as_c2_13,N_din6_as_c2_13,2,Zn_N_din6_as_c2_13,din6_as,Fe_N_din6_as_c2_13,N_din6_as_c2_13,-617.063,N,din6,-1.61724415,-8.6197175,-2.193038350000064
Ag_Fe_N_din6_as_c2_14,-630.135,Ag,Fe,N,din6,N_din6_as_c2_14,N_din6_as_c2_14,2,Ag_N_din6_as_c2_14,din6_as,Fe_N_din6_as_c2_14,N_din6_as_c2_14,-617.025,N,din6,-3.20700575,-8.6197175,-1.283276750000013
Au_Fe_N_din6_as_c2_14,-631.41,Au,Fe,N,din6,N_din6_as_c2_14,N_din6_as_c2_14,2,Au_N_din6_as_c2_14,din6_as,Fe_N_din6_as_c2_14,N_din6_as_c2_14,-617.025,N,din6,-3.8767095,-8.6197175,-1.8885729999999903
Cd_Fe_N_din6_as_c2_14,-628.333,Cd,Fe,N,din6,N_din6_as_c2_14,N_din6_as_c2_14,2,Cd_N_din6_as_c2_14,din6_as,Fe_N_din6_as_c2_14,N_din6_as_c2_14,-617.025,N,din6,-1.2330587,-8.6197175,-1.4552237999999917
Co_Fe_N_din6_as_c2_14,-635.438,Co,Fe,N,din6,N_din6_as_c2_14,N_din6_as_c2_14,2,Co_N_din6_as_c2_14,din6_as,Fe_N_din6_as_c2_14,N_din6_as_c2_14,-617.025,N,din6,-7.3844395,-8.6197175,-2.4088430000000116
Cu_Fe_N_din6_as_c2_14,-632.408,Cu,Fe,N,din6,N_din6_as_c2_14,N_din6_as_c2_14,2,Cu_N_din6_as_c2_14,din6_as,Fe_N_din6_as_c2_14,N_din6_as_c2_14,-617.025,N,din6,-4.23458825,-8.6197175,-2.5286942500000382
Fe_Fe_N_din6_as_c2_14,-636.403,Fe,Fe,N,din6,N_din6_as_c2_14,N_din6_as_c2_14,2,Fe_N_din6_as_c2_14,din6_as,Fe_N_din6_as_c2_14,N_din6_as_c2_14,-617.025,N,din6,-8.6197175,-8.6197175,-2.1385650000000425
Ir_Fe_N_din6_as_c2_14,-636.768,Ir,Fe,N,din6,N_din6_as_c2_14,N_din6_as_c2_14,2,Ir_N_din6_as_c2_14,din6_as,Fe_N_din6_as_c2_14,N_din6_as_c2_14,-617.025,N,din6,-9.56008375,-8.6197175,-1.5631987500000513
Ni_Fe_N_din6_as_c2_14,-634.382,Ni,Fe,N,din6,N_din6_as_c2_14,N_din6_as_c2_14,2,Ni_N_din6_as_c2_14,din6_as,Fe_N_din6_as_c2_14,N_din6_as_c2_14,-617.025,N,din6,-5.86878875,-8.6197175,-2.8684937499999705
Os_Fe_N_din6_as_c2_14,-638.118,Os,Fe,N,din6,N_din6_as_c2_14,N_din6_as_c2_14,2,Os_N_din6_as_c2_14,din6_as,Fe_N_din6_as_c2_14,N_din6_as_c2_14,-617.025,N,din6,-11.839378,-8.6197175,-0.6339045000000745
Pd_Fe_N_din6_as_c2_14,-633.545,Pd,Fe,N,din6,N_din6_as_c2_14,N_din6_as_c2_14,2,Pd_N_din6_as_c2_14,din6_as,Fe_N_din6_as_c2_14,N_din6_as_c2_14,-617.025,N,din6,-5.79450325,-8.6197175,-2.1057792499999817
Pt_Fe_N_din6_as_c2_14,-634.834,Pt,Fe,N,din6,N_din6_as_c2_14,N_din6_as_c2_14,2,Pt_N_din6_as_c2_14,din6_as,Fe_N_din6_as_c2_14,N_din6_as_c2_14,-617.025,N,din6,-6.8665185,-8.6197175,-2.322763999999969
Rh_Fe_N_din6_as_c2_14,-635.586,Rh,Fe,N,din6,N_din6_as_c2_14,N_din6_as_c2_14,2,Rh_N_din6_as_c2_14,din6_as,Fe_N_din6_as_c2_14,N_din6_as_c2_14,-617.025,N,din6,-7.850822,-8.6197175,-2.0904605000000345
Ru_Fe_N_din6_as_c2_14,-636.774,Ru,Fe,N,din6,N_din6_as_c2_14,N_din6_as_c2_14,2,Ru_N_din6_as_c2_14,din6_as,Fe_N_din6_as_c2_14,N_din6_as_c2_14,-617.025,N,din6,-9.8124665,-8.6197175,-1.3168160000000242
Zn_Fe_N_din6_as_c2_14,-630.032,Zn,Fe,N,din6,N_din6_as_c2_14,N_din6_as_c2_14,2,Zn_N_din6_as_c2_14,din6_as,Fe_N_din6_as_c2_14,N_din6_as_c2_14,-617.025,N,din6,-1.61724415,-8.6197175,-2.7700383500000623
Ag_Fe_N_din6_as_c2_15,-629.856,Ag,Fe,N,din6,N_din6_as_c2_15,N_din6_as_c2_15,2,Ag_N_din6_as_c2_15,din6_as,Fe_N_din6_as_c2_15,N_din6_as_c2_15,-616.717,N,din6,-3.20700575,-8.6197175,-1.3122767500000094
Au_Fe_N_din6_as_c2_15,-630.717,Au,Fe,N,din6,N_din6_as_c2_15,N_din6_as_c2_15,2,Au_N_din6_as_c2_15,din6_as,Fe_N_din6_as_c2_15,N_din6_as_c2_15,-616.717,N,din6,-3.8767095,-8.6197175,-1.5035729999999994
Cd_Fe_N_din6_as_c2_15,-628.466,Cd,Fe,N,din6,N_din6_as_c2_15,N_din6_as_c2_15,2,Cd_N_din6_as_c2_15,din6_as,Fe_N_din6_as_c2_15,N_din6_as_c2_15,-616.717,N,din6,-1.2330587,-8.6197175,-1.8962238000000227
Co_Fe_N_din6_as_c2_15,-635.49,Co,Fe,N,din6,N_din6_as_c2_15,N_din6_as_c2_15,2,Co_N_din6_as_c2_15,din6_as,Fe_N_din6_as_c2_15,N_din6_as_c2_15,-616.717,N,din6,-7.3844395,-8.6197175,-2.7688430000000253
Cu_Fe_N_din6_as_c2_15,-632.159,Cu,Fe,N,din6,N_din6_as_c2_15,N_din6_as_c2_15,2,Cu_N_din6_as_c2_15,din6_as,Fe_N_din6_as_c2_15,N_din6_as_c2_15,-616.717,N,din6,-4.23458825,-8.6197175,-2.5876942500000073
Fe_Fe_N_din6_as_c2_15,-636.62,Fe,Fe,N,din6,N_din6_as_c2_15,N_din6_as_c2_15,2,Fe_N_din6_as_c2_15,din6_as,Fe_N_din6_as_c2_15,N_din6_as_c2_15,-616.717,N,din6,-8.6197175,-8.6197175,-2.6635650000000197
Ir_Fe_N_din6_as_c2_15,-636.801,Ir,Fe,N,din6,N_din6_as_c2_15,N_din6_as_c2_15,2,Ir_N_din6_as_c2_15,din6_as,Fe_N_din6_as_c2_15,N_din6_as_c2_15,-616.717,N,din6,-9.56008375,-8.6197175,-1.9041987500000594
Ni_Fe_N_din6_as_c2_15,-634.237,Ni,Fe,N,din6,N_din6_as_c2_15,N_din6_as_c2_15,2,Ni_N_din6_as_c2_15,din6_as,Fe_N_din6_as_c2_15,N_din6_as_c2_15,-616.717,N,din6,-5.86878875,-8.6197175,-3.0314937499999814
Os_Fe_N_din6_as_c2_15,-638.291,Os,Fe,N,din6,N_din6_as_c2_15,N_din6_as_c2_15,2,Os_N_din6_as_c2_15,din6_as,Fe_N_din6_as_c2_15,N_din6_as_c2_15,-616.717,N,din6,-11.839378,-8.6197175,-1.114904500000069
Pd_Fe_N_din6_as_c2_15,-633.376,Pd,Fe,N,din6,N_din6_as_c2_15,N_din6_as_c2_15,2,Pd_N_din6_as_c2_15,din6_as,Fe_N_din6_as_c2_15,N_din6_as_c2_15,-616.717,N,din6,-5.79450325,-8.6197175,-2.2447792499999917
Pt_Fe_N_din6_as_c2_15,-634.487,Pt,Fe,N,din6,N_din6_as_c2_15,N_din6_as_c2_15,2,Pt_N_din6_as_c2_15,din6_as,Fe_N_din6_as_c2_15,N_din6_as_c2_15,-616.717,N,din6,-6.8665185,-8.6197175,-2.283763999999982
Rh_Fe_N_din6_as_c2_15,-635.627,Rh,Fe,N,din6,N_din6_as_c2_15,N_din6_as_c2_15,2,Rh_N_din6_as_c2_15,din6_as,Fe_N_din6_as_c2_15,N_din6_as_c2_15,-616.717,N,din6,-7.850822,-8.6197175,-2.439460499999967
Ru_Fe_N_din6_as_c2_15,-636.942,Ru,Fe,N,din6,N_din6_as_c2_15,N_din6_as_c2_15,2,Ru_N_din6_as_c2_15,din6_as,Fe_N_din6_as_c2_15,N_din6_as_c2_15,-616.717,N,din6,-9.8124665,-8.6197175,-1.7928160000000233
Zn_Fe_N_din6_as_c2_15,-629.836,Zn,Fe,N,din6,N_din6_as_c2_15,N_din6_as_c2_15,2,Zn_N_din6_as_c2_15,din6_as,Fe_N_din6_as_c2_15,N_din6_as_c2_15,-616.717,N,din6,-1.61724415,-8.6197175,-2.8820383500000286
Ag_Fe_N_din6_as_c2_16,-630.414,Ag,Fe,N,din6,N_din6_as_c2_16,N_din6_as_c2_16,2,Ag_N_din6_as_c2_16,din6_as,Fe_N_din6_as_c2_16,N_din6_as_c2_16,-618.089,N,din6,-3.20700575,-8.6197175,-0.4982767499999312
Au_Fe_N_din6_as_c2_16,-630.99,Au,Fe,N,din6,N_din6_as_c2_16,N_din6_as_c2_16,2,Au_N_din6_as_c2_16,din6_as,Fe_N_din6_as_c2_16,N_din6_as_c2_16,-618.089,N,din6,-3.8767095,-8.6197175,-0.404572999999953
Cd_Fe_N_din6_as_c2_16,-629.022,Cd,Fe,N,din6,N_din6_as_c2_16,N_din6_as_c2_16,2,Cd_N_din6_as_c2_16,din6_as,Fe_N_din6_as_c2_16,N_din6_as_c2_16,-618.089,N,din6,-1.2330587,-8.6197175,-1.0802237999999917
Co_Fe_N_din6_as_c2_16,-635.663,Co,Fe,N,din6,N_din6_as_c2_16,N_din6_as_c2_16,2,Co_N_din6_as_c2_16,din6_as,Fe_N_din6_as_c2_16,N_din6_as_c2_16,-618.089,N,din6,-7.3844395,-8.6197175,-1.5698429999999561
Cu_Fe_N_din6_as_c2_16,-632.771,Cu,Fe,N,din6,N_din6_as_c2_16,N_din6_as_c2_16,2,Cu_N_din6_as_c2_16,din6_as,Fe_N_din6_as_c2_16,N_din6_as_c2_16,-618.089,N,din6,-4.23458825,-8.6197175,-1.8276942499999027
Fe_Fe_N_din6_as_c2_16,-636.608,Fe,Fe,N,din6,N_din6_as_c2_16,N_din6_as_c2_16,2,Fe_N_din6_as_c2_16,din6_as,Fe_N_din6_as_c2_16,N_din6_as_c2_16,-618.089,N,din6,-8.6197175,-8.6197175,-1.2795649999998915
Ir_Fe_N_din6_as_c2_16,-636.645,Ir,Fe,N,din6,N_din6_as_c2_16,N_din6_as_c2_16,2,Ir_N_din6_as_c2_16,din6_as,Fe_N_din6_as_c2_16,N_din6_as_c2_16,-618.089,N,din6,-9.56008375,-8.6197175,-0.37619874999992575
Ni_Fe_N_din6_as_c2_16,-634.457,Ni,Fe,N,din6,N_din6_as_c2_16,N_din6_as_c2_16,2,Ni_N_din6_as_c2_16,din6_as,Fe_N_din6_as_c2_16,N_din6_as_c2_16,-618.089,N,din6,-5.86878875,-8.6197175,-1.8794937499999378
Os_Fe_N_din6_as_c2_16,-637.954,Os,Fe,N,din6,N_din6_as_c2_16,N_din6_as_c2_16,2,Os_N_din6_as_c2_16,din6_as,Fe_N_din6_as_c2_16,N_din6_as_c2_16,-618.089,N,din6,-11.839378,-8.6197175,0.5940955000001047
Pd_Fe_N_din6_as_c2_16,-633.595,Pd,Fe,N,din6,N_din6_as_c2_16,N_din6_as_c2_16,2,Pd_N_din6_as_c2_16,din6_as,Fe_N_din6_as_c2_16,N_din6_as_c2_16,-618.089,N,din6,-5.79450325,-8.6197175,-1.0917792499999717
Pt_Fe_N_din6_as_c2_16,-634.581,Pt,Fe,N,din6,N_din6_as_c2_16,N_din6_as_c2_16,2,Pt_N_din6_as_c2_16,din6_as,Fe_N_din6_as_c2_16,N_din6_as_c2_16,-618.089,N,din6,-6.8665185,-8.6197175,-1.005763999999962
Rh_Fe_N_din6_as_c2_16,-635.637,Rh,Fe,N,din6,N_din6_as_c2_16,N_din6_as_c2_16,2,Rh_N_din6_as_c2_16,din6_as,Fe_N_din6_as_c2_16,N_din6_as_c2_16,-618.089,N,din6,-7.850822,-8.6197175,-1.0774604999998871
Ru_Fe_N_din6_as_c2_16,-636.789,Ru,Fe,N,din6,N_din6_as_c2_16,N_din6_as_c2_16,2,Ru_N_din6_as_c2_16,din6_as,Fe_N_din6_as_c2_16,N_din6_as_c2_16,-618.089,N,din6,-9.8124665,-8.6197175,-0.26781599999993233
Zn_Fe_N_din6_as_c2_16,-630.197,Zn,Fe,N,din6,N_din6_as_c2_16,N_din6_as_c2_16,2,Zn_N_din6_as_c2_16,din6_as,Fe_N_din6_as_c2_16,N_din6_as_c2_16,-618.089,N,din6,-1.61724415,-8.6197175,-1.8710383499999477
Ag_Fe_N_din6_as_c2_23,-630.235,Ag,Fe,N,din6,N_din6_as_c2_23,N_din6_as_c2_23,2,Ag_N_din6_as_c2_23,din6_as,Fe_N_din6_as_c2_23,N_din6_as_c2_23,-616.655,N,din6,-3.20700575,-8.6197175,-1.7532767500000404
Au_Fe_N_din6_as_c2_23,-631.614,Au,Fe,N,din6,N_din6_as_c2_23,N_din6_as_c2_23,2,Au_N_din6_as_c2_23,din6_as,Fe_N_din6_as_c2_23,N_din6_as_c2_23,-616.655,N,din6,-3.8767095,-8.6197175,-2.4625730000000594
Cd_Fe_N_din6_as_c2_23,-628.674,Cd,Fe,N,din6,N_din6_as_c2_23,N_din6_as_c2_23,2,Cd_N_din6_as_c2_23,din6_as,Fe_N_din6_as_c2_23,N_din6_as_c2_23,-616.655,N,din6,-1.2330587,-8.6197175,-2.1662238000000045
Co_Fe_N_din6_as_c2_23,-635.723,Co,Fe,N,din6,N_din6_as_c2_23,N_din6_as_c2_23,2,Co_N_din6_as_c2_23,din6_as,Fe_N_din6_as_c2_23,N_din6_as_c2_23,-616.655,N,din6,-7.3844395,-8.6197175,-3.0638429999999843
Cu_Fe_N_din6_as_c2_23,-632.482,Cu,Fe,N,din6,N_din6_as_c2_23,N_din6_as_c2_23,2,Cu_N_din6_as_c2_23,din6_as,Fe_N_din6_as_c2_23,N_din6_as_c2_23,-616.655,N,din6,-4.23458825,-8.6197175,-2.972694249999998
Fe_Fe_N_din6_as_c2_23,-636.741,Fe,Fe,N,din6,N_din6_as_c2_23,N_din6_as_c2_23,2,Fe_N_din6_as_c2_23,din6_as,Fe_N_din6_as_c2_23,N_din6_as_c2_23,-616.655,N,din6,-8.6197175,-8.6197175,-2.8465650000000124
Ir_Fe_N_din6_as_c2_23,-637.116,Ir,Fe,N,din6,N_din6_as_c2_23,N_din6_as_c2_23,2,Ir_N_din6_as_c2_23,din6_as,Fe_N_din6_as_c2_23,N_din6_as_c2_23,-616.655,N,din6,-9.56008375,-8.6197175,-2.281198750000012
Ni_Fe_N_din6_as_c2_23,-634.51,Ni,Fe,N,din6,N_din6_as_c2_23,N_din6_as_c2_23,2,Ni_N_din6_as_c2_23,din6_as,Fe_N_din6_as_c2_23,N_din6_as_c2_23,-616.655,N,din6,-5.86878875,-8.6197175,-3.366493750000018
Os_Fe_N_din6_as_c2_23,-638.267,Os,Fe,N,din6,N_din6_as_c2_23,N_din6_as_c2_23,2,Os_N_din6_as_c2_23,din6_as,Fe_N_din6_as_c2_23,N_din6_as_c2_23,-616.655,N,din6,-11.839378,-8.6197175,-1.15290450000008
Pd_Fe_N_din6_as_c2_23,-633.835,Pd,Fe,N,din6,N_din6_as_c2_23,N_din6_as_c2_23,2,Pd_N_din6_as_c2_23,din6_as,Fe_N_din6_as_c2_23,N_din6_as_c2_23,-616.655,N,din6,-5.79450325,-8.6197175,-2.7657792500000635
Pt_Fe_N_din6_as_c2_23,-635.308,Pt,Fe,N,din6,N_din6_as_c2_23,N_din6_as_c2_23,2,Pt_N_din6_as_c2_23,din6_as,Fe_N_din6_as_c2_23,N_din6_as_c2_23,-616.655,N,din6,-6.8665185,-8.6197175,-3.16676400000002
Rh_Fe_N_din6_as_c2_23,-635.68,Rh,Fe,N,din6,N_din6_as_c2_23,N_din6_as_c2_23,2,Rh_N_din6_as_c2_23,din6_as,Fe_N_din6_as_c2_23,N_din6_as_c2_23,-616.655,N,din6,-7.850822,-8.6197175,-2.5544604999999763
Ru_Fe_N_din6_as_c2_23,-636.702,Ru,Fe,N,din6,N_din6_as_c2_23,N_din6_as_c2_23,2,Ru_N_din6_as_c2_23,din6_as,Fe_N_din6_as_c2_23,N_din6_as_c2_23,-616.655,N,din6,-9.8124665,-8.6197175,-1.614816000000026
Zn_Fe_N_din6_as_c2_23,-630.274,Zn,Fe,N,din6,N_din6_as_c2_23,N_din6_as_c2_23,2,Zn_N_din6_as_c2_23,din6_as,Fe_N_din6_as_c2_23,N_din6_as_c2_23,-616.655,N,din6,-1.61724415,-8.6197175,-3.3820383500000286
Ag_Fe_N_din6_as_c2_24,-630.25,Ag,Fe,N,din6,N_din6_as_c2_24,N_din6_as_c2_24,2,Ag_N_din6_as_c2_24,din6_as,Fe_N_din6_as_c2_24,N_din6_as_c2_24,-616.717,N,din6,-3.20700575,-8.6197175,-1.7062767500000149
Au_Fe_N_din6_as_c2_24,-631.623,Au,Fe,N,din6,N_din6_as_c2_24,N_din6_as_c2_24,2,Au_N_din6_as_c2_24,din6_as,Fe_N_din6_as_c2_24,N_din6_as_c2_24,-616.717,N,din6,-3.8767095,-8.6197175,-2.409573000000062
Cd_Fe_N_din6_as_c2_24,-628.9,Cd,Fe,N,din6,N_din6_as_c2_24,N_din6_as_c2_24,2,Cd_N_din6_as_c2_24,din6_as,Fe_N_din6_as_c2_24,N_din6_as_c2_24,-616.717,N,din6,-1.2330587,-8.6197175,-2.3302237999999917
Co_Fe_N_din6_as_c2_24,-635.61,Co,Fe,N,din6,N_din6_as_c2_24,N_din6_as_c2_24,2,Co_N_din6_as_c2_24,din6_as,Fe_N_din6_as_c2_24,N_din6_as_c2_24,-616.717,N,din6,-7.3844395,-8.6197175,-2.88884300000003
Cu_Fe_N_din6_as_c2_24,-632.637,Cu,Fe,N,din6,N_din6_as_c2_24,N_din6_as_c2_24,2,Cu_N_din6_as_c2_24,din6_as,Fe_N_din6_as_c2_24,N_din6_as_c2_24,-616.717,N,din6,-4.23458825,-8.6197175,-3.065694249999959
Fe_Fe_N_din6_as_c2_24,-636.616,Fe,Fe,N,din6,N_din6_as_c2_24,N_din6_as_c2_24,2,Fe_N_din6_as_c2_24,din6_as,Fe_N_din6_as_c2_24,N_din6_as_c2_24,-616.717,N,din6,-8.6197175,-8.6197175,-2.6595650000000006
Ir_Fe_N_din6_as_c2_24,-636.87,Ir,Fe,N,din6,N_din6_as_c2_24,N_din6_as_c2_24,2,Ir_N_din6_as_c2_24,din6_as,Fe_N_din6_as_c2_24,N_din6_as_c2_24,-616.717,N,din6,-9.56008375,-8.6197175,-1.9731987500000194
Ni_Fe_N_din6_as_c2_24,-634.491,Ni,Fe,N,din6,N_din6_as_c2_24,N_din6_as_c2_24,2,Ni_N_din6_as_c2_24,din6_as,Fe_N_din6_as_c2_24,N_din6_as_c2_24,-616.717,N,din6,-5.86878875,-8.6197175,-3.2854937500000005
Os_Fe_N_din6_as_c2_24,-638.32,Os,Fe,N,din6,N_din6_as_c2_24,N_din6_as_c2_24,2,Os_N_din6_as_c2_24,din6_as,Fe_N_din6_as_c2_24,N_din6_as_c2_24,-616.717,N,din6,-11.839378,-8.6197175,-1.1439045000000654
Pd_Fe_N_din6_as_c2_24,-633.707,Pd,Fe,N,din6,N_din6_as_c2_24,N_din6_as_c2_24,2,Pd_N_din6_as_c2_24,din6_as,Fe_N_din6_as_c2_24,N_din6_as_c2_24,-616.717,N,din6,-5.79450325,-8.6197175,-2.575779250000009
Pt_Fe_N_din6_as_c2_24,-634.87,Pt,Fe,N,din6,N_din6_as_c2_24,N_din6_as_c2_24,2,Pt_N_din6_as_c2_24,din6_as,Fe_N_din6_as_c2_24,N_din6_as_c2_24,-616.717,N,din6,-6.8665185,-8.6197175,-2.66676400000002
Rh_Fe_N_din6_as_c2_24,-635.59,Rh,Fe,N,din6,N_din6_as_c2_24,N_din6_as_c2_24,2,Rh_N_din6_as_c2_24,din6_as,Fe_N_din6_as_c2_24,N_din6_as_c2_24,-616.717,N,din6,-7.850822,-8.6197175,-2.4024605000000463
Ru_Fe_N_din6_as_c2_24,-636.877,Ru,Fe,N,din6,N_din6_as_c2_24,N_din6_as_c2_24,2,Ru_N_din6_as_c2_24,din6_as,Fe_N_din6_as_c2_24,N_din6_as_c2_24,-616.717,N,din6,-9.8124665,-8.6197175,-1.7278159999999687
Zn_Fe_N_din6_as_c2_24,-630.712,Zn,Fe,N,din6,N_din6_as_c2_24,N_din6_as_c2_24,2,Zn_N_din6_as_c2_24,din6_as,Fe_N_din6_as_c2_24,N_din6_as_c2_24,-616.717,N,din6,-1.61724415,-8.6197175,-3.758038350000005
Ag_Fe_N_din6_as_c2_25,-630.584,Ag,Fe,N,din6,N_din6_as_c2_25,N_din6_as_c2_25,2,Ag_N_din6_as_c2_25,din6_as,Fe_N_din6_as_c2_25,N_din6_as_c2_25,-616.416,N,din6,-3.20700575,-8.6197175,-2.341276749999892
Au_Fe_N_din6_as_c2_25,-631.688,Au,Fe,N,din6,N_din6_as_c2_25,N_din6_as_c2_25,2,Au_N_din6_as_c2_25,din6_as,Fe_N_din6_as_c2_25,N_din6_as_c2_25,-616.416,N,din6,-3.8767095,-8.6197175,-2.775572999999934
Cd_Fe_N_din6_as_c2_25,-629.148,Cd,Fe,N,din6,N_din6_as_c2_25,N_din6_as_c2_25,2,Cd_N_din6_as_c2_25,din6_as,Fe_N_din6_as_c2_25,N_din6_as_c2_25,-616.416,N,din6,-1.2330587,-8.6197175,-2.87922379999997
Co_Fe_N_din6_as_c2_25,-635.955,Co,Fe,N,din6,N_din6_as_c2_25,N_din6_as_c2_25,2,Co_N_din6_as_c2_25,din6_as,Fe_N_din6_as_c2_25,N_din6_as_c2_25,-616.416,N,din6,-7.3844395,-8.6197175,-3.534842999999988
Cu_Fe_N_din6_as_c2_25,-632.97,Cu,Fe,N,din6,N_din6_as_c2_25,N_din6_as_c2_25,2,Cu_N_din6_as_c2_25,din6_as,Fe_N_din6_as_c2_25,N_din6_as_c2_25,-616.416,N,din6,-4.23458825,-8.6197175,-3.6996942499999736
Fe_Fe_N_din6_as_c2_25,-637.128,Fe,Fe,N,din6,N_din6_as_c2_25,N_din6_as_c2_25,2,Fe_N_din6_as_c2_25,din6_as,Fe_N_din6_as_c2_25,N_din6_as_c2_25,-616.416,N,din6,-8.6197175,-8.6197175,-3.472564999999989
Ir_Fe_N_din6_as_c2_25,-637.279,Ir,Fe,N,din6,N_din6_as_c2_25,N_din6_as_c2_25,2,Ir_N_din6_as_c2_25,din6_as,Fe_N_din6_as_c2_25,N_din6_as_c2_25,-616.416,N,din6,-9.56008375,-8.6197175,-2.683198749999942
Ni_Fe_N_din6_as_c2_25,-634.934,Ni,Fe,N,din6,N_din6_as_c2_25,N_din6_as_c2_25,2,Ni_N_din6_as_c2_25,din6_as,Fe_N_din6_as_c2_25,N_din6_as_c2_25,-616.416,N,din6,-5.86878875,-8.6197175,-4.029493749999915
Os_Fe_N_din6_as_c2_25,-638.6,Os,Fe,N,din6,N_din6_as_c2_25,N_din6_as_c2_25,2,Os_N_din6_as_c2_25,din6_as,Fe_N_din6_as_c2_25,N_din6_as_c2_25,-616.416,N,din6,-11.839378,-8.6197175,-1.724904499999969
Pd_Fe_N_din6_as_c2_25,-634.013,Pd,Fe,N,din6,N_din6_as_c2_25,N_din6_as_c2_25,2,Pd_N_din6_as_c2_25,din6_as,Fe_N_din6_as_c2_25,N_din6_as_c2_25,-616.416,N,din6,-5.79450325,-8.6197175,-3.18277924999998
Pt_Fe_N_din6_as_c2_25,-635.209,Pt,Fe,N,din6,N_din6_as_c2_25,N_din6_as_c2_25,2,Pt_N_din6_as_c2_25,din6_as,Fe_N_din6_as_c2_25,N_din6_as_c2_25,-616.416,N,din6,-6.8665185,-8.6197175,-3.306763999999893
Rh_Fe_N_din6_as_c2_25,-635.986,Rh,Fe,N,din6,N_din6_as_c2_25,N_din6_as_c2_25,2,Rh_N_din6_as_c2_25,din6_as,Fe_N_din6_as_c2_25,N_din6_as_c2_25,-616.416,N,din6,-7.850822,-8.6197175,-3.0994604999999353
Ru_Fe_N_din6_as_c2_25,-637.166,Ru,Fe,N,din6,N_din6_as_c2_25,N_din6_as_c2_25,2,Ru_N_din6_as_c2_25,din6_as,Fe_N_din6_as_c2_25,N_din6_as_c2_25,-616.416,N,din6,-9.8124665,-8.6197175,-2.3178160000000005
Zn_Fe_N_din6_as_c2_25,-630.926,Zn,Fe,N,din6,N_din6_as_c2_25,N_din6_as_c2_25,2,Zn_N_din6_as_c2_25,din6_as,Fe_N_din6_as_c2_25,N_din6_as_c2_25,-616.416,N,din6,-1.61724415,-8.6197175,-4.273038349999991
Ag_Fe_N_din6_as_c2_26,-630.691,Ag,Fe,N,din6,N_din6_as_c2_26,N_din6_as_c2_26,2,Ag_N_din6_as_c2_26,din6_as,Fe_N_din6_as_c2_26,N_din6_as_c2_26,-616.83,N,din6,-3.20700575,-8.6197175,-2.0342767499999894
Au_Fe_N_din6_as_c2_26,-631.557,Au,Fe,N,din6,N_din6_as_c2_26,N_din6_as_c2_26,2,Au_N_din6_as_c2_26,din6_as,Fe_N_din6_as_c2_26,N_din6_as_c2_26,-616.83,N,din6,-3.8767095,-8.6197175,-2.230572999999975
Cd_Fe_N_din6_as_c2_26,-629.341,Cd,Fe,N,din6,N_din6_as_c2_26,N_din6_as_c2_26,2,Cd_N_din6_as_c2_26,din6_as,Fe_N_din6_as_c2_26,N_din6_as_c2_26,-616.83,N,din6,-1.2330587,-8.6197175,-2.6582237999999663
Co_Fe_N_din6_as_c2_26,-635.795,Co,Fe,N,din6,N_din6_as_c2_26,N_din6_as_c2_26,2,Co_N_din6_as_c2_26,din6_as,Fe_N_din6_as_c2_26,N_din6_as_c2_26,-616.83,N,din6,-7.3844395,-8.6197175,-2.960842999999919
Cu_Fe_N_din6_as_c2_26,-633.118,Cu,Fe,N,din6,N_din6_as_c2_26,N_din6_as_c2_26,2,Cu_N_din6_as_c2_26,din6_as,Fe_N_din6_as_c2_26,N_din6_as_c2_26,-616.83,N,din6,-4.23458825,-8.6197175,-3.433694250000011
Fe_Fe_N_din6_as_c2_26,-636.924,Fe,Fe,N,din6,N_din6_as_c2_26,N_din6_as_c2_26,2,Fe_N_din6_as_c2_26,din6_as,Fe_N_din6_as_c2_26,N_din6_as_c2_26,-616.83,N,din6,-8.6197175,-8.6197175,-2.854564999999937
Ir_Fe_N_din6_as_c2_26,-636.838,Ir,Fe,N,din6,N_din6_as_c2_26,N_din6_as_c2_26,2,Ir_N_din6_as_c2_26,din6_as,Fe_N_din6_as_c2_26,N_din6_as_c2_26,-616.83,N,din6,-9.56008375,-8.6197175,-1.828198749999924
