system_dacs,tot_energy_dacs,M1,M2,heteroatom_dacs,basic_cavity_dacs,cavity,cavity_v2,cavity_3,M1_cavity,cavity_4,M2_cavity,system_sacs_pristine,tot_energy_sacs_pristine,heteroatom_sacs_pristine,basic_cavity_sacs_pristine,system_x,tot_energy_M1,system_y,tot_energy_M2,Eint
Pd_Fe_N_din4_x2_c3_c_v2,-634.345,Pd,Fe,N,din4,N_din4_x2_c3_c,N_din4_x2_c3_c_v2,3,Pd_N_din4_x2_c3_c_v2,din4_x2,Fe_N_din4_x2_c3_c_v2,N_din4_x2_c3_c,-615.869,N,din4,Pd_N_din4_x2_c3_c_v2,-625.673,Fe_N_din4_x2_c3_c_v2,-627.973,3.4320000000000164
Pt_Fe_N_din4_x2_c3_c_v2,-635.965,Pt,Fe,N,din4,N_din4_x2_c3_c,N_din4_x2_c3_c_v2,3,Pt_N_din4_x2_c3_c_v2,din4_x2,Fe_N_din4_x2_c3_c_v2,N_din4_x2_c3_c,-615.869,N,din4,Pt_N_din4_x2_c3_c_v2,-627.198,Fe_N_din4_x2_c3_c_v2,-627.973,3.3369999999998754
Rh_Fe_N_din4_x2_c3_c_v2,-636.224,Rh,Fe,N,din4,N_din4_x2_c3_c,N_din4_x2_c3_c_v2,3,Rh_N_din4_x2_c3_c_v2,din4_x2,Fe_N_din4_x2_c3_c_v2,N_din4_x2_c3_c,-615.869,N,din4,Rh_N_din4_x2_c3_c_v2,-627.374,Fe_N_din4_x2_c3_c_v2,-627.973,3.2539999999999054
Ru_Fe_N_din4_x2_c3_c_v2,-637.652,Ru,Fe,N,din4,N_din4_x2_c3_c,N_din4_x2_c3_c_v2,3,Ru_N_din4_x2_c3_c_v2,din4_x2,Fe_N_din4_x2_c3_c_v2,N_din4_x2_c3_c,-615.869,N,din4,Ru_N_din4_x2_c3_c_v2,-628.416,Fe_N_din4_x2_c3_c_v2,-627.973,2.8679999999998245
Zn_Fe_N_din4_x2_c3_c_v2,-629.076,Zn,Fe,N,din4,N_din4_x2_c3_c,N_din4_x2_c3_c_v2,3,Zn_N_din4_x2_c3_c_v2,din4_x2,Fe_N_din4_x2_c3_c_v2,N_din4_x2_c3_c,-615.869,N,din4,Zn_N_din4_x2_c3_c_v2,-620.647,Fe_N_din4_x2_c3_c_v2,-627.973,3.674999999999841
Ag_Fe_N_din4_x2_c3_d,-629.555,Ag,Fe,N,din4,N_din4_x2_c3_d,N_din4_x2_c3_d,3,Ag_N_din4_x2_c3_d,din4_x2,Fe_N_din4_x2_c3_d,N_din4_x2_c3_d,-617.226,N,din4,Ag_N_din4_x2_c3_d,-622.505,Fe_N_din4_x2_c3_d,-626.712,2.4360000000000355
Au_Fe_N_din4_x2_c3_d,-630.573,Au,Fe,N,din4,N_din4_x2_c3_d,N_din4_x2_c3_d,3,Au_N_din4_x2_c3_d,din4_x2,Fe_N_din4_x2_c3_d,N_din4_x2_c3_d,-617.226,N,din4,Au_N_din4_x2_c3_d,-623.715,Fe_N_din4_x2_c3_d,-626.712,2.6280000000000427
Cd_Fe_N_din4_x2_c3_d,-628.458,Cd,Fe,N,din4,N_din4_x2_c3_d,N_din4_x2_c3_d,3,Cd_N_din4_x2_c3_d,din4_x2,Fe_N_din4_x2_c3_d,N_din4_x2_c3_d,-617.226,N,din4,Cd_N_din4_x2_c3_d,-621.141,Fe_N_din4_x2_c3_d,-626.712,2.1689999999999827
Co_Fe_N_din4_x2_c3_d,-637.062,Co,Fe,N,din4,N_din4_x2_c3_d,N_din4_x2_c3_d,3,Co_N_din4_x2_c3_d,din4_x2,Fe_N_din4_x2_c3_d,N_din4_x2_c3_d,-617.226,N,din4,Co_N_din4_x2_c3_d,-625.124,Fe_N_din4_x2_c3_d,-626.712,-2.451999999999998
Cu_Fe_N_din4_x2_c3_d,-631.989,Cu,Fe,N,din4,N_din4_x2_c3_d,N_din4_x2_c3_d,3,Cu_N_din4_x2_c3_d,din4_x2,Fe_N_din4_x2_c3_d,N_din4_x2_c3_d,-617.226,N,din4,Cu_N_din4_x2_c3_d,-623.783,Fe_N_din4_x2_c3_d,-626.712,1.279999999999859
Fe_Fe_N_din4_x2_c3_d,-638.182,Fe,Fe,N,din4,N_din4_x2_c3_d,N_din4_x2_c3_d,3,Fe_N_din4_x2_c3_d,din4_x2,Fe_N_din4_x2_c3_d,N_din4_x2_c3_d,-617.226,N,din4,Fe_N_din4_x2_c3_d,-626.712,Fe_N_din4_x2_c3_d,-626.712,-1.9839999999999236
Ir_Fe_N_din4_x2_c3_d,-638.247,Ir,Fe,N,din4,N_din4_x2_c3_d,N_din4_x2_c3_d,3,Ir_N_din4_x2_c3_d,din4_x2,Fe_N_din4_x2_c3_d,N_din4_x2_c3_d,-617.226,N,din4,Ir_N_din4_x2_c3_d,-627.223,Fe_N_din4_x2_c3_d,-626.712,-1.538000000000011
Ni_Fe_N_din4_x2_c3_d,-635.384,Ni,Fe,N,din4,N_din4_x2_c3_d,N_din4_x2_c3_d,3,Ni_N_din4_x2_c3_d,din4_x2,Fe_N_din4_x2_c3_d,N_din4_x2_c3_d,-617.226,N,din4,Ni_N_din4_x2_c3_d,-623.29,Fe_N_din4_x2_c3_d,-626.712,-2.6080000000001746
Os_Fe_N_din4_x2_c3_d,-639.773,Os,Fe,N,din4,N_din4_x2_c3_d,N_din4_x2_c3_d,3,Os_N_din4_x2_c3_d,din4_x2,Fe_N_din4_x2_c3_d,N_din4_x2_c3_d,-617.226,N,din4,Os_N_din4_x2_c3_d,-628.898,Fe_N_din4_x2_c3_d,-626.712,-1.38900000000001
Pd_Fe_N_din4_x2_c3_d,-634.381,Pd,Fe,N,din4,N_din4_x2_c3_d,N_din4_x2_c3_d,3,Pd_N_din4_x2_c3_d,din4_x2,Fe_N_din4_x2_c3_d,N_din4_x2_c3_d,-617.226,N,din4,Pd_N_din4_x2_c3_d,-622.908,Fe_N_din4_x2_c3_d,-626.712,-1.9869999999999663
Pt_Fe_N_din4_x2_c3_d,-635.684,Pt,Fe,N,din4,N_din4_x2_c3_d,N_din4_x2_c3_d,3,Pt_N_din4_x2_c3_d,din4_x2,Fe_N_din4_x2_c3_d,N_din4_x2_c3_d,-617.226,N,din4,Pt_N_din4_x2_c3_d,-625.064,Fe_N_din4_x2_c3_d,-626.712,-1.1339999999999009
Rh_Fe_N_din4_x2_c3_d,-636.809,Rh,Fe,N,din4,N_din4_x2_c3_d,N_din4_x2_c3_d,3,Rh_N_din4_x2_c3_d,din4_x2,Fe_N_din4_x2_c3_d,N_din4_x2_c3_d,-617.226,N,din4,Rh_N_din4_x2_c3_d,-625.229,Fe_N_din4_x2_c3_d,-626.712,-2.0939999999998236
Ru_Fe_N_din4_x2_c3_d,-638.049,Ru,Fe,N,din4,N_din4_x2_c3_d,N_din4_x2_c3_d,3,Ru_N_din4_x2_c3_d,din4_x2,Fe_N_din4_x2_c3_d,N_din4_x2_c3_d,-617.226,N,din4,Ru_N_din4_x2_c3_d,-626.852,Fe_N_din4_x2_c3_d,-626.712,-1.7110000000001264
Zn_Fe_N_din4_x2_c3_d,-629.599,Zn,Fe,N,din4,N_din4_x2_c3_d,N_din4_x2_c3_d,3,Zn_N_din4_x2_c3_d,din4_x2,Fe_N_din4_x2_c3_d,N_din4_x2_c3_d,-617.226,N,din4,Zn_N_din4_x2_c3_d,-622.314,Fe_N_din4_x2_c3_d,-626.712,2.200999999999908
Ag_Fe_N_din4_x2_c3_d_v2,-630.145,Ag,Fe,N,din4,N_din4_x2_c3_d,N_din4_x2_c3_d_v2,3,Ag_N_din4_x2_c3_d_v2,din4_x2,Fe_N_din4_x2_c3_d_v2,N_din4_x2_c3_d,-617.226,N,din4,Ag_N_din4_x2_c3_d_v2,-622.506,Fe_N_din4_x2_c3_d_v2,-628.868,4.002999999999929
Au_Fe_N_din4_x2_c3_d_v2,-631.854,Au,Fe,N,din4,N_din4_x2_c3_d,N_din4_x2_c3_d_v2,3,Au_N_din4_x2_c3_d_v2,din4_x2,Fe_N_din4_x2_c3_d_v2,N_din4_x2_c3_d,-617.226,N,din4,Au_N_din4_x2_c3_d_v2,-623.716,Fe_N_din4_x2_c3_d_v2,-628.868,3.504000000000133
Cd_Fe_N_din4_x2_c3_d_v2,-629.596,Cd,Fe,N,din4,N_din4_x2_c3_d,N_din4_x2_c3_d_v2,3,Cd_N_din4_x2_c3_d_v2,din4_x2,Fe_N_din4_x2_c3_d_v2,N_din4_x2_c3_d,-617.226,N,din4,Cd_N_din4_x2_c3_d_v2,-621.136,Fe_N_din4_x2_c3_d_v2,-628.868,3.1819999999999027
Co_Fe_N_din4_x2_c3_d_v2,-637.091,Co,Fe,N,din4,N_din4_x2_c3_d,N_din4_x2_c3_d_v2,3,Co_N_din4_x2_c3_d_v2,din4_x2,Fe_N_din4_x2_c3_d_v2,N_din4_x2_c3_d,-617.226,N,din4,Co_N_din4_x2_c3_d_v2,-627.338,Fe_N_din4_x2_c3_d_v2,-628.868,1.88900000000001
Cu_Fe_N_din4_x2_c3_d_v2,-632.845,Cu,Fe,N,din4,N_din4_x2_c3_d,N_din4_x2_c3_d_v2,3,Cu_N_din4_x2_c3_d_v2,din4_x2,Fe_N_din4_x2_c3_d_v2,N_din4_x2_c3_d,-617.226,N,din4,Cu_N_din4_x2_c3_d_v2,-623.783,Fe_N_din4_x2_c3_d_v2,-628.868,2.5800000000001546
Fe_Fe_N_din4_x2_c3_d_v2,-638.163,Fe,Fe,N,din4,N_din4_x2_c3_d,N_din4_x2_c3_d_v2,3,Fe_N_din4_x2_c3_d_v2,din4_x2,Fe_N_din4_x2_c3_d_v2,N_din4_x2_c3_d,-617.226,N,din4,Fe_N_din4_x2_c3_d_v2,-628.868,Fe_N_din4_x2_c3_d_v2,-628.868,2.34699999999998
Ir_Fe_N_din4_x2_c3_d_v2,-638.311,Ir,Fe,N,din4,N_din4_x2_c3_d,N_din4_x2_c3_d_v2,3,Ir_N_din4_x2_c3_d_v2,din4_x2,Fe_N_din4_x2_c3_d_v2,N_din4_x2_c3_d,-617.226,N,din4,Ir_N_din4_x2_c3_d_v2,-629.652,Fe_N_din4_x2_c3_d_v2,-628.868,2.983000000000061
Ni_Fe_N_din4_x2_c3_d_v2,-635.791,Ni,Fe,N,din4,N_din4_x2_c3_d,N_din4_x2_c3_d_v2,3,Ni_N_din4_x2_c3_d_v2,din4_x2,Fe_N_din4_x2_c3_d_v2,N_din4_x2_c3_d,-617.226,N,din4,Ni_N_din4_x2_c3_d_v2,-626.096,Fe_N_din4_x2_c3_d_v2,-628.868,1.9470000000000027
Os_Fe_N_din4_x2_c3_d_v2,-639.927,Os,Fe,N,din4,N_din4_x2_c3_d,N_din4_x2_c3_d_v2,3,Os_N_din4_x2_c3_d_v2,din4_x2,Fe_N_din4_x2_c3_d_v2,N_din4_x2_c3_d,-617.226,N,din4,Os_N_din4_x2_c3_d_v2,-630.636,Fe_N_din4_x2_c3_d_v2,-628.868,2.350999999999999
Pd_Fe_N_din4_x2_c3_d_v2,-634.474,Pd,Fe,N,din4,N_din4_x2_c3_d,N_din4_x2_c3_d_v2,3,Pd_N_din4_x2_c3_d_v2,din4_x2,Fe_N_din4_x2_c3_d_v2,N_din4_x2_c3_d,-617.226,N,din4,Pd_N_din4_x2_c3_d_v2,-626.414,Fe_N_din4_x2_c3_d_v2,-628.868,3.5819999999999936
Pt_Fe_N_din4_x2_c3_d_v2,-636.254,Pt,Fe,N,din4,N_din4_x2_c3_d,N_din4_x2_c3_d_v2,3,Pt_N_din4_x2_c3_d_v2,din4_x2,Fe_N_din4_x2_c3_d_v2,N_din4_x2_c3_d,-617.226,N,din4,Pt_N_din4_x2_c3_d_v2,-627.761,Fe_N_din4_x2_c3_d_v2,-628.868,3.149000000000001
Rh_Fe_N_din4_x2_c3_d_v2,-636.472,Rh,Fe,N,din4,N_din4_x2_c3_d,N_din4_x2_c3_d_v2,3,Rh_N_din4_x2_c3_d_v2,din4_x2,Fe_N_din4_x2_c3_d_v2,N_din4_x2_c3_d,-617.226,N,din4,Rh_N_din4_x2_c3_d_v2,-628.152,Fe_N_din4_x2_c3_d_v2,-628.868,3.32200000000023
Ru_Fe_N_din4_x2_c3_d_v2,-638.013,Ru,Fe,N,din4,N_din4_x2_c3_d,N_din4_x2_c3_d_v2,3,Ru_N_din4_x2_c3_d_v2,din4_x2,Fe_N_din4_x2_c3_d_v2,N_din4_x2_c3_d,-617.226,N,din4,Ru_N_din4_x2_c3_d_v2,-629.245,Fe_N_din4_x2_c3_d_v2,-628.868,2.8740000000000236
Zn_Fe_N_din4_x2_c3_d_v2,-629.261,Zn,Fe,N,din4,N_din4_x2_c3_d,N_din4_x2_c3_d_v2,3,Zn_N_din4_x2_c3_d_v2,din4_x2,Fe_N_din4_x2_c3_d_v2,N_din4_x2_c3_d,-617.226,N,din4,Zn_N_din4_x2_c3_d_v2,-622.314,Fe_N_din4_x2_c3_d_v2,-628.868,4.694999999999936
Ag_Fe_N_din4_x2_c4_a,-630.333,Ag,Fe,N,din4,N_din4_x2_c4_a,N_din4_x2_c4_a,4,Ag_N_din4_x2_c4_a,din4_x2,Fe_N_din4_x2_c4_a,N_din4_x2_c4_a,-616.114,N,din4,Ag_N_din4_x2_c4_a,-622.724,Fe_N_din4_x2_c4_a,-628.622,4.898999999999887
Au_Fe_N_din4_x2_c4_a,-631.921,Au,Fe,N,din4,N_din4_x2_c4_a,N_din4_x2_c4_a,4,Au_N_din4_x2_c4_a,din4_x2,Fe_N_din4_x2_c4_a,N_din4_x2_c4_a,-616.114,N,din4,Au_N_din4_x2_c4_a,-624.285,Fe_N_din4_x2_c4_a,-628.622,4.871999999999844
Cd_Fe_N_din4_x2_c4_a,-627.446,Cd,Fe,N,din4,N_din4_x2_c4_a,N_din4_x2_c4_a,4,Cd_N_din4_x2_c4_a,din4_x2,Fe_N_din4_x2_c4_a,N_din4_x2_c4_a,-616.114,N,din4,Cd_N_din4_x2_c4_a,-620.582,Fe_N_din4_x2_c4_a,-628.622,5.6440000000000055
Co_Fe_N_din4_x2_c4_a,-636.757,Co,Fe,N,din4,N_din4_x2_c4_a,N_din4_x2_c4_a,4,Co_N_din4_x2_c4_a,din4_x2,Fe_N_din4_x2_c4_a,N_din4_x2_c4_a,-616.114,N,din4,Co_N_din4_x2_c4_a,-627.108,Fe_N_din4_x2_c4_a,-628.622,2.85899999999981
Cu_Fe_N_din4_x2_c4_a,-632.925,Cu,Fe,N,din4,N_din4_x2_c4_a,N_din4_x2_c4_a,4,Cu_N_din4_x2_c4_a,din4_x2,Fe_N_din4_x2_c4_a,N_din4_x2_c4_a,-616.114,N,din4,Cu_N_din4_x2_c4_a,-623.607,Fe_N_din4_x2_c4_a,-628.622,3.189999999999941
Fe_Fe_N_din4_x2_c4_a,-637.873,Fe,Fe,N,din4,N_din4_x2_c4_a,N_din4_x2_c4_a,4,Fe_N_din4_x2_c4_a,din4_x2,Fe_N_din4_x2_c4_a,N_din4_x2_c4_a,-616.114,N,din4,Fe_N_din4_x2_c4_a,-628.622,Fe_N_din4_x2_c4_a,-628.622,3.2569999999998345
Ir_Fe_N_din4_x2_c4_a,-638.079,Ir,Fe,N,din4,N_din4_x2_c4_a,N_din4_x2_c4_a,4,Ir_N_din4_x2_c4_a,din4_x2,Fe_N_din4_x2_c4_a,N_din4_x2_c4_a,-616.114,N,din4,Ir_N_din4_x2_c4_a,-629.404,Fe_N_din4_x2_c4_a,-628.622,3.83299999999997
Ni_Fe_N_din4_x2_c4_a,-635.501,Ni,Fe,N,din4,N_din4_x2_c4_a,N_din4_x2_c4_a,4,Ni_N_din4_x2_c4_a,din4_x2,Fe_N_din4_x2_c4_a,N_din4_x2_c4_a,-616.114,N,din4,Ni_N_din4_x2_c4_a,-625.95,Fe_N_din4_x2_c4_a,-628.622,2.9569999999999936
Os_Fe_N_din4_x2_c4_a,-639.385,Os,Fe,N,din4,N_din4_x2_c4_a,N_din4_x2_c4_a,4,Os_N_din4_x2_c4_a,din4_x2,Fe_N_din4_x2_c4_a,N_din4_x2_c4_a,-616.114,N,din4,Os_N_din4_x2_c4_a,-630.387,Fe_N_din4_x2_c4_a,-628.622,3.509999999999877
Pd_Fe_N_din4_x2_c4_a,-634.25,Pd,Fe,N,din4,N_din4_x2_c4_a,N_din4_x2_c4_a,4,Pd_N_din4_x2_c4_a,din4_x2,Fe_N_din4_x2_c4_a,N_din4_x2_c4_a,-616.114,N,din4,Pd_N_din4_x2_c4_a,-626.302,Fe_N_din4_x2_c4_a,-628.622,4.559999999999945
Pt_Fe_N_din4_x2_c4_a,-636.04,Pt,Fe,N,din4,N_din4_x2_c4_a,N_din4_x2_c4_a,4,Pt_N_din4_x2_c4_a,din4_x2,Fe_N_din4_x2_c4_a,N_din4_x2_c4_a,-616.114,N,din4,Pt_N_din4_x2_c4_a,-628.012,Fe_N_din4_x2_c4_a,-628.622,4.4799999999999045
Rh_Fe_N_din4_x2_c4_a,-636.274,Rh,Fe,N,din4,N_din4_x2_c4_a,N_din4_x2_c4_a,4,Rh_N_din4_x2_c4_a,din4_x2,Fe_N_din4_x2_c4_a,N_din4_x2_c4_a,-616.114,N,din4,Rh_N_din4_x2_c4_a,-627.674,Fe_N_din4_x2_c4_a,-628.622,3.9080000000000155
Ru_Fe_N_din4_x2_c4_a,-637.869,Ru,Fe,N,din4,N_din4_x2_c4_a,N_din4_x2_c4_a,4,Ru_N_din4_x2_c4_a,din4_x2,Fe_N_din4_x2_c4_a,N_din4_x2_c4_a,-616.114,N,din4,Ru_N_din4_x2_c4_a,-628.816,Fe_N_din4_x2_c4_a,-628.622,3.4549999999998136
Zn_Fe_N_din4_x2_c4_a,-629.349,Zn,Fe,N,din4,N_din4_x2_c4_a,N_din4_x2_c4_a,4,Zn_N_din4_x2_c4_a,din4_x2,Fe_N_din4_x2_c4_a,N_din4_x2_c4_a,-616.114,N,din4,Zn_N_din4_x2_c4_a,-621.383,Fe_N_din4_x2_c4_a,-628.622,4.541999999999803
Ag_Fe_N_din4_x2_c4_a_v2,-630.15,Ag,Fe,N,din4,N_din4_x2_c4_a,N_din4_x2_c4_a_v2,4,Ag_N_din4_x2_c4_a_v2,din4_x2,Fe_N_din4_x2_c4_a_v2,N_din4_x2_c4_a,-616.114,N,din4,Ag_N_din4_x2_c4_a_v2,-622.724,Fe_N_din4_x2_c4_a_v2,-626.836,3.2959999999999354
Au_Fe_N_din4_x2_c4_a_v2,-631.512,Au,Fe,N,din4,N_din4_x2_c4_a,N_din4_x2_c4_a_v2,4,Au_N_din4_x2_c4_a_v2,din4_x2,Fe_N_din4_x2_c4_a_v2,N_din4_x2_c4_a,-616.114,N,din4,Au_N_din4_x2_c4_a_v2,-620.895,Fe_N_din4_x2_c4_a_v2,-626.836,0.10500000000001819
Cd_Fe_N_din4_x2_c4_a_v2,-627.617,Cd,Fe,N,din4,N_din4_x2_c4_a,N_din4_x2_c4_a_v2,4,Cd_N_din4_x2_c4_a_v2,din4_x2,Fe_N_din4_x2_c4_a_v2,N_din4_x2_c4_a,-616.114,N,din4,Cd_N_din4_x2_c4_a_v2,-614.854,Fe_N_din4_x2_c4_a_v2,-626.836,-2.04099999999994
Co_Fe_N_din4_x2_c4_a_v2,-636.766,Co,Fe,N,din4,N_din4_x2_c4_a,N_din4_x2_c4_a_v2,4,Co_N_din4_x2_c4_a_v2,din4_x2,Fe_N_din4_x2_c4_a_v2,N_din4_x2_c4_a,-616.114,N,din4,Co_N_din4_x2_c4_a_v2,-625.174,Fe_N_din4_x2_c4_a_v2,-626.836,-0.8700000000001182
Cu_Fe_N_din4_x2_c4_a_v2,-630.192,Cu,Fe,N,din4,N_din4_x2_c4_a,N_din4_x2_c4_a_v2,4,Cu_N_din4_x2_c4_a_v2,din4_x2,Fe_N_din4_x2_c4_a_v2,N_din4_x2_c4_a,-616.114,N,din4,Cu_N_din4_x2_c4_a_v2,-623.607,Fe_N_din4_x2_c4_a_v2,-626.836,4.136999999999944
Fe_Fe_N_din4_x2_c4_a_v2,-637.87,Fe,Fe,N,din4,N_din4_x2_c4_a,N_din4_x2_c4_a_v2,4,Fe_N_din4_x2_c4_a_v2,din4_x2,Fe_N_din4_x2_c4_a_v2,N_din4_x2_c4_a,-616.114,N,din4,Fe_N_din4_x2_c4_a_v2,-626.836,Fe_N_din4_x2_c4_a_v2,-626.836,-0.31199999999989814
Ir_Fe_N_din4_x2_c4_a_v2,-638.051,Ir,Fe,N,din4,N_din4_x2_c4_a,N_din4_x2_c4_a_v2,4,Ir_N_din4_x2_c4_a_v2,din4_x2,Fe_N_din4_x2_c4_a_v2,N_din4_x2_c4_a,-616.114,N,din4,Ir_N_din4_x2_c4_a_v2,-628.153,Fe_N_din4_x2_c4_a_v2,-626.836,0.8240000000000691
Ni_Fe_N_din4_x2_c4_a_v2,-635.426,Ni,Fe,N,din4,N_din4_x2_c4_a,N_din4_x2_c4_a_v2,4,Ni_N_din4_x2_c4_a_v2,din4_x2,Fe_N_din4_x2_c4_a_v2,N_din4_x2_c4_a,-616.114,N,din4,Ni_N_din4_x2_c4_a_v2,-623.723,Fe_N_din4_x2_c4_a_v2,-626.836,-0.9809999999999945
Os_Fe_N_din4_x2_c4_a_v2,-637.346,Os,Fe,N,din4,N_din4_x2_c4_a,N_din4_x2_c4_a_v2,4,Os_N_din4_x2_c4_a_v2,din4_x2,Fe_N_din4_x2_c4_a_v2,N_din4_x2_c4_a,-616.114,N,din4,Os_N_din4_x2_c4_a_v2,-629.877,Fe_N_din4_x2_c4_a_v2,-626.836,3.252999999999929
Pd_Fe_N_din4_x2_c4_a_v2,-634.314,Pd,Fe,N,din4,N_din4_x2_c4_a,N_din4_x2_c4_a_v2,4,Pd_N_din4_x2_c4_a_v2,din4_x2,Fe_N_din4_x2_c4_a_v2,N_din4_x2_c4_a,-616.114,N,din4,Pd_N_din4_x2_c4_a_v2,-623.89,Fe_N_din4_x2_c4_a_v2,-626.836,0.2980000000001155
Pt_Fe_N_din4_x2_c4_a_v2,-635.863,Pt,Fe,N,din4,N_din4_x2_c4_a,N_din4_x2_c4_a_v2,4,Pt_N_din4_x2_c4_a_v2,din4_x2,Fe_N_din4_x2_c4_a_v2,N_din4_x2_c4_a,-616.114,N,din4,Pt_N_din4_x2_c4_a_v2,-625.944,Fe_N_din4_x2_c4_a_v2,-626.836,0.8029999999998836
Rh_Fe_N_din4_x2_c4_a_v2,-636.384,Rh,Fe,N,din4,N_din4_x2_c4_a,N_din4_x2_c4_a_v2,4,Rh_N_din4_x2_c4_a_v2,din4_x2,Fe_N_din4_x2_c4_a_v2,N_din4_x2_c4_a,-616.114,N,din4,Rh_N_din4_x2_c4_a_v2,-626.032,Fe_N_din4_x2_c4_a_v2,-626.836,0.37000000000000455
Ru_Fe_N_din4_x2_c4_a_v2,-637.623,Ru,Fe,N,din4,N_din4_x2_c4_a,N_din4_x2_c4_a_v2,4,Ru_N_din4_x2_c4_a_v2,din4_x2,Fe_N_din4_x2_c4_a_v2,N_din4_x2_c4_a,-616.114,N,din4,Ru_N_din4_x2_c4_a_v2,-627.651,Fe_N_din4_x2_c4_a_v2,-626.836,0.7499999999998863
Zn_Fe_N_din4_x2_c4_a_v2,-628.018,Zn,Fe,N,din4,N_din4_x2_c4_a,N_din4_x2_c4_a_v2,4,Zn_N_din4_x2_c4_a_v2,din4_x2,Fe_N_din4_x2_c4_a_v2,N_din4_x2_c4_a,-616.114,N,din4,Zn_N_din4_x2_c4_a_v2,-621.396,Fe_N_din4_x2_c4_a_v2,-626.836,4.099999999999909
Ag_Fe_N_din4_x2_c4_b,-630.056,Ag,Fe,N,din4,N_din4_x2_c4_b,N_din4_x2_c4_b,4,Ag_N_din4_x2_c4_b,din4_x2,Fe_N_din4_x2_c4_b,N_din4_x2_c4_b,-614.673,N,din4,Ag_N_din4_x2_c4_b,-621.786,Fe_N_din4_x2_c4_b,-627.579,4.635999999999854
Au_Fe_N_din4_x2_c4_b,-631.478,Au,Fe,N,din4,N_din4_x2_c4_b,N_din4_x2_c4_b,4,Au_N_din4_x2_c4_b,din4_x2,Fe_N_din4_x2_c4_b,N_din4_x2_c4_b,-614.673,N,din4,Au_N_din4_x2_c4_b,-623.496,Fe_N_din4_x2_c4_b,-627.579,4.924000000000092
Cd_Fe_N_din4_x2_c4_b,-627.628,Cd,Fe,N,din4,N_din4_x2_c4_b,N_din4_x2_c4_b,4,Cd_N_din4_x2_c4_b,din4_x2,Fe_N_din4_x2_c4_b,N_din4_x2_c4_b,-614.673,N,din4,Cd_N_din4_x2_c4_b,-619.405,Fe_N_din4_x2_c4_b,-627.579,4.682999999999993
Co_Fe_N_din4_x2_c4_b,-636.346,Co,Fe,N,din4,N_din4_x2_c4_b,N_din4_x2_c4_b,4,Co_N_din4_x2_c4_b,din4_x2,Fe_N_din4_x2_c4_b,N_din4_x2_c4_b,-614.673,N,din4,Co_N_din4_x2_c4_b,-626.128,Fe_N_din4_x2_c4_b,-627.579,2.687999999999988
Cu_Fe_N_din4_x2_c4_b,-632.677,Cu,Fe,N,din4,N_din4_x2_c4_b,N_din4_x2_c4_b,4,Cu_N_din4_x2_c4_b,din4_x2,Fe_N_din4_x2_c4_b,N_din4_x2_c4_b,-614.673,N,din4,Cu_N_din4_x2_c4_b,-622.732,Fe_N_din4_x2_c4_b,-627.579,2.9610000000000127
Fe_Fe_N_din4_x2_c4_b,-637.399,Fe,Fe,N,din4,N_din4_x2_c4_b,N_din4_x2_c4_b,4,Fe_N_din4_x2_c4_b,din4_x2,Fe_N_din4_x2_c4_b,N_din4_x2_c4_b,-614.673,N,din4,Fe_N_din4_x2_c4_b,-627.579,Fe_N_din4_x2_c4_b,-627.579,3.0859999999997854
Ir_Fe_N_din4_x2_c4_b,-637.518,Ir,Fe,N,din4,N_din4_x2_c4_b,N_din4_x2_c4_b,4,Ir_N_din4_x2_c4_b,din4_x2,Fe_N_din4_x2_c4_b,N_din4_x2_c4_b,-614.673,N,din4,Ir_N_din4_x2_c4_b,-628.549,Fe_N_din4_x2_c4_b,-627.579,3.936999999999898
Ni_Fe_N_din4_x2_c4_b,-635.246,Ni,Fe,N,din4,N_din4_x2_c4_b,N_din4_x2_c4_b,4,Ni_N_din4_x2_c4_b,din4_x2,Fe_N_din4_x2_c4_b,N_din4_x2_c4_b,-614.673,N,din4,Ni_N_din4_x2_c4_b,-624.999,Fe_N_din4_x2_c4_b,-627.579,2.6590000000001055
Os_Fe_N_din4_x2_c4_b,-639.232,Os,Fe,N,din4,N_din4_x2_c4_b,N_din4_x2_c4_b,4,Os_N_din4_x2_c4_b,din4_x2,Fe_N_din4_x2_c4_b,N_din4_x2_c4_b,-614.673,N,din4,Os_N_din4_x2_c4_b,-629.698,Fe_N_din4_x2_c4_b,-627.579,3.3719999999999573
Pd_Fe_N_din4_x2_c4_b,-634.007,Pd,Fe,N,din4,N_din4_x2_c4_b,N_din4_x2_c4_b,4,Pd_N_din4_x2_c4_b,din4_x2,Fe_N_din4_x2_c4_b,N_din4_x2_c4_b,-614.673,N,din4,Pd_N_din4_x2_c4_b,-625.298,Fe_N_din4_x2_c4_b,-627.579,4.197000000000116
Pt_Fe_N_din4_x2_c4_b,-635.648,Pt,Fe,N,din4,N_din4_x2_c4_b,N_din4_x2_c4_b,4,Pt_N_din4_x2_c4_b,din4_x2,Fe_N_din4_x2_c4_b,N_din4_x2_c4_b,-614.673,N,din4,Pt_N_din4_x2_c4_b,-627.174,Fe_N_din4_x2_c4_b,-627.579,4.432000000000016
