system_dacs,tot_energy_dacs,M1,M2,heteroatom_dacs,basic_cavity_dacs,cavity,cavity_v2,cavity_3,M1_cavity,cavity_4,M2_cavity,system_sacs_pristine,tot_energy_sacs_pristine,heteroatom_sacs_pristine,basic_cavity_sacs_pristine,system_x,tot_energy_M1,system_y,tot_energy_M2,Eint
Co_Fe_N_din6_as_c1_2,-636.062,Co,Fe,N,din6,N_din6_as_c1_2,N_din6_as_c1_2,1,Co_N_din6_as_c1_2,din6_as,Fe_N_din6_as_c1_2,N_din6_as_c1_2,-617.509,N,din6,Co_N_din6_as_c1_2,-625.885,Fe_N_din6_as_c1_2,-627.739,0.05300000000011096
Cu_Fe_N_din6_as_c1_2,-633.181,Cu,Fe,N,din6,N_din6_as_c1_2,N_din6_as_c1_2,1,Cu_N_din6_as_c1_2,din6_as,Fe_N_din6_as_c1_2,N_din6_as_c1_2,-617.509,N,din6,Cu_N_din6_as_c1_2,-623.087,Fe_N_din6_as_c1_2,-627.739,0.13599999999996726
Fe_Fe_N_din6_as_c1_2,-637.037,Fe,Fe,N,din6,N_din6_as_c1_2,N_din6_as_c1_2,1,Fe_N_din6_as_c1_2,din6_as,Fe_N_din6_as_c1_2,N_din6_as_c1_2,-617.509,N,din6,Fe_N_din6_as_c1_2,-627.739,Fe_N_din6_as_c1_2,-627.739,0.9320000000000164
Ir_Fe_N_din6_as_c1_2,-636.924,Ir,Fe,N,din6,N_din6_as_c1_2,N_din6_as_c1_2,1,Ir_N_din6_as_c1_2,din6_as,Fe_N_din6_as_c1_2,N_din6_as_c1_2,-617.509,N,din6,Ir_N_din6_as_c1_2,-627.673,Fe_N_din6_as_c1_2,-627.739,0.9790000000000418
Ni_Fe_N_din6_as_c1_2,-635.069,Ni,Fe,N,din6,N_din6_as_c1_2,N_din6_as_c1_2,1,Ni_N_din6_as_c1_2,din6_as,Fe_N_din6_as_c1_2,N_din6_as_c1_2,-617.509,N,din6,Ni_N_din6_as_c1_2,-624.566,Fe_N_din6_as_c1_2,-627.739,-0.27299999999991087
Os_Fe_N_din6_as_c1_2,-638.321,Os,Fe,N,din6,N_din6_as_c1_2,N_din6_as_c1_2,1,Os_N_din6_as_c1_2,din6_as,Fe_N_din6_as_c1_2,N_din6_as_c1_2,-617.509,N,din6,Os_N_din6_as_c1_2,-628.869,Fe_N_din6_as_c1_2,-627.739,0.7780000000001337
Pd_Fe_N_din6_as_c1_2,-634.09,Pd,Fe,N,din6,N_din6_as_c1_2,N_din6_as_c1_2,1,Pd_N_din6_as_c1_2,din6_as,Fe_N_din6_as_c1_2,N_din6_as_c1_2,-617.509,N,din6,Pd_N_din6_as_c1_2,-624.083,Fe_N_din6_as_c1_2,-627.739,0.22299999999984266
Pt_Fe_N_din6_as_c1_2,-635.278,Pt,Fe,N,din6,N_din6_as_c1_2,N_din6_as_c1_2,1,Pt_N_din6_as_c1_2,din6_as,Fe_N_din6_as_c1_2,N_din6_as_c1_2,-617.509,N,din6,Pt_N_din6_as_c1_2,-626.016,Fe_N_din6_as_c1_2,-627.739,0.9679999999999609
Rh_Fe_N_din6_as_c1_2,-635.777,Rh,Fe,N,din6,N_din6_as_c1_2,N_din6_as_c1_2,1,Rh_N_din6_as_c1_2,din6_as,Fe_N_din6_as_c1_2,N_din6_as_c1_2,-617.509,N,din6,Rh_N_din6_as_c1_2,-626.487,Fe_N_din6_as_c1_2,-627.739,0.9399999999999409
Ru_Fe_N_din6_as_c1_2,-636.915,Ru,Fe,N,din6,N_din6_as_c1_2,N_din6_as_c1_2,1,Ru_N_din6_as_c1_2,din6_as,Fe_N_din6_as_c1_2,N_din6_as_c1_2,-617.509,N,din6,Ru_N_din6_as_c1_2,-627.479,Fe_N_din6_as_c1_2,-627.739,0.7940000000000964
Zn_Fe_N_din6_as_c1_2,-630.977,Zn,Fe,N,din6,N_din6_as_c1_2,N_din6_as_c1_2,1,Zn_N_din6_as_c1_2,din6_as,Fe_N_din6_as_c1_2,N_din6_as_c1_2,-617.509,N,din6,Zn_N_din6_as_c1_2,-622.209,Fe_N_din6_as_c1_2,-627.739,1.4620000000001028
Ag_Fe_N_din6_as_c1_3,-629.882,Ag,Fe,N,din6,N_din6_as_c1_3,N_din6_as_c1_3,1,Ag_N_din6_as_c1_3,din6_as,Fe_N_din6_as_c1_3,N_din6_as_c1_3,-617.827,N,din6,Ag_N_din6_as_c1_3,-621.083,Fe_N_din6_as_c1_3,-627.561,0.9350000000001728
Au_Fe_N_din6_as_c1_3,-630.988,Au,Fe,N,din6,N_din6_as_c1_3,N_din6_as_c1_3,1,Au_N_din6_as_c1_3,din6_as,Fe_N_din6_as_c1_3,N_din6_as_c1_3,-617.827,N,din6,Au_N_din6_as_c1_3,-621.371,Fe_N_din6_as_c1_3,-627.561,0.1169999999999618
Cd_Fe_N_din6_as_c1_3,-628.65,Cd,Fe,N,din6,N_din6_as_c1_3,N_din6_as_c1_3,1,Cd_N_din6_as_c1_3,din6_as,Fe_N_din6_as_c1_3,N_din6_as_c1_3,-617.827,N,din6,Cd_N_din6_as_c1_3,-620.565,Fe_N_din6_as_c1_3,-627.561,1.6490000000002283
Co_Fe_N_din6_as_c1_3,-635.739,Co,Fe,N,din6,N_din6_as_c1_3,N_din6_as_c1_3,1,Co_N_din6_as_c1_3,din6_as,Fe_N_din6_as_c1_3,N_din6_as_c1_3,-617.827,N,din6,Co_N_din6_as_c1_3,-626.251,Fe_N_din6_as_c1_3,-627.561,0.2459999999999809
Cu_Fe_N_din6_as_c1_3,-632.125,Cu,Fe,N,din6,N_din6_as_c1_3,N_din6_as_c1_3,1,Cu_N_din6_as_c1_3,din6_as,Fe_N_din6_as_c1_3,N_din6_as_c1_3,-617.827,N,din6,Cu_N_din6_as_c1_3,-622.766,Fe_N_din6_as_c1_3,-627.561,0.375
Fe_Fe_N_din6_as_c1_3,-636.727,Fe,Fe,N,din6,N_din6_as_c1_3,N_din6_as_c1_3,1,Fe_N_din6_as_c1_3,din6_as,Fe_N_din6_as_c1_3,N_din6_as_c1_3,-617.827,N,din6,Fe_N_din6_as_c1_3,-627.561,Fe_N_din6_as_c1_3,-627.561,0.5679999999999836
Ir_Fe_N_din6_as_c1_3,-637.09,Ir,Fe,N,din6,N_din6_as_c1_3,N_din6_as_c1_3,1,Ir_N_din6_as_c1_3,din6_as,Fe_N_din6_as_c1_3,N_din6_as_c1_3,-617.827,N,din6,Ir_N_din6_as_c1_3,-625.463,Fe_N_din6_as_c1_3,-627.561,-1.8929999999999154
Ni_Fe_N_din6_as_c1_3,-634.59,Ni,Fe,N,din6,N_din6_as_c1_3,N_din6_as_c1_3,1,Ni_N_din6_as_c1_3,din6_as,Fe_N_din6_as_c1_3,N_din6_as_c1_3,-617.827,N,din6,Ni_N_din6_as_c1_3,-624.17,Fe_N_din6_as_c1_3,-627.561,-0.6859999999999218
Os_Fe_N_din6_as_c1_3,-638.465,Os,Fe,N,din6,N_din6_as_c1_3,N_din6_as_c1_3,1,Os_N_din6_as_c1_3,din6_as,Fe_N_din6_as_c1_3,N_din6_as_c1_3,-617.827,N,din6,Os_N_din6_as_c1_3,-628.046,Fe_N_din6_as_c1_3,-627.561,-0.6849999999998317
Pd_Fe_N_din6_as_c1_3,-633.935,Pd,Fe,N,din6,N_din6_as_c1_3,N_din6_as_c1_3,1,Pd_N_din6_as_c1_3,din6_as,Fe_N_din6_as_c1_3,N_din6_as_c1_3,-617.827,N,din6,Pd_N_din6_as_c1_3,-623.288,Fe_N_din6_as_c1_3,-627.561,-0.9129999999998972
Pt_Fe_N_din6_as_c1_3,-635.138,Pt,Fe,N,din6,N_din6_as_c1_3,N_din6_as_c1_3,1,Pt_N_din6_as_c1_3,din6_as,Fe_N_din6_as_c1_3,N_din6_as_c1_3,-617.827,N,din6,Pt_N_din6_as_c1_3,-623.777,Fe_N_din6_as_c1_3,-627.561,-1.6270000000000664
Rh_Fe_N_din6_as_c1_3,-635.897,Rh,Fe,N,din6,N_din6_as_c1_3,N_din6_as_c1_3,1,Rh_N_din6_as_c1_3,din6_as,Fe_N_din6_as_c1_3,N_din6_as_c1_3,-617.827,N,din6,Rh_N_din6_as_c1_3,-626.186,Fe_N_din6_as_c1_3,-627.561,0.02299999999991087
Ru_Fe_N_din6_as_c1_3,-637.048,Ru,Fe,N,din6,N_din6_as_c1_3,N_din6_as_c1_3,1,Ru_N_din6_as_c1_3,din6_as,Fe_N_din6_as_c1_3,N_din6_as_c1_3,-617.827,N,din6,Ru_N_din6_as_c1_3,-627.086,Fe_N_din6_as_c1_3,-627.561,-0.2279999999999518
Zn_Fe_N_din6_as_c1_3,-629.747,Zn,Fe,N,din6,N_din6_as_c1_3,N_din6_as_c1_3,1,Zn_N_din6_as_c1_3,din6_as,Fe_N_din6_as_c1_3,N_din6_as_c1_3,-617.827,N,din6,Zn_N_din6_as_c1_3,-621.758,Fe_N_din6_as_c1_3,-627.561,1.7450000000000045
Ag_Fe_N_din6_as_c2_12,-630.499,Ag,Fe,N,din6,N_din6_as_c2_12,N_din6_as_c2_12,2,Ag_N_din6_as_c2_12,din6_as,Fe_N_din6_as_c2_12,N_din6_as_c2_12,-616.787,N,din6,Ag_N_din6_as_c2_12,-620.73,Fe_N_din6_as_c2_12,-627.631,1.0749999999999318
Au_Fe_N_din6_as_c2_12,-631.574,Au,Fe,N,din6,N_din6_as_c2_12,N_din6_as_c2_12,2,Au_N_din6_as_c2_12,din6_as,Fe_N_din6_as_c2_12,N_din6_as_c2_12,-616.787,N,din6,Au_N_din6_as_c2_12,-621.709,Fe_N_din6_as_c2_12,-627.631,0.9790000000000418
Cd_Fe_N_din6_as_c2_12,-628.963,Cd,Fe,N,din6,N_din6_as_c2_12,N_din6_as_c2_12,2,Cd_N_din6_as_c2_12,din6_as,Fe_N_din6_as_c2_12,N_din6_as_c2_12,-616.787,N,din6,Cd_N_din6_as_c2_12,-619.98,Fe_N_din6_as_c2_12,-627.631,1.86099999999999
Co_Fe_N_din6_as_c2_12,-635.632,Co,Fe,N,din6,N_din6_as_c2_12,N_din6_as_c2_12,2,Co_N_din6_as_c2_12,din6_as,Fe_N_din6_as_c2_12,N_din6_as_c2_12,-616.787,N,din6,Co_N_din6_as_c2_12,-626.021,Fe_N_din6_as_c2_12,-627.631,1.233000000000061
Cu_Fe_N_din6_as_c2_12,-632.927,Cu,Fe,N,din6,N_din6_as_c2_12,N_din6_as_c2_12,2,Cu_N_din6_as_c2_12,din6_as,Fe_N_din6_as_c2_12,N_din6_as_c2_12,-616.787,N,din6,Cu_N_din6_as_c2_12,-622.344,Fe_N_din6_as_c2_12,-627.631,0.26100000000008095
Fe_Fe_N_din6_as_c2_12,-636.585,Fe,Fe,N,din6,N_din6_as_c2_12,N_din6_as_c2_12,2,Fe_N_din6_as_c2_12,din6_as,Fe_N_din6_as_c2_12,N_din6_as_c2_12,-616.787,N,din6,Fe_N_din6_as_c2_12,-627.631,Fe_N_din6_as_c2_12,-627.631,1.8899999999998727
Ir_Fe_N_din6_as_c2_12,-636.73,Ir,Fe,N,din6,N_din6_as_c2_12,N_din6_as_c2_12,2,Ir_N_din6_as_c2_12,din6_as,Fe_N_din6_as_c2_12,N_din6_as_c2_12,-616.787,N,din6,Ir_N_din6_as_c2_12,-627.313,Fe_N_din6_as_c2_12,-627.631,1.4269999999999072
Ni_Fe_N_din6_as_c2_12,-634.601,Ni,Fe,N,din6,N_din6_as_c2_12,N_din6_as_c2_12,2,Ni_N_din6_as_c2_12,din6_as,Fe_N_din6_as_c2_12,N_din6_as_c2_12,-616.787,N,din6,Ni_N_din6_as_c2_12,-625.056,Fe_N_din6_as_c2_12,-627.631,1.2990000000000919
Os_Fe_N_din6_as_c2_12,-637.991,Os,Fe,N,din6,N_din6_as_c2_12,N_din6_as_c2_12,2,Os_N_din6_as_c2_12,din6_as,Fe_N_din6_as_c2_12,N_din6_as_c2_12,-616.787,N,din6,Os_N_din6_as_c2_12,-629.197,Fe_N_din6_as_c2_12,-627.631,2.0499999999999545
Pd_Fe_N_din6_as_c2_12,-633.672,Pd,Fe,N,din6,N_din6_as_c2_12,N_din6_as_c2_12,2,Pd_N_din6_as_c2_12,din6_as,Fe_N_din6_as_c2_12,N_din6_as_c2_12,-616.787,N,din6,Pd_N_din6_as_c2_12,-624.137,Fe_N_din6_as_c2_12,-627.631,1.3089999999998554
Pt_Fe_N_din6_as_c2_12,-634.847,Pt,Fe,N,din6,N_din6_as_c2_12,N_din6_as_c2_12,2,Pt_N_din6_as_c2_12,din6_as,Fe_N_din6_as_c2_12,N_din6_as_c2_12,-616.787,N,din6,Pt_N_din6_as_c2_12,-625.275,Fe_N_din6_as_c2_12,-627.631,1.2719999999999345
Rh_Fe_N_din6_as_c2_12,-635.515,Rh,Fe,N,din6,N_din6_as_c2_12,N_din6_as_c2_12,2,Rh_N_din6_as_c2_12,din6_as,Fe_N_din6_as_c2_12,N_din6_as_c2_12,-616.787,N,din6,Rh_N_din6_as_c2_12,-626.059,Fe_N_din6_as_c2_12,-627.631,1.3879999999998063
Ru_Fe_N_din6_as_c2_12,-636.601,Ru,Fe,N,din6,N_din6_as_c2_12,N_din6_as_c2_12,2,Ru_N_din6_as_c2_12,din6_as,Fe_N_din6_as_c2_12,N_din6_as_c2_12,-616.787,N,din6,Ru_N_din6_as_c2_12,-627.398,Fe_N_din6_as_c2_12,-627.631,1.6410000000000764
Zn_Fe_N_din6_as_c2_12,-630.74,Zn,Fe,N,din6,N_din6_as_c2_12,N_din6_as_c2_12,2,Zn_N_din6_as_c2_12,din6_as,Fe_N_din6_as_c2_12,N_din6_as_c2_12,-616.787,N,din6,Zn_N_din6_as_c2_12,-621.405,Fe_N_din6_as_c2_12,-627.631,1.5089999999999009
Ag_Fe_N_din6_as_c2_13,-629.794,Ag,Fe,N,din6,N_din6_as_c2_13,N_din6_as_c2_13,2,Ag_N_din6_as_c2_13,din6_as,Fe_N_din6_as_c2_13,N_din6_as_c2_13,-617.063,N,din6,Ag_N_din6_as_c2_13,-620.198,Fe_N_din6_as_c2_13,-627.178,0.5190000000000055
Au_Fe_N_din6_as_c2_13,-630.972,Au,Fe,N,din6,N_din6_as_c2_13,N_din6_as_c2_13,2,Au_N_din6_as_c2_13,din6_as,Fe_N_din6_as_c2_13,N_din6_as_c2_13,-617.063,N,din6,Au_N_din6_as_c2_13,-620.621,Fe_N_din6_as_c2_13,-627.178,-0.2359999999998763
Cd_Fe_N_din6_as_c2_13,-628.31,Cd,Fe,N,din6,N_din6_as_c2_13,N_din6_as_c2_13,2,Cd_N_din6_as_c2_13,din6_as,Fe_N_din6_as_c2_13,N_din6_as_c2_13,-617.063,N,din6,Cd_N_din6_as_c2_13,-619.646,Fe_N_din6_as_c2_13,-627.178,1.4509999999999081
Co_Fe_N_din6_as_c2_13,-635.555,Co,Fe,N,din6,N_din6_as_c2_13,N_din6_as_c2_13,2,Co_N_din6_as_c2_13,din6_as,Fe_N_din6_as_c2_13,N_din6_as_c2_13,-617.063,N,din6,Co_N_din6_as_c2_13,-625.886,Fe_N_din6_as_c2_13,-627.178,0.4460000000000264
Cu_Fe_N_din6_as_c2_13,-631.986,Cu,Fe,N,din6,N_din6_as_c2_13,N_din6_as_c2_13,2,Cu_N_din6_as_c2_13,din6_as,Fe_N_din6_as_c2_13,N_din6_as_c2_13,-617.063,N,din6,Cu_N_din6_as_c2_13,-622.435,Fe_N_din6_as_c2_13,-627.178,0.5639999999999645
Fe_Fe_N_din6_as_c2_13,-636.572,Fe,Fe,N,din6,N_din6_as_c2_13,N_din6_as_c2_13,2,Fe_N_din6_as_c2_13,din6_as,Fe_N_din6_as_c2_13,N_din6_as_c2_13,-617.063,N,din6,Fe_N_din6_as_c2_13,-627.178,Fe_N_din6_as_c2_13,-627.178,0.7210000000000036
Ir_Fe_N_din6_as_c2_13,-637.0,Ir,Fe,N,din6,N_din6_as_c2_13,N_din6_as_c2_13,2,Ir_N_din6_as_c2_13,din6_as,Fe_N_din6_as_c2_13,N_din6_as_c2_13,-617.063,N,din6,Ir_N_din6_as_c2_13,-626.874,Fe_N_din6_as_c2_13,-627.178,-0.011000000000080945
Ni_Fe_N_din6_as_c2_13,-634.286,Ni,Fe,N,din6,N_din6_as_c2_13,N_din6_as_c2_13,2,Ni_N_din6_as_c2_13,din6_as,Fe_N_din6_as_c2_13,N_din6_as_c2_13,-617.063,N,din6,Ni_N_din6_as_c2_13,-624.805,Fe_N_din6_as_c2_13,-627.178,0.6340000000000146
Os_Fe_N_din6_as_c2_13,-638.31,Os,Fe,N,din6,N_din6_as_c2_13,N_din6_as_c2_13,2,Os_N_din6_as_c2_13,din6_as,Fe_N_din6_as_c2_13,N_din6_as_c2_13,-617.063,N,din6,Os_N_din6_as_c2_13,-627.835,Fe_N_din6_as_c2_13,-627.178,-0.36000000000001364
Pd_Fe_N_din6_as_c2_13,-633.773,Pd,Fe,N,din6,N_din6_as_c2_13,N_din6_as_c2_13,2,Pd_N_din6_as_c2_13,din6_as,Fe_N_din6_as_c2_13,N_din6_as_c2_13,-617.063,N,din6,Pd_N_din6_as_c2_13,-623.171,Fe_N_din6_as_c2_13,-627.178,-0.48699999999996635
Pt_Fe_N_din6_as_c2_13,-634.971,Pt,Fe,N,din6,N_din6_as_c2_13,N_din6_as_c2_13,2,Pt_N_din6_as_c2_13,din6_as,Fe_N_din6_as_c2_13,N_din6_as_c2_13,-617.063,N,din6,Pt_N_din6_as_c2_13,-624.116,Fe_N_din6_as_c2_13,-627.178,-0.7400000000001228
Rh_Fe_N_din6_as_c2_13,-635.753,Rh,Fe,N,din6,N_din6_as_c2_13,N_din6_as_c2_13,2,Rh_N_din6_as_c2_13,din6_as,Fe_N_din6_as_c2_13,N_din6_as_c2_13,-617.063,N,din6,Rh_N_din6_as_c2_13,-625.5,Fe_N_din6_as_c2_13,-627.178,-0.13800000000003365
Ru_Fe_N_din6_as_c2_13,-636.879,Ru,Fe,N,din6,N_din6_as_c2_13,N_din6_as_c2_13,2,Ru_N_din6_as_c2_13,din6_as,Fe_N_din6_as_c2_13,N_din6_as_c2_13,-617.063,N,din6,Ru_N_din6_as_c2_13,-626.678,Fe_N_din6_as_c2_13,-627.178,-0.08600000000001273
Zn_Fe_N_din6_as_c2_13,-629.493,Zn,Fe,N,din6,N_din6_as_c2_13,N_din6_as_c2_13,2,Zn_N_din6_as_c2_13,din6_as,Fe_N_din6_as_c2_13,N_din6_as_c2_13,-617.063,N,din6,Zn_N_din6_as_c2_13,-620.951,Fe_N_din6_as_c2_13,-627.178,1.572999999999979
Ag_Fe_N_din6_as_c2_14,-630.135,Ag,Fe,N,din6,N_din6_as_c2_14,N_din6_as_c2_14,2,Ag_N_din6_as_c2_14,din6_as,Fe_N_din6_as_c2_14,N_din6_as_c2_14,-617.025,N,din6,Ag_N_din6_as_c2_14,-620.081,Fe_N_din6_as_c2_14,-627.087,0.008000000000151886
Au_Fe_N_din6_as_c2_14,-631.41,Au,Fe,N,din6,N_din6_as_c2_14,N_din6_as_c2_14,2,Au_N_din6_as_c2_14,din6_as,Fe_N_din6_as_c2_14,N_din6_as_c2_14,-617.025,N,din6,Au_N_din6_as_c2_14,-621.084,Fe_N_din6_as_c2_14,-627.087,-0.26400000000001
Cd_Fe_N_din6_as_c2_14,-628.333,Cd,Fe,N,din6,N_din6_as_c2_14,N_din6_as_c2_14,2,Cd_N_din6_as_c2_14,din6_as,Fe_N_din6_as_c2_14,N_din6_as_c2_14,-617.025,N,din6,Cd_N_din6_as_c2_14,-619.47,Fe_N_din6_as_c2_14,-627.087,1.1990000000000691
Co_Fe_N_din6_as_c2_14,-635.438,Co,Fe,N,din6,N_din6_as_c2_14,N_din6_as_c2_14,2,Co_N_din6_as_c2_14,din6_as,Fe_N_din6_as_c2_14,N_din6_as_c2_14,-617.025,N,din6,Co_N_din6_as_c2_14,-625.879,Fe_N_din6_as_c2_14,-627.087,0.5030000000000427
Cu_Fe_N_din6_as_c2_14,-632.408,Cu,Fe,N,din6,N_din6_as_c2_14,N_din6_as_c2_14,2,Cu_N_din6_as_c2_14,din6_as,Fe_N_din6_as_c2_14,N_din6_as_c2_14,-617.025,N,din6,Cu_N_din6_as_c2_14,-622.383,Fe_N_din6_as_c2_14,-627.087,0.03700000000003456
Fe_Fe_N_din6_as_c2_14,-636.403,Fe,Fe,N,din6,N_din6_as_c2_14,N_din6_as_c2_14,2,Fe_N_din6_as_c2_14,din6_as,Fe_N_din6_as_c2_14,N_din6_as_c2_14,-617.025,N,din6,Fe_N_din6_as_c2_14,-627.087,Fe_N_din6_as_c2_14,-627.087,0.7460000000000946
Ir_Fe_N_din6_as_c2_14,-636.768,Ir,Fe,N,din6,N_din6_as_c2_14,N_din6_as_c2_14,2,Ir_N_din6_as_c2_14,din6_as,Fe_N_din6_as_c2_14,N_din6_as_c2_14,-617.025,N,din6,Ir_N_din6_as_c2_14,-626.818,Fe_N_din6_as_c2_14,-627.087,0.11199999999985266
Ni_Fe_N_din6_as_c2_14,-634.382,Ni,Fe,N,din6,N_din6_as_c2_14,N_din6_as_c2_14,2,Ni_N_din6_as_c2_14,din6_as,Fe_N_din6_as_c2_14,N_din6_as_c2_14,-617.025,N,din6,Ni_N_din6_as_c2_14,-624.786,Fe_N_din6_as_c2_14,-627.087,0.4660000000000082
Os_Fe_N_din6_as_c2_14,-638.118,Os,Fe,N,din6,N_din6_as_c2_14,N_din6_as_c2_14,2,Os_N_din6_as_c2_14,din6_as,Fe_N_din6_as_c2_14,N_din6_as_c2_14,-617.025,N,din6,Os_N_din6_as_c2_14,-627.818,Fe_N_din6_as_c2_14,-627.087,-0.2380000000000564
Pd_Fe_N_din6_as_c2_14,-633.545,Pd,Fe,N,din6,N_din6_as_c2_14,N_din6_as_c2_14,2,Pd_N_din6_as_c2_14,din6_as,Fe_N_din6_as_c2_14,N_din6_as_c2_14,-617.025,N,din6,Pd_N_din6_as_c2_14,-623.425,Fe_N_din6_as_c2_14,-627.087,-0.057999999999992724
Pt_Fe_N_din6_as_c2_14,-634.834,Pt,Fe,N,din6,N_din6_as_c2_14,N_din6_as_c2_14,2,Pt_N_din6_as_c2_14,din6_as,Fe_N_din6_as_c2_14,N_din6_as_c2_14,-617.025,N,din6,Pt_N_din6_as_c2_14,-624.641,Fe_N_din6_as_c2_14,-627.087,-0.1309999999999718
Rh_Fe_N_din6_as_c2_14,-635.586,Rh,Fe,N,din6,N_din6_as_c2_14,N_din6_as_c2_14,2,Rh_N_din6_as_c2_14,din6_as,Fe_N_din6_as_c2_14,N_din6_as_c2_14,-617.025,N,din6,Rh_N_din6_as_c2_14,-625.837,Fe_N_din6_as_c2_14,-627.087,0.31300000000010186
Ru_Fe_N_din6_as_c2_14,-636.774,Ru,Fe,N,din6,N_din6_as_c2_14,N_din6_as_c2_14,2,Ru_N_din6_as_c2_14,din6_as,Fe_N_din6_as_c2_14,N_din6_as_c2_14,-617.025,N,din6,Ru_N_din6_as_c2_14,-626.615,Fe_N_din6_as_c2_14,-627.087,-0.09699999999997999
Zn_Fe_N_din6_as_c2_14,-630.032,Zn,Fe,N,din6,N_din6_as_c2_14,N_din6_as_c2_14,2,Zn_N_din6_as_c2_14,din6_as,Fe_N_din6_as_c2_14,N_din6_as_c2_14,-617.025,N,din6,Zn_N_din6_as_c2_14,-620.885,Fe_N_din6_as_c2_14,-627.087,0.9149999999999636
Ag_Fe_N_din6_as_c2_15,-629.856,Ag,Fe,N,din6,N_din6_as_c2_15,N_din6_as_c2_15,2,Ag_N_din6_as_c2_15,din6_as,Fe_N_din6_as_c2_15,N_din6_as_c2_15,-616.717,N,din6,Ag_N_din6_as_c2_15,-620.716,Fe_N_din6_as_c2_15,-627.365,1.5080000000001519
Au_Fe_N_din6_as_c2_15,-630.717,Au,Fe,N,din6,N_din6_as_c2_15,N_din6_as_c2_15,2,Au_N_din6_as_c2_15,din6_as,Fe_N_din6_as_c2_15,N_din6_as_c2_15,-616.717,N,din6,Au_N_din6_as_c2_15,-621.69,Fe_N_din6_as_c2_15,-627.365,1.6210000000000946
Cd_Fe_N_din6_as_c2_15,-628.466,Cd,Fe,N,din6,N_din6_as_c2_15,N_din6_as_c2_15,2,Cd_N_din6_as_c2_15,din6_as,Fe_N_din6_as_c2_15,N_din6_as_c2_15,-616.717,N,din6,Cd_N_din6_as_c2_15,-620.122,Fe_N_din6_as_c2_15,-627.365,2.3039999999999736
Co_Fe_N_din6_as_c2_15,-635.49,Co,Fe,N,din6,N_din6_as_c2_15,N_din6_as_c2_15,2,Co_N_din6_as_c2_15,din6_as,Fe_N_din6_as_c2_15,N_din6_as_c2_15,-616.717,N,din6,Co_N_din6_as_c2_15,-625.375,Fe_N_din6_as_c2_15,-627.365,0.5330000000001291
Cu_Fe_N_din6_as_c2_15,-632.159,Cu,Fe,N,din6,N_din6_as_c2_15,N_din6_as_c2_15,2,Cu_N_din6_as_c2_15,din6_as,Fe_N_din6_as_c2_15,N_din6_as_c2_15,-616.717,N,din6,Cu_N_din6_as_c2_15,-622.403,Fe_N_din6_as_c2_15,-627.365,0.8920000000000528
Fe_Fe_N_din6_as_c2_15,-636.62,Fe,Fe,N,din6,N_din6_as_c2_15,N_din6_as_c2_15,2,Fe_N_din6_as_c2_15,din6_as,Fe_N_din6_as_c2_15,N_din6_as_c2_15,-616.717,N,din6,Fe_N_din6_as_c2_15,-627.365,Fe_N_din6_as_c2_15,-627.365,1.393000000000029
Ir_Fe_N_din6_as_c2_15,-636.801,Ir,Fe,N,din6,N_din6_as_c2_15,N_din6_as_c2_15,2,Ir_N_din6_as_c2_15,din6_as,Fe_N_din6_as_c2_15,N_din6_as_c2_15,-616.717,N,din6,Ir_N_din6_as_c2_15,-627.196,Fe_N_din6_as_c2_15,-627.365,1.0430000000000064
Ni_Fe_N_din6_as_c2_15,-634.237,Ni,Fe,N,din6,N_din6_as_c2_15,N_din6_as_c2_15,2,Ni_N_din6_as_c2_15,din6_as,Fe_N_din6_as_c2_15,N_din6_as_c2_15,-616.717,N,din6,Ni_N_din6_as_c2_15,-624.998,Fe_N_din6_as_c2_15,-627.365,1.4090000000001055
Os_Fe_N_din6_as_c2_15,-638.291,Os,Fe,N,din6,N_din6_as_c2_15,N_din6_as_c2_15,2,Os_N_din6_as_c2_15,din6_as,Fe_N_din6_as_c2_15,N_din6_as_c2_15,-616.717,N,din6,Os_N_din6_as_c2_15,-628.889,Fe_N_din6_as_c2_15,-627.365,1.245999999999981
Pd_Fe_N_din6_as_c2_15,-633.376,Pd,Fe,N,din6,N_din6_as_c2_15,N_din6_as_c2_15,2,Pd_N_din6_as_c2_15,din6_as,Fe_N_din6_as_c2_15,N_din6_as_c2_15,-616.717,N,din6,Pd_N_din6_as_c2_15,-623.992,Fe_N_din6_as_c2_15,-627.365,1.2640000000001237
Pt_Fe_N_din6_as_c2_15,-634.487,Pt,Fe,N,din6,N_din6_as_c2_15,N_din6_as_c2_15,2,Pt_N_din6_as_c2_15,din6_as,Fe_N_din6_as_c2_15,N_din6_as_c2_15,-616.717,N,din6,Pt_N_din6_as_c2_15,-625.181,Fe_N_din6_as_c2_15,-627.365,1.3420000000000982
Rh_Fe_N_din6_as_c2_15,-635.627,Rh,Fe,N,din6,N_din6_as_c2_15,N_din6_as_c2_15,2,Rh_N_din6_as_c2_15,din6_as,Fe_N_din6_as_c2_15,N_din6_as_c2_15,-616.717,N,din6,Rh_N_din6_as_c2_15,-626.035,Fe_N_din6_as_c2_15,-627.365,1.0559999999999263
