system_dacs,tot_energy_dacs,M1,M2,heteroatom_dacs,basic_cavity_dacs,cavity,cavity_v2,cavity_3,M1_cavity,cavity_4,M2_cavity,system_sacs_pristine,tot_energy_sacs_pristine,heteroatom_sacs_pristine,basic_cavity_sacs_pristine,Ecoh_m1,Ecoh_m2,E_dft_M1M2
Cd_Fe_N_din4_x2_c2_g_v2,-628.499,Cd,Fe,N,din4,N_din4_x2_c2_g,N_din4_x2_c2_g_v2,2,Cd_N_din4_x2_c2_g_v2,din4_x2,Fe_N_din4_x2_c2_g_v2,N_din4_x2_c2_g,-616.116,N,din4,-1.2330587,-8.6197175,-2.530223800000037
Co_Fe_N_din4_x2_c2_g_v2,-637.596,Co,Fe,N,din4,N_din4_x2_c2_g,N_din4_x2_c2_g_v2,2,Co_N_din4_x2_c2_g_v2,din4_x2,Fe_N_din4_x2_c2_g_v2,N_din4_x2_c2_g,-616.116,N,din4,-7.3844395,-8.6197175,-5.475843000000019
Cu_Fe_N_din4_x2_c2_g_v2,-632.657,Cu,Fe,N,din4,N_din4_x2_c2_g,N_din4_x2_c2_g_v2,2,Cu_N_din4_x2_c2_g_v2,din4_x2,Fe_N_din4_x2_c2_g_v2,N_din4_x2_c2_g,-616.116,N,din4,-4.23458825,-8.6197175,-3.6866942500000537
Fe_Fe_N_din4_x2_c2_g_v2,-638.586,Fe,Fe,N,din4,N_din4_x2_c2_g,N_din4_x2_c2_g_v2,2,Fe_N_din4_x2_c2_g_v2,din4_x2,Fe_N_din4_x2_c2_g_v2,N_din4_x2_c2_g,-616.116,N,din4,-8.6197175,-8.6197175,-5.230565000000027
Ir_Fe_N_din4_x2_c2_g_v2,-638.757,Ir,Fe,N,din4,N_din4_x2_c2_g,N_din4_x2_c2_g_v2,2,Ir_N_din4_x2_c2_g_v2,din4_x2,Fe_N_din4_x2_c2_g_v2,N_din4_x2_c2_g,-616.116,N,din4,-9.56008375,-8.6197175,-4.461198749999962
Ni_Fe_N_din4_x2_c2_g_v2,-635.847,Ni,Fe,N,din4,N_din4_x2_c2_g,N_din4_x2_c2_g_v2,2,Ni_N_din4_x2_c2_g_v2,din4_x2,Fe_N_din4_x2_c2_g_v2,N_din4_x2_c2_g,-616.116,N,din4,-5.86878875,-8.6197175,-5.242493749999994
Os_Fe_N_din4_x2_c2_g_v2,-640.145,Os,Fe,N,din4,N_din4_x2_c2_g,N_din4_x2_c2_g_v2,2,Os_N_din4_x2_c2_g_v2,din4_x2,Fe_N_din4_x2_c2_g_v2,N_din4_x2_c2_g,-616.116,N,din4,-11.839378,-8.6197175,-3.5699044999999963
Pd_Fe_N_din4_x2_c2_g_v2,-634.639,Pd,Fe,N,din4,N_din4_x2_c2_g,N_din4_x2_c2_g_v2,2,Pd_N_din4_x2_c2_g_v2,din4_x2,Fe_N_din4_x2_c2_g_v2,N_din4_x2_c2_g,-616.116,N,din4,-5.79450325,-8.6197175,-4.108779250000024
Pt_Fe_N_din4_x2_c2_g_v2,-636.137,Pt,Fe,N,din4,N_din4_x2_c2_g,N_din4_x2_c2_g_v2,2,Pt_N_din4_x2_c2_g_v2,din4_x2,Fe_N_din4_x2_c2_g_v2,N_din4_x2_c2_g,-616.116,N,din4,-6.8665185,-8.6197175,-4.534763999999958
Rh_Fe_N_din4_x2_c2_g_v2,-637.15,Rh,Fe,N,din4,N_din4_x2_c2_g,N_din4_x2_c2_g_v2,2,Rh_N_din4_x2_c2_g_v2,din4_x2,Fe_N_din4_x2_c2_g_v2,N_din4_x2_c2_g,-616.116,N,din4,-7.850822,-8.6197175,-4.563460499999991
Ru_Fe_N_din4_x2_c2_g_v2,-638.35,Ru,Fe,N,din4,N_din4_x2_c2_g,N_din4_x2_c2_g_v2,2,Ru_N_din4_x2_c2_g_v2,din4_x2,Fe_N_din4_x2_c2_g_v2,N_din4_x2_c2_g,-616.116,N,din4,-9.8124665,-8.6197175,-3.801816000000038
Zn_Fe_N_din4_x2_c2_g_v2,-629.332,Zn,Fe,N,din4,N_din4_x2_c2_g,N_din4_x2_c2_g_v2,2,Zn_N_din4_x2_c2_g_v2,din4_x2,Fe_N_din4_x2_c2_g_v2,N_din4_x2_c2_g,-616.116,N,din4,-1.61724415,-8.6197175,-2.9790383500000086
Co_Fe_N_din4_x2_c3_b,-633.275,Co,Fe,N,din4,N_din4_x2_c3_b,N_din4_x2_c3_b,3,Co_N_din4_x2_c3_b,din4_x2,Fe_N_din4_x2_c3_b,N_din4_x2_c3_b,-616.592,N,din4,-7.3844395,-8.6197175,-0.6788429999999934
Ag_Fe_N_din4_x2_c3_b_v2,-629.194,Ag,Fe,N,din4,N_din4_x2_c3_b,N_din4_x2_c3_b_v2,3,Ag_N_din4_x2_c3_b_v2,din4_x2,Fe_N_din4_x2_c3_b_v2,N_din4_x2_c3_b,-616.592,N,din4,-3.20700575,-8.6197175,-0.7752767499999749
Au_Fe_N_din4_x2_c3_b_v2,-629.783,Au,Fe,N,din4,N_din4_x2_c3_b,N_din4_x2_c3_b_v2,3,Au_N_din4_x2_c3_b_v2,din4_x2,Fe_N_din4_x2_c3_b_v2,N_din4_x2_c3_b,-616.592,N,din4,-3.8767095,-8.6197175,-0.6945730000000303
Cd_Fe_N_din4_x2_c3_b_v2,-628.045,Cd,Fe,N,din4,N_din4_x2_c3_b,N_din4_x2_c3_b_v2,3,Cd_N_din4_x2_c3_b_v2,din4_x2,Fe_N_din4_x2_c3_b_v2,N_din4_x2_c3_b,-616.592,N,din4,-1.2330587,-8.6197175,-1.6002237999999736
Co_Fe_N_din4_x2_c3_b_v2,-633.278,Co,Fe,N,din4,N_din4_x2_c3_b,N_din4_x2_c3_b_v2,3,Co_N_din4_x2_c3_b_v2,din4_x2,Fe_N_din4_x2_c3_b_v2,N_din4_x2_c3_b,-616.592,N,din4,-7.3844395,-8.6197175,-0.6818430000000362
Cu_Fe_N_din4_x2_c3_b_v2,-630.505,Cu,Fe,N,din4,N_din4_x2_c3_b,N_din4_x2_c3_b_v2,3,Cu_N_din4_x2_c3_b_v2,din4_x2,Fe_N_din4_x2_c3_b_v2,N_din4_x2_c3_b,-616.592,N,din4,-4.23458825,-8.6197175,-1.058694250000011
Fe_Fe_N_din4_x2_c3_b_v2,-634.699,Fe,Fe,N,din4,N_din4_x2_c3_b,N_din4_x2_c3_b_v2,3,Fe_N_din4_x2_c3_b_v2,din4_x2,Fe_N_din4_x2_c3_b_v2,N_din4_x2_c3_b,-616.592,N,din4,-8.6197175,-8.6197175,-0.8675649999999706
Ir_Fe_N_din4_x2_c3_b_v2,-638.446,Ir,Fe,N,din4,N_din4_x2_c3_b,N_din4_x2_c3_b_v2,3,Ir_N_din4_x2_c3_b_v2,din4_x2,Fe_N_din4_x2_c3_b_v2,N_din4_x2_c3_b,-616.592,N,din4,-9.56008375,-8.6197175,-3.6741987500000417
Ni_Fe_N_din4_x2_c3_b_v2,-635.759,Ni,Fe,N,din4,N_din4_x2_c3_b,N_din4_x2_c3_b_v2,3,Ni_N_din4_x2_c3_b_v2,din4_x2,Fe_N_din4_x2_c3_b_v2,N_din4_x2_c3_b,-616.592,N,din4,-5.86878875,-8.6197175,-4.67849375000003
Os_Fe_N_din4_x2_c3_b_v2,-639.864,Os,Fe,N,din4,N_din4_x2_c3_b,N_din4_x2_c3_b_v2,3,Os_N_din4_x2_c3_b_v2,din4_x2,Fe_N_din4_x2_c3_b_v2,N_din4_x2_c3_b,-616.592,N,din4,-11.839378,-8.6197175,-2.812904500000048
Pd_Fe_N_din4_x2_c3_b_v2,-634.596,Pd,Fe,N,din4,N_din4_x2_c3_b,N_din4_x2_c3_b_v2,3,Pd_N_din4_x2_c3_b_v2,din4_x2,Fe_N_din4_x2_c3_b_v2,N_din4_x2_c3_b,-616.592,N,din4,-5.79450325,-8.6197175,-3.589779250000019
Pt_Fe_N_din4_x2_c3_b_v2,-636.143,Pt,Fe,N,din4,N_din4_x2_c3_b,N_din4_x2_c3_b_v2,3,Pt_N_din4_x2_c3_b_v2,din4_x2,Fe_N_din4_x2_c3_b_v2,N_din4_x2_c3_b,-616.592,N,din4,-6.8665185,-8.6197175,-4.064764000000045
Rh_Fe_N_din4_x2_c3_b_v2,-636.805,Rh,Fe,N,din4,N_din4_x2_c3_b,N_din4_x2_c3_b_v2,3,Rh_N_din4_x2_c3_b_v2,din4_x2,Fe_N_din4_x2_c3_b_v2,N_din4_x2_c3_b,-616.592,N,din4,-7.850822,-8.6197175,-3.742460499999965
Ru_Fe_N_din4_x2_c3_b_v2,-638.033,Ru,Fe,N,din4,N_din4_x2_c3_b,N_din4_x2_c3_b_v2,3,Ru_N_din4_x2_c3_b_v2,din4_x2,Fe_N_din4_x2_c3_b_v2,N_din4_x2_c3_b,-616.592,N,din4,-9.8124665,-8.6197175,-3.0088160000000315
Zn_Fe_N_din4_x2_c3_b_v2,-627.842,Zn,Fe,N,din4,N_din4_x2_c3_b,N_din4_x2_c3_b_v2,3,Zn_N_din4_x2_c3_b_v2,din4_x2,Fe_N_din4_x2_c3_b_v2,N_din4_x2_c3_b,-616.592,N,din4,-1.61724415,-8.6197175,-1.0130383500000004
Au_Fe_N_din4_x2_c3_c,-631.023,Au,Fe,N,din4,N_din4_x2_c3_c,N_din4_x2_c3_c,3,Au_N_din4_x2_c3_c,din4_x2,Fe_N_din4_x2_c3_c,N_din4_x2_c3_c,-615.869,N,din4,-3.8767095,-8.6197175,-2.6575729999999957
Pd_Fe_N_din4_x2_c3_c,-634.326,Pd,Fe,N,din4,N_din4_x2_c3_c,N_din4_x2_c3_c,3,Pd_N_din4_x2_c3_c,din4_x2,Fe_N_din4_x2_c3_c,N_din4_x2_c3_c,-615.869,N,din4,-5.79450325,-8.6197175,-4.0427792499999935
Rh_Fe_N_din4_x2_c3_c,-636.484,Rh,Fe,N,din4,N_din4_x2_c3_c,N_din4_x2_c3_c,3,Rh_N_din4_x2_c3_c,din4_x2,Fe_N_din4_x2_c3_c,N_din4_x2_c3_c,-615.869,N,din4,-7.850822,-8.6197175,-4.144460500000008
Ru_Fe_N_din4_x2_c3_c,-637.539,Ru,Fe,N,din4,N_din4_x2_c3_c,N_din4_x2_c3_c,3,Ru_N_din4_x2_c3_c,din4_x2,Fe_N_din4_x2_c3_c,N_din4_x2_c3_c,-615.869,N,din4,-9.8124665,-8.6197175,-3.2378159999999596
Zn_Fe_N_din4_x2_c3_c,-629.1,Zn,Fe,N,din4,N_din4_x2_c3_c,N_din4_x2_c3_c,3,Zn_N_din4_x2_c3_c,din4_x2,Fe_N_din4_x2_c3_c,N_din4_x2_c3_c,-615.869,N,din4,-1.61724415,-8.6197175,-2.994038349999995
Ag_Fe_N_din4_x2_c3_c_v2,-630.024,Ag,Fe,N,din4,N_din4_x2_c3_c,N_din4_x2_c3_c_v2,3,Ag_N_din4_x2_c3_c_v2,din4_x2,Fe_N_din4_x2_c3_c_v2,N_din4_x2_c3_c,-615.869,N,din4,-3.20700575,-8.6197175,-2.328276749999972
Au_Fe_N_din4_x2_c3_c_v2,-631.424,Au,Fe,N,din4,N_din4_x2_c3_c,N_din4_x2_c3_c_v2,3,Au_N_din4_x2_c3_c_v2,din4_x2,Fe_N_din4_x2_c3_c_v2,N_din4_x2_c3_c,-615.869,N,din4,-3.8767095,-8.6197175,-3.05857299999995
Cd_Fe_N_din4_x2_c3_c_v2,-628.601,Cd,Fe,N,din4,N_din4_x2_c3_c,N_din4_x2_c3_c_v2,3,Cd_N_din4_x2_c3_c_v2,din4_x2,Fe_N_din4_x2_c3_c_v2,N_din4_x2_c3_c,-615.869,N,din4,-1.2330587,-8.6197175,-2.87922379999997
Co_Fe_N_din4_x2_c3_c_v2,-636.79,Co,Fe,N,din4,N_din4_x2_c3_c,N_din4_x2_c3_c_v2,3,Co_N_din4_x2_c3_c_v2,din4_x2,Fe_N_din4_x2_c3_c_v2,N_din4_x2_c3_c,-615.869,N,din4,-7.3844395,-8.6197175,-4.916842999999936
Cu_Fe_N_din4_x2_c3_c_v2,-632.721,Cu,Fe,N,din4,N_din4_x2_c3_c,N_din4_x2_c3_c_v2,3,Cu_N_din4_x2_c3_c_v2,din4_x2,Fe_N_din4_x2_c3_c_v2,N_din4_x2_c3_c,-615.869,N,din4,-4.23458825,-8.6197175,-3.997694249999975
Fe_Fe_N_din4_x2_c3_c_v2,-637.769,Fe,Fe,N,din4,N_din4_x2_c3_c,N_din4_x2_c3_c_v2,3,Fe_N_din4_x2_c3_c_v2,din4_x2,Fe_N_din4_x2_c3_c_v2,N_din4_x2_c3_c,-615.869,N,din4,-8.6197175,-8.6197175,-4.660564999999977
Ir_Fe_N_din4_x2_c3_c_v2,-637.914,Ir,Fe,N,din4,N_din4_x2_c3_c,N_din4_x2_c3_c_v2,3,Ir_N_din4_x2_c3_c_v2,din4_x2,Fe_N_din4_x2_c3_c_v2,N_din4_x2_c3_c,-615.869,N,din4,-9.56008375,-8.6197175,-3.8651987499999585
Ni_Fe_N_din4_x2_c3_c_v2,-635.622,Ni,Fe,N,din4,N_din4_x2_c3_c,N_din4_x2_c3_c_v2,3,Ni_N_din4_x2_c3_c_v2,din4_x2,Fe_N_din4_x2_c3_c_v2,N_din4_x2_c3_c,-615.869,N,din4,-5.86878875,-8.6197175,-5.264493749999929
Os_Fe_N_din4_x2_c3_c_v2,-639.485,Os,Fe,N,din4,N_din4_x2_c3_c,N_din4_x2_c3_c_v2,3,Os_N_din4_x2_c3_c_v2,din4_x2,Fe_N_din4_x2_c3_c_v2,N_din4_x2_c3_c,-615.869,N,din4,-11.839378,-8.6197175,-3.1569044999999853
Pd_Fe_N_din4_x2_c3_c_v2,-634.345,Pd,Fe,N,din4,N_din4_x2_c3_c,N_din4_x2_c3_c_v2,3,Pd_N_din4_x2_c3_c_v2,din4_x2,Fe_N_din4_x2_c3_c_v2,N_din4_x2_c3_c,-615.869,N,din4,-5.79450325,-8.6197175,-4.061779249999999
Pt_Fe_N_din4_x2_c3_c_v2,-635.965,Pt,Fe,N,din4,N_din4_x2_c3_c,N_din4_x2_c3_c_v2,3,Pt_N_din4_x2_c3_c_v2,din4_x2,Fe_N_din4_x2_c3_c_v2,N_din4_x2_c3_c,-615.869,N,din4,-6.8665185,-8.6197175,-4.609764000000004
Rh_Fe_N_din4_x2_c3_c_v2,-636.224,Rh,Fe,N,din4,N_din4_x2_c3_c,N_din4_x2_c3_c_v2,3,Rh_N_din4_x2_c3_c_v2,din4_x2,Fe_N_din4_x2_c3_c_v2,N_din4_x2_c3_c,-615.869,N,din4,-7.850822,-8.6197175,-3.884460500000017
Ru_Fe_N_din4_x2_c3_c_v2,-637.652,Ru,Fe,N,din4,N_din4_x2_c3_c,N_din4_x2_c3_c_v2,3,Ru_N_din4_x2_c3_c_v2,din4_x2,Fe_N_din4_x2_c3_c_v2,N_din4_x2_c3_c,-615.869,N,din4,-9.8124665,-8.6197175,-3.350816000000016
Zn_Fe_N_din4_x2_c3_c_v2,-629.076,Zn,Fe,N,din4,N_din4_x2_c3_c,N_din4_x2_c3_c_v2,3,Zn_N_din4_x2_c3_c_v2,din4_x2,Fe_N_din4_x2_c3_c_v2,N_din4_x2_c3_c,-615.869,N,din4,-1.61724415,-8.6197175,-2.970038349999994
Co_Fe_N_din4_x2_c3_d,-637.062,Co,Fe,N,din4,N_din4_x2_c3_d,N_din4_x2_c3_d,3,Co_N_din4_x2_c3_d,din4_x2,Fe_N_din4_x2_c3_d,N_din4_x2_c3_d,-617.226,N,din4,-7.3844395,-8.6197175,-3.8318430000000134
Fe_Fe_N_din4_x2_c3_d,-638.182,Fe,Fe,N,din4,N_din4_x2_c3_d,N_din4_x2_c3_d,3,Fe_N_din4_x2_c3_d,din4_x2,Fe_N_din4_x2_c3_d,N_din4_x2_c3_d,-617.226,N,din4,-8.6197175,-8.6197175,-3.716565000000017
Ni_Fe_N_din4_x2_c3_d,-635.384,Ni,Fe,N,din4,N_din4_x2_c3_d,N_din4_x2_c3_d,3,Ni_N_din4_x2_c3_d,din4_x2,Fe_N_din4_x2_c3_d,N_din4_x2_c3_d,-617.226,N,din4,-5.86878875,-8.6197175,-3.669493750000015
Rh_Fe_N_din4_x2_c3_d,-636.809,Rh,Fe,N,din4,N_din4_x2_c3_d,N_din4_x2_c3_d,3,Rh_N_din4_x2_c3_d,din4_x2,Fe_N_din4_x2_c3_d,N_din4_x2_c3_d,-617.226,N,din4,-7.850822,-8.6197175,-3.112460499999969
Ag_Fe_N_din4_x2_c3_d_v2,-630.145,Ag,Fe,N,din4,N_din4_x2_c3_d,N_din4_x2_c3_d_v2,3,Ag_N_din4_x2_c3_d_v2,din4_x2,Fe_N_din4_x2_c3_d_v2,N_din4_x2_c3_d,-617.226,N,din4,-3.20700575,-8.6197175,-1.092276749999982
Au_Fe_N_din4_x2_c3_d_v2,-631.854,Au,Fe,N,din4,N_din4_x2_c3_d,N_din4_x2_c3_d_v2,3,Au_N_din4_x2_c3_d_v2,din4_x2,Fe_N_din4_x2_c3_d_v2,N_din4_x2_c3_d,-617.226,N,din4,-3.8767095,-8.6197175,-2.131573000000042
Cd_Fe_N_din4_x2_c3_d_v2,-629.596,Cd,Fe,N,din4,N_din4_x2_c3_d,N_din4_x2_c3_d_v2,3,Cd_N_din4_x2_c3_d_v2,din4_x2,Fe_N_din4_x2_c3_d_v2,N_din4_x2_c3_d,-617.226,N,din4,-1.2330587,-8.6197175,-2.5172238000000036
Co_Fe_N_din4_x2_c3_d_v2,-637.091,Co,Fe,N,din4,N_din4_x2_c3_d,N_din4_x2_c3_d_v2,3,Co_N_din4_x2_c3_d_v2,din4_x2,Fe_N_din4_x2_c3_d_v2,N_din4_x2_c3_d,-617.226,N,din4,-7.3844395,-8.6197175,-3.86084300000001
Cu_Fe_N_din4_x2_c3_d_v2,-632.845,Cu,Fe,N,din4,N_din4_x2_c3_d,N_din4_x2_c3_d_v2,3,Cu_N_din4_x2_c3_d_v2,din4_x2,Fe_N_din4_x2_c3_d_v2,N_din4_x2_c3_d,-617.226,N,din4,-4.23458825,-8.6197175,-2.764694250000028
Fe_Fe_N_din4_x2_c3_d_v2,-638.163,Fe,Fe,N,din4,N_din4_x2_c3_d,N_din4_x2_c3_d_v2,3,Fe_N_din4_x2_c3_d_v2,din4_x2,Fe_N_din4_x2_c3_d_v2,N_din4_x2_c3_d,-617.226,N,din4,-8.6197175,-8.6197175,-3.697565000000011
Ir_Fe_N_din4_x2_c3_d_v2,-638.311,Ir,Fe,N,din4,N_din4_x2_c3_d,N_din4_x2_c3_d_v2,3,Ir_N_din4_x2_c3_d_v2,din4_x2,Fe_N_din4_x2_c3_d_v2,N_din4_x2_c3_d,-617.226,N,din4,-9.56008375,-8.6197175,-2.905198750000036
Ni_Fe_N_din4_x2_c3_d_v2,-635.791,Ni,Fe,N,din4,N_din4_x2_c3_d,N_din4_x2_c3_d_v2,3,Ni_N_din4_x2_c3_d_v2,din4_x2,Fe_N_din4_x2_c3_d_v2,N_din4_x2_c3_d,-617.226,N,din4,-5.86878875,-8.6197175,-4.076493750000054
Os_Fe_N_din4_x2_c3_d_v2,-639.927,Os,Fe,N,din4,N_din4_x2_c3_d,N_din4_x2_c3_d_v2,3,Os_N_din4_x2_c3_d_v2,din4_x2,Fe_N_din4_x2_c3_d_v2,N_din4_x2_c3_d,-617.226,N,din4,-11.839378,-8.6197175,-2.2419045000000217
Pd_Fe_N_din4_x2_c3_d_v2,-634.474,Pd,Fe,N,din4,N_din4_x2_c3_d,N_din4_x2_c3_d_v2,3,Pd_N_din4_x2_c3_d_v2,din4_x2,Fe_N_din4_x2_c3_d_v2,N_din4_x2_c3_d,-617.226,N,din4,-5.79450325,-8.6197175,-2.833779250000047
Pt_Fe_N_din4_x2_c3_d_v2,-636.254,Pt,Fe,N,din4,N_din4_x2_c3_d,N_din4_x2_c3_d_v2,3,Pt_N_din4_x2_c3_d_v2,din4_x2,Fe_N_din4_x2_c3_d_v2,N_din4_x2_c3_d,-617.226,N,din4,-6.8665185,-8.6197175,-3.54176400000002
Rh_Fe_N_din4_x2_c3_d_v2,-636.472,Rh,Fe,N,din4,N_din4_x2_c3_d,N_din4_x2_c3_d_v2,3,Rh_N_din4_x2_c3_d_v2,din4_x2,Fe_N_din4_x2_c3_d_v2,N_din4_x2_c3_d,-617.226,N,din4,-7.850822,-8.6197175,-2.77546049999998
Ru_Fe_N_din4_x2_c3_d_v2,-638.013,Ru,Fe,N,din4,N_din4_x2_c3_d,N_din4_x2_c3_d_v2,3,Ru_N_din4_x2_c3_d_v2,din4_x2,Fe_N_din4_x2_c3_d_v2,N_din4_x2_c3_d,-617.226,N,din4,-9.8124665,-8.6197175,-2.354816000000035
Zn_Fe_N_din4_x2_c3_d_v2,-629.261,Zn,Fe,N,din4,N_din4_x2_c3_d,N_din4_x2_c3_d_v2,3,Zn_N_din4_x2_c3_d_v2,din4_x2,Fe_N_din4_x2_c3_d_v2,N_din4_x2_c3_d,-617.226,N,din4,-1.61724415,-8.6197175,-1.7980383499999686
Cd_Fe_N_din4_x2_c4_a,-627.446,Cd,Fe,N,din4,N_din4_x2_c4_a,N_din4_x2_c4_a,4,Cd_N_din4_x2_c4_a,din4_x2,Fe_N_din4_x2_c4_a,N_din4_x2_c4_a,-616.114,N,din4,-1.2330587,-8.6197175,-1.4792237999999929
Rh_Fe_N_din4_x2_c4_a,-636.274,Rh,Fe,N,din4,N_din4_x2_c4_a,N_din4_x2_c4_a,4,Rh_N_din4_x2_c4_a,din4_x2,Fe_N_din4_x2_c4_a,N_din4_x2_c4_a,-616.114,N,din4,-7.850822,-8.6197175,-3.689460499999967
Ag_Fe_N_din4_x2_c4_a_v2,-630.15,Ag,Fe,N,din4,N_din4_x2_c4_a,N_din4_x2_c4_a_v2,4,Ag_N_din4_x2_c4_a_v2,din4_x2,Fe_N_din4_x2_c4_a_v2,N_din4_x2_c4_a,-616.114,N,din4,-3.20700575,-8.6197175,-2.209276749999944
Au_Fe_N_din4_x2_c4_a_v2,-631.512,Au,Fe,N,din4,N_din4_x2_c4_a,N_din4_x2_c4_a_v2,4,Au_N_din4_x2_c4_a_v2,din4_x2,Fe_N_din4_x2_c4_a_v2,N_din4_x2_c4_a,-616.114,N,din4,-3.8767095,-8.6197175,-2.9015729999999103
Cd_Fe_N_din4_x2_c4_a_v2,-627.617,Cd,Fe,N,din4,N_din4_x2_c4_a,N_din4_x2_c4_a_v2,4,Cd_N_din4_x2_c4_a_v2,din4_x2,Fe_N_din4_x2_c4_a_v2,N_din4_x2_c4_a,-616.114,N,din4,-1.2330587,-8.6197175,-1.650223799999928
Co_Fe_N_din4_x2_c4_a_v2,-636.766,Co,Fe,N,din4,N_din4_x2_c4_a,N_din4_x2_c4_a_v2,4,Co_N_din4_x2_c4_a_v2,din4_x2,Fe_N_din4_x2_c4_a_v2,N_din4_x2_c4_a,-616.114,N,din4,-7.3844395,-8.6197175,-4.647842999999931
Cu_Fe_N_din4_x2_c4_a_v2,-630.192,Cu,Fe,N,din4,N_din4_x2_c4_a,N_din4_x2_c4_a_v2,4,Cu_N_din4_x2_c4_a_v2,din4_x2,Fe_N_din4_x2_c4_a_v2,N_din4_x2_c4_a,-616.114,N,din4,-4.23458825,-8.6197175,-1.2236942499999746
Fe_Fe_N_din4_x2_c4_a_v2,-637.87,Fe,Fe,N,din4,N_din4_x2_c4_a,N_din4_x2_c4_a_v2,4,Fe_N_din4_x2_c4_a_v2,din4_x2,Fe_N_din4_x2_c4_a_v2,N_din4_x2_c4_a,-616.114,N,din4,-8.6197175,-8.6197175,-4.5165649999999715
Ir_Fe_N_din4_x2_c4_a_v2,-638.051,Ir,Fe,N,din4,N_din4_x2_c4_a,N_din4_x2_c4_a_v2,4,Ir_N_din4_x2_c4_a_v2,din4_x2,Fe_N_din4_x2_c4_a_v2,N_din4_x2_c4_a,-616.114,N,din4,-9.56008375,-8.6197175,-3.7571987500000112
Ni_Fe_N_din4_x2_c4_a_v2,-635.426,Ni,Fe,N,din4,N_din4_x2_c4_a,N_din4_x2_c4_a_v2,4,Ni_N_din4_x2_c4_a_v2,din4_x2,Fe_N_din4_x2_c4_a_v2,N_din4_x2_c4_a,-616.114,N,din4,-5.86878875,-8.6197175,-4.8234937500000115
Os_Fe_N_din4_x2_c4_a_v2,-637.346,Os,Fe,N,din4,N_din4_x2_c4_a,N_din4_x2_c4_a_v2,4,Os_N_din4_x2_c4_a_v2,din4_x2,Fe_N_din4_x2_c4_a_v2,N_din4_x2_c4_a,-616.114,N,din4,-11.839378,-8.6197175,-0.7729044999999708
Pd_Fe_N_din4_x2_c4_a_v2,-634.314,Pd,Fe,N,din4,N_din4_x2_c4_a,N_din4_x2_c4_a_v2,4,Pd_N_din4_x2_c4_a_v2,din4_x2,Fe_N_din4_x2_c4_a_v2,N_din4_x2_c4_a,-616.114,N,din4,-5.79450325,-8.6197175,-3.785779249999932
Pt_Fe_N_din4_x2_c4_a_v2,-635.863,Pt,Fe,N,din4,N_din4_x2_c4_a,N_din4_x2_c4_a_v2,4,Pt_N_din4_x2_c4_a_v2,din4_x2,Fe_N_din4_x2_c4_a_v2,N_din4_x2_c4_a,-616.114,N,din4,-6.8665185,-8.6197175,-4.262764000000024
Rh_Fe_N_din4_x2_c4_a_v2,-636.384,Rh,Fe,N,din4,N_din4_x2_c4_a,N_din4_x2_c4_a_v2,4,Rh_N_din4_x2_c4_a_v2,din4_x2,Fe_N_din4_x2_c4_a_v2,N_din4_x2_c4_a,-616.114,N,din4,-7.850822,-8.6197175,-3.799460499999981
Ru_Fe_N_din4_x2_c4_a_v2,-637.623,Ru,Fe,N,din4,N_din4_x2_c4_a,N_din4_x2_c4_a_v2,4,Ru_N_din4_x2_c4_a_v2,din4_x2,Fe_N_din4_x2_c4_a_v2,N_din4_x2_c4_a,-616.114,N,din4,-9.8124665,-8.6197175,-3.076816000000015
Zn_Fe_N_din4_x2_c4_a_v2,-628.018,Zn,Fe,N,din4,N_din4_x2_c4_a,N_din4_x2_c4_a_v2,4,Zn_N_din4_x2_c4_a_v2,din4_x2,Fe_N_din4_x2_c4_a_v2,N_din4_x2_c4_a,-616.114,N,din4,-1.61724415,-8.6197175,-1.6670383499999968
Rh_Fe_N_din4_x2_c4_b,-635.808,Rh,Fe,N,din4,N_din4_x2_c4_b,N_din4_x2_c4_b,4,Rh_N_din4_x2_c4_b,din4_x2,Fe_N_din4_x2_c4_b,N_din4_x2_c4_b,-614.673,N,din4,-7.850822,-8.6197175,-4.66446049999999
Ni_Fe_N_din4_x2_c4_c,-635.237,Ni,Fe,N,din4,N_din4_x2_c4_c,N_din4_x2_c4_c,4,Ni_N_din4_x2_c4_c,din4_x2,Fe_N_din4_x2_c4_c,N_din4_x2_c4_c,-616.165,N,din4,-5.86878875,-8.6197175,-4.583493750000002
Ag_Fe_N_din4_x2_c4_c_v2,-630.078,Ag,Fe,N,din4,N_din4_x2_c4_c,N_din4_x2_c4_c_v2,4,Ag_N_din4_x2_c4_c_v2,din4_x2,Fe_N_din4_x2_c4_c_v2,N_din4_x2_c4_c,-616.165,N,din4,-3.20700575,-8.6197175,-2.0862767500000103
Au_Fe_N_din4_x2_c4_c_v2,-631.69,Au,Fe,N,din4,N_din4_x2_c4_c,N_din4_x2_c4_c_v2,4,Au_N_din4_x2_c4_c_v2,din4_x2,Fe_N_din4_x2_c4_c_v2,N_din4_x2_c4_c,-616.165,N,din4,-3.8767095,-8.6197175,-3.0285730000000903
Cd_Fe_N_din4_x2_c4_c_v2,-629.105,Cd,Fe,N,din4,N_din4_x2_c4_c,N_din4_x2_c4_c_v2,4,Cd_N_din4_x2_c4_c_v2,din4_x2,Fe_N_din4_x2_c4_c_v2,N_din4_x2_c4_c,-616.165,N,din4,-1.2330587,-8.6197175,-3.0872238000000536
