system_dacs,tot_energy_dacs,M1,M2,heteroatom_dacs,basic_cavity_dacs,cavity,cavity_v2,cavity_3,M1_cavity,cavity_4,M2_cavity,system_sacs_pristine,tot_energy_sacs_pristine,heteroatom_sacs_pristine,basic_cavity_sacs_pristine,metal,Ecoh,atomic_mass,vdw_radius,r_cov_sb,r_cov_db,dipole_polarizability,ionic_radii_crystals,d_center_sp,Paul_electroneg,MB_electroneg,electron_affinity,covalent_radius,atomic_number,Ion_energ_I,Ion_energ_II,Zung_radius,Coh_radius,Waber_radius,mied_param_h,mied_param_phi,HOMO ,LUMO,mag_moment_bulk_d, E_Fermi,E_Fermi2,Ecoh_m1,system,tot_energy_M2,Edft_fe
Ir_Fe_N_din4_x2_c1_a_v2,-638.679,Ir,Fe,N,din4,N_din4_x2_c1_a,N_din4_x2_c1_a_v2,1,Ir_N_din4_x2_c1_a_v2,din4_x2,Fe_N_din4_x2_c1_a_v2,N_din4_x2_c1_a,-616.776,N,din4,Ir,-9.56008375,192.217,213,122,115,54.0,0.68,-3.868823,2.2,1.87,1.5638,141,77,8.96702,17.0,1.16,1.468,1.227,1.83,5.55,-4.68,-4.614,27.414532,6,6.1,-9.56008375,Fe_N_din4_x2_c1_a_v2,-628.127,-0.9919162500000311
Ni_Fe_N_din4_x2_c1_a_v2,-635.793,Ni,Fe,N,din4,N_din4_x2_c1_a,N_din4_x2_c1_a_v2,1,Ni_N_din4_x2_c1_a_v2,din4_x2,Fe_N_din4_x2_c1_a_v2,N_din4_x2_c1_a,-616.776,N,din4,Ni,-5.86878875,58.6934,197,110,101,49.0,0.49,-2.07977,1.91,1.76,1.156,124,28,7.639877,18.168837,0.96,1.22,1.139,1.75,5.2,-3.8312,-3.8116,32.738905,7,7.1,-5.86878875,Fe_N_din4_x2_c1_a_v2,-628.127,-1.7972112500000321
Os_Fe_N_din4_x2_c1_a_v2,-640.659,Os,Fe,N,din4,N_din4_x2_c1_a,N_din4_x2_c1_a_v2,1,Os_N_din4_x2_c1_a_v2,din4_x2,Fe_N_din4_x2_c1_a_v2,N_din4_x2_c1_a,-616.776,N,din4,Os,-11.839378,190.23,216,129,116,57.0,0.39,-3.768764,2.2,1.85,1.1,144,76,8.43823,17.0,1.17,1.48,1.266,1.85,5.4,-4.8388,-4.7568,11.933888,8,8.1,-11.839378,Fe_N_din4_x2_c1_a_v2,-628.127,-0.6926220000000285
Pd_Fe_N_din4_x2_c1_a_v2,-634.664,Pd,Fe,N,din4,N_din4_x2_c1_a,N_din4_x2_c1_a_v2,1,Pd_N_din4_x2_c1_a_v2,din4_x2,Fe_N_din4_x2_c1_a_v2,N_din4_x2_c1_a,-616.776,N,din4,Pd,-5.79450325,106.42,210,120,117,26.14,0.64,-2.545322,2.2,2.08,0.562,139,46,8.33686,19.43,1.08,1.37,0.0,1.67,5.45,-3.9539,-3.2835,33.052647,9,9.1,-5.79450325,Fe_N_din4_x2_c1_a_v2,-628.127,-0.7424967499999866
Pt_Fe_N_din4_x2_c1_a_v2,-636.038,Pt,Fe,N,din4,N_din4_x2_c1_a,N_din4_x2_c1_a_v2,1,Pt_N_din4_x2_c1_a_v2,din4_x2,Fe_N_din4_x2_c1_a_v2,N_din4_x2_c1_a,-616.776,N,din4,Pt,-6.8665185,195.084,213,123,112,48.0,0.6,-3.353229,2.2,1.91,2.128,136,78,8.95883,18.56,1.24,1.46,1.221,1.78,5.65,-5.3211,-5.2186,31.475568,10,10.1,-6.8665185,Fe_N_din4_x2_c1_a_v2,-628.127,-1.0444815000000744
Rh_Fe_N_din4_x2_c1_a_v2,-637.228,Rh,Fe,N,din4,N_din4_x2_c1_a,N_din4_x2_c1_a_v2,1,Rh_N_din4_x2_c1_a_v2,din4_x2,Fe_N_din4_x2_c1_a_v2,N_din4_x2_c1_a,-616.776,N,din4,Rh,-7.850822,102.9055,210,125,110,66.0,0.665,-3.069932,2.28,1.99,1.137,142,45,7.4589,18.08,1.11,1.41,1.364,1.76,5.4,-4.6611,-4.2897,29.253779,11,11.1,-7.850822,Fe_N_din4_x2_c1_a_v2,-628.127,-1.2501780000000053
Ru_Fe_N_din4_x2_c1_a_v2,-638.887,Ru,Fe,N,din4,N_din4_x2_c1_a,N_din4_x2_c1_a_v2,1,Ru_N_din4_x2_c1_a_v2,din4_x2,Fe_N_din4_x2_c1_a_v2,N_din4_x2_c1_a,-616.776,N,din4,Ru,-9.8124665,101.07,213,125,114,72.0,0.68,-3.193722,2.2,1.97,1.05,146,44,7.3605,16.76,1.145,1.46,1.41,1.83,5.4,-3.9951,-3.6556,13.072705,12,12.1,-9.8124665,Fe_N_din4_x2_c1_a_v2,-628.127,-0.9475334999999632
Zn_Fe_N_din4_x2_c1_a_v2,-628.766,Zn,Fe,N,din4,N_din4_x2_c1_a,N_din4_x2_c1_a_v2,1,Zn_N_din4_x2_c1_a_v2,din4_x2,Fe_N_din4_x2_c1_a_v2,N_din4_x2_c1_a,-616.776,N,din4,Zn,-1.61724415,65.38,201,118,120,38.67,0.6,-7.791121,1.65,1.44,-0.62,122,30,9.394199,17.96439,0.82,1.06,1.065,1.32,4.1,-3.0469,-2.5297,20.965413,13,13.1,-1.61724415,Fe_N_din4_x2_c1_a_v2,-628.127,0.9782441500000232
Ag_Fe_N_din4_x2_c1_b,-629.43,Ag,Fe,N,din4,N_din4_x2_c1_b,N_din4_x2_c1_b,1,Ag_N_din4_x2_c1_b,din4_x2,Fe_N_din4_x2_c1_b,N_din4_x2_c1_b,-614.007,N,din4,Ag,-3.20700575,107.8682,211,128,139,55.0,0.67,-4.428868,1.93,1.07,1.302,145,47,7.576234,21.4844,1.045,1.33,1.286,1.39,4.45,-4.6571,-3.8832,36.830452,0,0.1,-3.20700575,Fe_N_din4_x2_c1_b,-626.942,0.7190057500000648
Au_Fe_N_din4_x2_c1_b,-630.538,Au,Fe,N,din4,N_din4_x2_c1_b,N_din4_x2_c1_b,1,Au_N_din4_x2_c1_b,din4_x2,Fe_N_din4_x2_c1_b,N_din4_x2_c1_b,-614.007,N,din4,Au,-3.8767095,196.966569,214,124,121,36.0,0.68,-4.095292,2.4,1.19,2.30863,136,79,9.225553,20.203,1.21,1.45,1.187,1.57,5.15,-6.623,-5.2894,36.974733,1,1.1,-3.8767095,Fe_N_din4_x2_c1_b,-626.942,0.28070949999994355
Cd_Fe_N_din4_x2_c1_b,-627.922,Cd,Fe,N,din4,N_din4_x2_c1_b,N_din4_x2_c1_b,1,Cd_N_din4_x2_c1_b,din4_x2,Fe_N_din4_x2_c1_b,N_din4_x2_c1_b,-614.007,N,din4,Cd,-1.2330587,112.414,218,136,144,46.0,0.78,-9.00195,1.69,1.4,-0.72,144,48,8.993822,16.908312,0.985,1.23,1.184,1.24,4.05,-5.5936,-1.1349,18.447707,2,2.1,-1.2330587,Fe_N_din4_x2_c1_b,-626.942,0.25305869999999686
Co_Fe_N_din4_x2_c1_b,-637.43,Co,Fe,N,din4,N_din4_x2_c1_b,N_din4_x2_c1_b,1,Co_N_din4_x2_c1_b,din4_x2,Fe_N_din4_x2_c1_b,N_din4_x2_c1_b,-614.007,N,din4,Co,-7.3844395,58.933194,200,111,103,55.0,0.58,-2.118685,1.88,1.72,0.6622,126,27,7.88101,17.0844,0.92,1.1,1.181,1.75,5.1,-3.9514,-3.8452,12.365391,3,3.1,-7.3844395,Fe_N_din4_x2_c1_b,-626.942,-3.1035604999999578
Cu_Fe_N_din4_x2_c1_b,-632.16,Cu,Fe,N,din4,N_din4_x2_c1_b,N_din4_x2_c1_b,1,Cu_N_din4_x2_c1_b,din4_x2,Fe_N_din4_x2_c1_b,N_din4_x2_c1_b,-614.007,N,din4,Cu,-4.23458825,63.546,196,112,115,46.5,0.57,-2.926845,1.9,1.08,1.235,132,29,7.72638,20.29239,0.88,1.16,1.191,1.47,4.55,-4.8401,-4.0099,36.542172,4,4.1,-4.23458825,Fe_N_din4_x2_c1_b,-626.942,-0.9834117499999593
Fe_Fe_N_din4_x2_c1_b,-638.72,Fe,Fe,N,din4,N_din4_x2_c1_b,N_din4_x2_c1_b,1,Fe_N_din4_x2_c1_b,din4_x2,Fe_N_din4_x2_c1_b,N_din4_x2_c1_b,-614.007,N,din4,Fe,-8.6197175,55.845,204,116,109,62.0,0.63,-1.906729,1.83,1.67,0.151,132,26,7.9024678,16.1992,0.95,1.16,1.227,1.77,4.93,-3.5769,-3.5542,12.365391,5,5.1,-8.6197175,Fe_N_din4_x2_c1_b,-626.942,-3.158282500000041
Ir_Fe_N_din4_x2_c1_b,-638.512,Ir,Fe,N,din4,N_din4_x2_c1_b,N_din4_x2_c1_b,1,Ir_N_din4_x2_c1_b,din4_x2,Fe_N_din4_x2_c1_b,N_din4_x2_c1_b,-614.007,N,din4,Ir,-9.56008375,192.217,213,122,115,54.0,0.68,-3.868823,2.2,1.87,1.5638,141,77,8.96702,17.0,1.16,1.468,1.227,1.83,5.55,-4.68,-4.614,27.414532,6,6.1,-9.56008375,Fe_N_din4_x2_c1_b,-626.942,-2.0099162499999466
Ni_Fe_N_din4_x2_c1_b,-635.484,Ni,Fe,N,din4,N_din4_x2_c1_b,N_din4_x2_c1_b,1,Ni_N_din4_x2_c1_b,din4_x2,Fe_N_din4_x2_c1_b,N_din4_x2_c1_b,-614.007,N,din4,Ni,-5.86878875,58.6934,197,110,101,49.0,0.49,-2.07977,1.91,1.76,1.156,124,28,7.639877,18.168837,0.96,1.22,1.139,1.75,5.2,-3.8312,-3.8116,32.738905,7,7.1,-5.86878875,Fe_N_din4_x2_c1_b,-626.942,-2.6732112500000085
Os_Fe_N_din4_x2_c1_b,-640.368,Os,Fe,N,din4,N_din4_x2_c1_b,N_din4_x2_c1_b,1,Os_N_din4_x2_c1_b,din4_x2,Fe_N_din4_x2_c1_b,N_din4_x2_c1_b,-614.007,N,din4,Os,-11.839378,190.23,216,129,116,57.0,0.39,-3.768764,2.2,1.85,1.1,144,76,8.43823,17.0,1.17,1.48,1.266,1.85,5.4,-4.8388,-4.7568,11.933888,8,8.1,-11.839378,Fe_N_din4_x2_c1_b,-626.942,-1.586622000000034
Pd_Fe_N_din4_x2_c1_b,-634.415,Pd,Fe,N,din4,N_din4_x2_c1_b,N_din4_x2_c1_b,1,Pd_N_din4_x2_c1_b,din4_x2,Fe_N_din4_x2_c1_b,N_din4_x2_c1_b,-614.007,N,din4,Pd,-5.79450325,106.42,210,120,117,26.14,0.64,-2.545322,2.2,2.08,0.562,139,46,8.33686,19.43,1.08,1.37,0.0,1.67,5.45,-3.9539,-3.2835,33.052647,9,9.1,-5.79450325,Fe_N_din4_x2_c1_b,-626.942,-1.6784967499999084
Pt_Fe_N_din4_x2_c1_b,-635.704,Pt,Fe,N,din4,N_din4_x2_c1_b,N_din4_x2_c1_b,1,Pt_N_din4_x2_c1_b,din4_x2,Fe_N_din4_x2_c1_b,N_din4_x2_c1_b,-614.007,N,din4,Pt,-6.8665185,195.084,213,123,112,48.0,0.6,-3.353229,2.2,1.91,2.128,136,78,8.95883,18.56,1.24,1.46,1.221,1.78,5.65,-5.3211,-5.2186,31.475568,10,10.1,-6.8665185,Fe_N_din4_x2_c1_b,-626.942,-1.8954814999999599
Rh_Fe_N_din4_x2_c1_b,-637.125,Rh,Fe,N,din4,N_din4_x2_c1_b,N_din4_x2_c1_b,1,Rh_N_din4_x2_c1_b,din4_x2,Fe_N_din4_x2_c1_b,N_din4_x2_c1_b,-614.007,N,din4,Rh,-7.850822,102.9055,210,125,110,66.0,0.665,-3.069932,2.28,1.99,1.137,142,45,7.4589,18.08,1.11,1.41,1.364,1.76,5.4,-4.6611,-4.2897,29.253779,11,11.1,-7.850822,Fe_N_din4_x2_c1_b,-626.942,-2.332177999999999
Ru_Fe_N_din4_x2_c1_b,-638.703,Ru,Fe,N,din4,N_din4_x2_c1_b,N_din4_x2_c1_b,1,Ru_N_din4_x2_c1_b,din4_x2,Fe_N_din4_x2_c1_b,N_din4_x2_c1_b,-614.007,N,din4,Ru,-9.8124665,101.07,213,125,114,72.0,0.68,-3.193722,2.2,1.97,1.05,146,44,7.3605,16.76,1.145,1.46,1.41,1.83,5.4,-3.9951,-3.6556,13.072705,12,12.1,-9.8124665,Fe_N_din4_x2_c1_b,-626.942,-1.9485334999999395
Zn_Fe_N_din4_x2_c1_b,-629.434,Zn,Fe,N,din4,N_din4_x2_c1_b,N_din4_x2_c1_b,1,Zn_N_din4_x2_c1_b,din4_x2,Fe_N_din4_x2_c1_b,N_din4_x2_c1_b,-614.007,N,din4,Zn,-1.61724415,65.38,201,118,120,38.67,0.6,-7.791121,1.65,1.44,-0.62,122,30,9.394199,17.96439,0.82,1.06,1.065,1.32,4.1,-3.0469,-2.5297,20.965413,13,13.1,-1.61724415,Fe_N_din4_x2_c1_b,-626.942,-0.8747558499999286
Ag_Fe_N_din4_x2_c2_a,-629.159,Ag,Fe,N,din4,N_din4_x2_c2_a,N_din4_x2_c2_a,2,Ag_N_din4_x2_c2_a,din4_x2,Fe_N_din4_x2_c2_a,N_din4_x2_c2_a,-617.773,N,din4,Ag,-3.20700575,107.8682,211,128,139,55.0,0.67,-4.428868,1.93,1.07,1.302,145,47,7.576234,21.4844,1.045,1.33,1.286,1.39,4.45,-4.6571,-3.8832,36.830452,0,0.1,-3.20700575,Fe_N_din4_x2_c2_a,-627.008,1.056005750000054
Au_Fe_N_din4_x2_c2_a,-630.105,Au,Fe,N,din4,N_din4_x2_c2_a,N_din4_x2_c2_a,2,Au_N_din4_x2_c2_a,din4_x2,Fe_N_din4_x2_c2_a,N_din4_x2_c2_a,-617.773,N,din4,Au,-3.8767095,196.966569,214,124,121,36.0,0.68,-4.095292,2.4,1.19,2.30863,136,79,9.225553,20.203,1.21,1.45,1.187,1.57,5.15,-6.623,-5.2894,36.974733,1,1.1,-3.8767095,Fe_N_din4_x2_c2_a,-627.008,0.7797094999999672
Cd_Fe_N_din4_x2_c2_a,-628.416,Cd,Fe,N,din4,N_din4_x2_c2_a,N_din4_x2_c2_a,2,Cd_N_din4_x2_c2_a,din4_x2,Fe_N_din4_x2_c2_a,N_din4_x2_c2_a,-617.773,N,din4,Cd,-1.2330587,112.414,218,136,144,46.0,0.78,-9.00195,1.69,1.4,-0.72,144,48,8.993822,16.908312,0.985,1.23,1.184,1.24,4.05,-5.5936,-1.1349,18.447707,2,2.1,-1.2330587,Fe_N_din4_x2_c2_a,-627.008,-0.1749413000000004
Co_Fe_N_din4_x2_c2_a,-637.379,Co,Fe,N,din4,N_din4_x2_c2_a,N_din4_x2_c2_a,2,Co_N_din4_x2_c2_a,din4_x2,Fe_N_din4_x2_c2_a,N_din4_x2_c2_a,-617.773,N,din4,Co,-7.3844395,58.933194,200,111,103,55.0,0.58,-2.118685,1.88,1.72,0.6622,126,27,7.88101,17.0844,0.92,1.1,1.181,1.75,5.1,-3.9514,-3.8452,12.365391,3,3.1,-7.3844395,Fe_N_din4_x2_c2_a,-627.008,-2.986560499999996
Cu_Fe_N_din4_x2_c2_a,-632.219,Cu,Fe,N,din4,N_din4_x2_c2_a,N_din4_x2_c2_a,2,Cu_N_din4_x2_c2_a,din4_x2,Fe_N_din4_x2_c2_a,N_din4_x2_c2_a,-617.773,N,din4,Cu,-4.23458825,63.546,196,112,115,46.5,0.57,-2.926845,1.9,1.08,1.235,132,29,7.72638,20.29239,0.88,1.16,1.191,1.47,4.55,-4.8401,-4.0099,36.542172,4,4.1,-4.23458825,Fe_N_din4_x2_c2_a,-627.008,-0.9764117500000111
Fe_Fe_N_din4_x2_c2_a,-638.733,Fe,Fe,N,din4,N_din4_x2_c2_a,N_din4_x2_c2_a,2,Fe_N_din4_x2_c2_a,din4_x2,Fe_N_din4_x2_c2_a,N_din4_x2_c2_a,-617.773,N,din4,Fe,-8.6197175,55.845,204,116,109,62.0,0.63,-1.906729,1.83,1.67,0.151,132,26,7.9024678,16.1992,0.95,1.16,1.227,1.77,4.93,-3.5769,-3.5542,12.365391,5,5.1,-8.6197175,Fe_N_din4_x2_c2_a,-627.008,-3.1052824999999302
Ir_Fe_N_din4_x2_c2_a,-638.496,Ir,Fe,N,din4,N_din4_x2_c2_a,N_din4_x2_c2_a,2,Ir_N_din4_x2_c2_a,din4_x2,Fe_N_din4_x2_c2_a,N_din4_x2_c2_a,-617.773,N,din4,Ir,-9.56008375,192.217,213,122,115,54.0,0.68,-3.868823,2.2,1.87,1.5638,141,77,8.96702,17.0,1.16,1.468,1.227,1.83,5.55,-4.68,-4.614,27.414532,6,6.1,-9.56008375,Fe_N_din4_x2_c2_a,-627.008,-1.927916249999953
Ni_Fe_N_din4_x2_c2_a,-635.364,Ni,Fe,N,din4,N_din4_x2_c2_a,N_din4_x2_c2_a,2,Ni_N_din4_x2_c2_a,din4_x2,Fe_N_din4_x2_c2_a,N_din4_x2_c2_a,-617.773,N,din4,Ni,-5.86878875,58.6934,197,110,101,49.0,0.49,-2.07977,1.91,1.76,1.156,124,28,7.639877,18.168837,0.96,1.22,1.139,1.75,5.2,-3.8312,-3.8116,32.738905,7,7.1,-5.86878875,Fe_N_din4_x2_c2_a,-627.008,-2.487211249999973
Os_Fe_N_din4_x2_c2_a,-640.423,Os,Fe,N,din4,N_din4_x2_c2_a,N_din4_x2_c2_a,2,Os_N_din4_x2_c2_a,din4_x2,Fe_N_din4_x2_c2_a,N_din4_x2_c2_a,-617.773,N,din4,Os,-11.839378,190.23,216,129,116,57.0,0.39,-3.768764,2.2,1.85,1.1,144,76,8.43823,17.0,1.17,1.48,1.266,1.85,5.4,-4.8388,-4.7568,11.933888,8,8.1,-11.839378,Fe_N_din4_x2_c2_a,-627.008,-1.575621999999953
Pd_Fe_N_din4_x2_c2_a,-634.256,Pd,Fe,N,din4,N_din4_x2_c2_a,N_din4_x2_c2_a,2,Pd_N_din4_x2_c2_a,din4_x2,Fe_N_din4_x2_c2_a,N_din4_x2_c2_a,-617.773,N,din4,Pd,-5.79450325,106.42,210,120,117,26.14,0.64,-2.545322,2.2,2.08,0.562,139,46,8.33686,19.43,1.08,1.37,0.0,1.67,5.45,-3.9539,-3.2835,33.052647,9,9.1,-5.79450325,Fe_N_din4_x2_c2_a,-627.008,-1.4534967499998857
Pt_Fe_N_din4_x2_c2_a,-635.454,Pt,Fe,N,din4,N_din4_x2_c2_a,N_din4_x2_c2_a,2,Pt_N_din4_x2_c2_a,din4_x2,Fe_N_din4_x2_c2_a,N_din4_x2_c2_a,-617.773,N,din4,Pt,-6.8665185,195.084,213,123,112,48.0,0.6,-3.353229,2.2,1.91,2.128,136,78,8.95883,18.56,1.24,1.46,1.221,1.78,5.65,-5.3211,-5.2186,31.475568,10,10.1,-6.8665185,Fe_N_din4_x2_c2_a,-627.008,-1.579481499999929
Rh_Fe_N_din4_x2_c2_a,-637.165,Rh,Fe,N,din4,N_din4_x2_c2_a,N_din4_x2_c2_a,2,Rh_N_din4_x2_c2_a,din4_x2,Fe_N_din4_x2_c2_a,N_din4_x2_c2_a,-617.773,N,din4,Rh,-7.850822,102.9055,210,125,110,66.0,0.665,-3.069932,2.28,1.99,1.137,142,45,7.4589,18.08,1.11,1.41,1.364,1.76,5.4,-4.6611,-4.2897,29.253779,11,11.1,-7.850822,Fe_N_din4_x2_c2_a,-627.008,-2.3061779999999317
Ru_Fe_N_din4_x2_c2_a,-638.799,Ru,Fe,N,din4,N_din4_x2_c2_a,N_din4_x2_c2_a,2,Ru_N_din4_x2_c2_a,din4_x2,Fe_N_din4_x2_c2_a,N_din4_x2_c2_a,-617.773,N,din4,Ru,-9.8124665,101.07,213,125,114,72.0,0.68,-3.193722,2.2,1.97,1.05,146,44,7.3605,16.76,1.145,1.46,1.41,1.83,5.4,-3.9951,-3.6556,13.072705,12,12.1,-9.8124665,Fe_N_din4_x2_c2_a,-627.008,-1.9785334999999122
Zn_Fe_N_din4_x2_c2_a,-629.797,Zn,Fe,N,din4,N_din4_x2_c2_a,N_din4_x2_c2_a,2,Zn_N_din4_x2_c2_a,din4_x2,Fe_N_din4_x2_c2_a,N_din4_x2_c2_a,-617.773,N,din4,Zn,-1.61724415,65.38,201,118,120,38.67,0.6,-7.791121,1.65,1.44,-0.62,122,30,9.394199,17.96439,0.82,1.06,1.065,1.32,4.1,-3.0469,-2.5297,20.965413,13,13.1,-1.61724415,Fe_N_din4_x2_c2_a,-627.008,-1.171755849999954
Ag_Fe_N_din4_x2_c2_a_v2,-630.192,Ag,Fe,N,din4,N_din4_x2_c2_a,N_din4_x2_c2_a_v2,2,Ag_N_din4_x2_c2_a_v2,din4_x2,Fe_N_din4_x2_c2_a_v2,N_din4_x2_c2_a,-617.773,N,din4,Ag,-3.20700575,107.8682,211,128,139,55.0,0.67,-4.428868,1.93,1.07,1.302,145,47,7.576234,21.4844,1.045,1.33,1.286,1.39,4.45,-4.6571,-3.8832,36.830452,0,0.1,-3.20700575,Fe_N_din4_x2_c2_a_v2,-629.032,2.0470057500000394
Au_Fe_N_din4_x2_c2_a_v2,-631.663,Au,Fe,N,din4,N_din4_x2_c2_a,N_din4_x2_c2_a_v2,2,Au_N_din4_x2_c2_a_v2,din4_x2,Fe_N_din4_x2_c2_a_v2,N_din4_x2_c2_a,-617.773,N,din4,Au,-3.8767095,196.966569,214,124,121,36.0,0.68,-4.095292,2.4,1.19,2.30863,136,79,9.225553,20.203,1.21,1.45,1.187,1.57,5.15,-6.623,-5.2894,36.974733,1,1.1,-3.8767095,Fe_N_din4_x2_c2_a_v2,-629.032,1.2457094999999754
Cd_Fe_N_din4_x2_c2_a_v2,-627.497,Cd,Fe,N,din4,N_din4_x2_c2_a,N_din4_x2_c2_a_v2,2,Cd_N_din4_x2_c2_a_v2,din4_x2,Fe_N_din4_x2_c2_a_v2,N_din4_x2_c2_a,-617.773,N,din4,Cd,-1.2330587,112.414,218,136,144,46.0,0.78,-9.00195,1.69,1.4,-0.72,144,48,8.993822,16.908312,0.985,1.23,1.184,1.24,4.05,-5.5936,-1.1349,18.447707,2,2.1,-1.2330587,Fe_N_din4_x2_c2_a_v2,-629.032,2.768058700000097
Co_Fe_N_din4_x2_c2_a_v2,-637.54,Co,Fe,N,din4,N_din4_x2_c2_a,N_din4_x2_c2_a_v2,2,Co_N_din4_x2_c2_a_v2,din4_x2,Fe_N_din4_x2_c2_a_v2,N_din4_x2_c2_a,-617.773,N,din4,Co,-7.3844395,58.933194,200,111,103,55.0,0.58,-2.118685,1.88,1.72,0.6622,126,27,7.88101,17.0844,0.92,1.1,1.181,1.75,5.1,-3.9514,-3.8452,12.365391,3,3.1,-7.3844395,Fe_N_din4_x2_c2_a_v2,-629.032,-1.1235604999999396
Cu_Fe_N_din4_x2_c2_a_v2,-632.766,Cu,Fe,N,din4,N_din4_x2_c2_a,N_din4_x2_c2_a_v2,2,Cu_N_din4_x2_c2_a_v2,din4_x2,Fe_N_din4_x2_c2_a_v2,N_din4_x2_c2_a,-617.773,N,din4,Cu,-4.23458825,63.546,196,112,115,46.5,0.57,-2.926845,1.9,1.08,1.235,132,29,7.72638,20.29239,0.88,1.16,1.191,1.47,4.55,-4.8401,-4.0099,36.542172,4,4.1,-4.23458825,Fe_N_din4_x2_c2_a_v2,-629.032,0.500588250000078
Fe_Fe_N_din4_x2_c2_a_v2,-638.661,Fe,Fe,N,din4,N_din4_x2_c2_a,N_din4_x2_c2_a_v2,2,Fe_N_din4_x2_c2_a_v2,din4_x2,Fe_N_din4_x2_c2_a_v2,N_din4_x2_c2_a,-617.773,N,din4,Fe,-8.6197175,55.845,204,116,109,62.0,0.63,-1.906729,1.83,1.67,0.151,132,26,7.9024678,16.1992,0.95,1.16,1.227,1.77,4.93,-3.5769,-3.5542,12.365391,5,5.1,-8.6197175,Fe_N_din4_x2_c2_a_v2,-629.032,-1.0092824999999266
Ir_Fe_N_din4_x2_c2_a_v2,-638.798,Ir,Fe,N,din4,N_din4_x2_c2_a,N_din4_x2_c2_a_v2,2,Ir_N_din4_x2_c2_a_v2,din4_x2,Fe_N_din4_x2_c2_a_v2,N_din4_x2_c2_a,-617.773,N,din4,Ir,-9.56008375,192.217,213,122,115,54.0,0.68,-3.868823,2.2,1.87,1.5638,141,77,8.96702,17.0,1.16,1.468,1.227,1.83,5.55,-4.68,-4.614,27.414532,6,6.1,-9.56008375,Fe_N_din4_x2_c2_a_v2,-629.032,-0.20591624999997293
Ni_Fe_N_din4_x2_c2_a_v2,-635.794,Ni,Fe,N,din4,N_din4_x2_c2_a,N_din4_x2_c2_a_v2,2,Ni_N_din4_x2_c2_a_v2,din4_x2,Fe_N_din4_x2_c2_a_v2,N_din4_x2_c2_a,-617.773,N,din4,Ni,-5.86878875,58.6934,197,110,101,49.0,0.49,-2.07977,1.91,1.76,1.156,124,28,7.639877,18.168837,0.96,1.22,1.139,1.75,5.2,-3.8312,-3.8116,32.738905,7,7.1,-5.86878875,Fe_N_din4_x2_c2_a_v2,-629.032,-0.8932112499999221
Os_Fe_N_din4_x2_c2_a_v2,-640.388,Os,Fe,N,din4,N_din4_x2_c2_a,N_din4_x2_c2_a_v2,2,Os_N_din4_x2_c2_a_v2,din4_x2,Fe_N_din4_x2_c2_a_v2,N_din4_x2_c2_a,-617.773,N,din4,Os,-11.839378,190.23,216,129,116,57.0,0.39,-3.768764,2.2,1.85,1.1,144,76,8.43823,17.0,1.17,1.48,1.266,1.85,5.4,-4.8388,-4.7568,11.933888,8,8.1,-11.839378,Fe_N_din4_x2_c2_a_v2,-629.032,0.4833780000000161
Pd_Fe_N_din4_x2_c2_a_v2,-634.531,Pd,Fe,N,din4,N_din4_x2_c2_a,N_din4_x2_c2_a_v2,2,Pd_N_din4_x2_c2_a_v2,din4_x2,Fe_N_din4_x2_c2_a_v2,N_din4_x2_c2_a,-617.773,N,din4,Pd,-5.79450325,106.42,210,120,117,26.14,0.64,-2.545322,2.2,2.08,0.562,139,46,8.33686,19.43,1.08,1.37,0.0,1.67,5.45,-3.9539,-3.2835,33.052647,9,9.1,-5.79450325,Fe_N_din4_x2_c2_a_v2,-629.032,0.295503250000138
Pt_Fe_N_din4_x2_c2_a_v2,-636.227,Pt,Fe,N,din4,N_din4_x2_c2_a,N_din4_x2_c2_a_v2,2,Pt_N_din4_x2_c2_a_v2,din4_x2,Fe_N_din4_x2_c2_a_v2,N_din4_x2_c2_a,-617.773,N,din4,Pt,-6.8665185,195.084,213,123,112,48.0,0.6,-3.353229,2.2,1.91,2.128,136,78,8.95883,18.56,1.24,1.46,1.221,1.78,5.65,-5.3211,-5.2186,31.475568,10,10.1,-6.8665185,Fe_N_din4_x2_c2_a_v2,-629.032,-0.3284814999999526
Rh_Fe_N_din4_x2_c2_a_v2,-637.045,Rh,Fe,N,din4,N_din4_x2_c2_a,N_din4_x2_c2_a_v2,2,Rh_N_din4_x2_c2_a_v2,din4_x2,Fe_N_din4_x2_c2_a_v2,N_din4_x2_c2_a,-617.773,N,din4,Rh,-7.850822,102.9055,210,125,110,66.0,0.665,-3.069932,2.28,1.99,1.137,142,45,7.4589,18.08,1.11,1.41,1.364,1.76,5.4,-4.6611,-4.2897,29.253779,11,11.1,-7.850822,Fe_N_din4_x2_c2_a_v2,-629.032,-0.16217799999992621
Ru_Fe_N_din4_x2_c2_a_v2,-638.506,Ru,Fe,N,din4,N_din4_x2_c2_a,N_din4_x2_c2_a_v2,2,Ru_N_din4_x2_c2_a_v2,din4_x2,Fe_N_din4_x2_c2_a_v2,N_din4_x2_c2_a,-617.773,N,din4,Ru,-9.8124665,101.07,213,125,114,72.0,0.68,-3.193722,2.2,1.97,1.05,146,44,7.3605,16.76,1.145,1.46,1.41,1.83,5.4,-3.9951,-3.6556,13.072705,12,12.1,-9.8124665,Fe_N_din4_x2_c2_a_v2,-629.032,0.33846650000009504
