system_dacs,tot_energy_dacs,M1,M2,heteroatom_dacs,basic_cavity_dacs,cavity,cavity_v2,cavity_3,M1_cavity,cavity_4,M2_cavity,system_sacs_pristine,tot_energy_sacs_pristine,heteroatom_sacs_pristine,basic_cavity_sacs_pristine,Ecoh_m1,Ecoh_m2,E_dft_M1M2,color
Zn_Fe_N_din4_x2_c4_d,-628.908,Zn,Fe,N,din4,N_din4_x2_c4_d,N_din4_x2_c4_d,4,Zn_N_din4_x2_c4_d,din4_x2,Fe_N_din4_x2_c4_d,N_din4_x2_c4_d,-615.945,N,din4,-1.61724415,-8.6197175,-2.726038349999966,red
Ag_Fe_N_din4_x2_c4_e,-630.03,Ag,Fe,N,din4,N_din4_x2_c4_e,N_din4_x2_c4_e,4,Ag_N_din4_x2_c4_e,din4_x2,Fe_N_din4_x2_c4_e,N_din4_x2_c4_e,-615.582,N,din4,-3.20700575,-8.6197175,-2.6212767499999785,red
Au_Fe_N_din4_x2_c4_e,-631.526,Au,Fe,N,din4,N_din4_x2_c4_e,N_din4_x2_c4_e,4,Au_N_din4_x2_c4_e,din4_x2,Fe_N_din4_x2_c4_e,N_din4_x2_c4_e,-615.582,N,din4,-3.8767095,-8.6197175,-3.4475729999999594,red
Cd_Fe_N_din4_x2_c4_e,-627.282,Cd,Fe,N,din4,N_din4_x2_c4_e,N_din4_x2_c4_e,4,Cd_N_din4_x2_c4_e,din4_x2,Fe_N_din4_x2_c4_e,N_din4_x2_c4_e,-615.582,N,din4,-1.2330587,-8.6197175,-1.8472238000000445,red
Co_Fe_N_din4_x2_c4_e,-636.765,Co,Fe,N,din4,N_din4_x2_c4_e,N_din4_x2_c4_e,4,Co_N_din4_x2_c4_e,din4_x2,Fe_N_din4_x2_c4_e,N_din4_x2_c4_e,-615.582,N,din4,-7.3844395,-8.6197175,-5.178842999999993,red
Cu_Fe_N_din4_x2_c4_e,-632.496,Cu,Fe,N,din4,N_din4_x2_c4_e,N_din4_x2_c4_e,4,Cu_N_din4_x2_c4_e,din4_x2,Fe_N_din4_x2_c4_e,N_din4_x2_c4_e,-615.582,N,din4,-4.23458825,-8.6197175,-4.059694249999987,red
Fe_Fe_N_din4_x2_c4_e,-637.908,Fe,Fe,N,din4,N_din4_x2_c4_e,N_din4_x2_c4_e,4,Fe_N_din4_x2_c4_e,din4_x2,Fe_N_din4_x2_c4_e,N_din4_x2_c4_e,-615.582,N,din4,-8.6197175,-8.6197175,-5.0865650000000215,red
Ir_Fe_N_din4_x2_c4_e,-638.189,Ir,Fe,N,din4,N_din4_x2_c4_e,N_din4_x2_c4_e,4,Ir_N_din4_x2_c4_e,din4_x2,Fe_N_din4_x2_c4_e,N_din4_x2_c4_e,-615.582,N,din4,-9.56008375,-8.6197175,-4.42719874999997,red
Ni_Fe_N_din4_x2_c4_e,-635.272,Ni,Fe,N,din4,N_din4_x2_c4_e,N_din4_x2_c4_e,4,Ni_N_din4_x2_c4_e,din4_x2,Fe_N_din4_x2_c4_e,N_din4_x2_c4_e,-615.582,N,din4,-5.86878875,-8.6197175,-5.201493750000054,red
Os_Fe_N_din4_x2_c4_e,-639.727,Os,Fe,N,din4,N_din4_x2_c4_e,N_din4_x2_c4_e,4,Os_N_din4_x2_c4_e,din4_x2,Fe_N_din4_x2_c4_e,N_din4_x2_c4_e,-615.582,N,din4,-11.839378,-8.6197175,-3.6859044999999817,red
Pd_Fe_N_din4_x2_c4_e,-634.139,Pd,Fe,N,din4,N_din4_x2_c4_e,N_din4_x2_c4_e,4,Pd_N_din4_x2_c4_e,din4_x2,Fe_N_din4_x2_c4_e,N_din4_x2_c4_e,-615.582,N,din4,-5.79450325,-8.6197175,-4.142779250000016,red
Pt_Fe_N_din4_x2_c4_e,-635.841,Pt,Fe,N,din4,N_din4_x2_c4_e,N_din4_x2_c4_e,4,Pt_N_din4_x2_c4_e,din4_x2,Fe_N_din4_x2_c4_e,N_din4_x2_c4_e,-615.582,N,din4,-6.8665185,-8.6197175,-4.772764000000015,red
Rh_Fe_N_din4_x2_c4_e,-636.358,Rh,Fe,N,din4,N_din4_x2_c4_e,N_din4_x2_c4_e,4,Rh_N_din4_x2_c4_e,din4_x2,Fe_N_din4_x2_c4_e,N_din4_x2_c4_e,-615.582,N,din4,-7.850822,-8.6197175,-4.305460499999953,red
Ru_Fe_N_din4_x2_c4_e,-637.866,Ru,Fe,N,din4,N_din4_x2_c4_e,N_din4_x2_c4_e,4,Ru_N_din4_x2_c4_e,din4_x2,Fe_N_din4_x2_c4_e,N_din4_x2_c4_e,-615.582,N,din4,-9.8124665,-8.6197175,-3.8518159999999924,red
Zn_Fe_N_din4_x2_c4_e,-629.173,Zn,Fe,N,din4,N_din4_x2_c4_e,N_din4_x2_c4_e,4,Zn_N_din4_x2_c4_e,din4_x2,Fe_N_din4_x2_c4_e,N_din4_x2_c4_e,-615.582,N,din4,-1.61724415,-8.6197175,-3.3540383500000086,red
Ag_Fe_N_din4_x2_c5_a,-629.842,Ag,Fe,N,din4,N_din4_x2_c5_a,N_din4_x2_c5_a,5,Ag_N_din4_x2_c5_a,din4_x2,Fe_N_din4_x2_c5_a,N_din4_x2_c5_a,-614.849,N,din4,-3.20700575,-8.6197175,-3.1662767499999376,red
Au_Fe_N_din4_x2_c5_a,-631.436,Au,Fe,N,din4,N_din4_x2_c5_a,N_din4_x2_c5_a,5,Au_N_din4_x2_c5_a,din4_x2,Fe_N_din4_x2_c5_a,N_din4_x2_c5_a,-614.849,N,din4,-3.8767095,-8.6197175,-4.0905729999999885,red
Co_Fe_N_din4_x2_c5_a,-636.085,Co,Fe,N,din4,N_din4_x2_c5_a,N_din4_x2_c5_a,5,Co_N_din4_x2_c5_a,din4_x2,Fe_N_din4_x2_c5_a,N_din4_x2_c5_a,-614.849,N,din4,-7.3844395,-8.6197175,-5.231842999999991,red
Cu_Fe_N_din4_x2_c5_a,-632.42,Cu,Fe,N,din4,N_din4_x2_c5_a,N_din4_x2_c5_a,5,Cu_N_din4_x2_c5_a,din4_x2,Fe_N_din4_x2_c5_a,N_din4_x2_c5_a,-614.849,N,din4,-4.23458825,-8.6197175,-4.716694249999913,red
Fe_Fe_N_din4_x2_c5_a,-637.135,Fe,Fe,N,din4,N_din4_x2_c5_a,N_din4_x2_c5_a,5,Fe_N_din4_x2_c5_a,din4_x2,Fe_N_din4_x2_c5_a,N_din4_x2_c5_a,-614.849,N,din4,-8.6197175,-8.6197175,-5.046564999999944,red
Ir_Fe_N_din4_x2_c5_a,-637.457,Ir,Fe,N,din4,N_din4_x2_c5_a,N_din4_x2_c5_a,5,Ir_N_din4_x2_c5_a,din4_x2,Fe_N_din4_x2_c5_a,N_din4_x2_c5_a,-614.849,N,din4,-9.56008375,-8.6197175,-4.428198749999947,red
Ni_Fe_N_din4_x2_c5_a,-634.843,Ni,Fe,N,din4,N_din4_x2_c5_a,N_din4_x2_c5_a,5,Ni_N_din4_x2_c5_a,din4_x2,Fe_N_din4_x2_c5_a,N_din4_x2_c5_a,-614.849,N,din4,-5.86878875,-8.6197175,-5.505493749999914,red
Os_Fe_N_din4_x2_c5_a,-639.225,Os,Fe,N,din4,N_din4_x2_c5_a,N_din4_x2_c5_a,5,Os_N_din4_x2_c5_a,din4_x2,Fe_N_din4_x2_c5_a,N_din4_x2_c5_a,-614.849,N,din4,-11.839378,-8.6197175,-3.9169044999999763,red
Pd_Fe_N_din4_x2_c5_a,-633.623,Pd,Fe,N,din4,N_din4_x2_c5_a,N_din4_x2_c5_a,5,Pd_N_din4_x2_c5_a,din4_x2,Fe_N_din4_x2_c5_a,N_din4_x2_c5_a,-614.849,N,din4,-5.79450325,-8.6197175,-4.359779250000001,red
Pt_Fe_N_din4_x2_c5_a,-635.443,Pt,Fe,N,din4,N_din4_x2_c5_a,N_din4_x2_c5_a,5,Pt_N_din4_x2_c5_a,din4_x2,Fe_N_din4_x2_c5_a,N_din4_x2_c5_a,-614.849,N,din4,-6.8665185,-8.6197175,-5.107763999999937,red
Rh_Fe_N_din4_x2_c5_a,-635.707,Rh,Fe,N,din4,N_din4_x2_c5_a,N_din4_x2_c5_a,5,Rh_N_din4_x2_c5_a,din4_x2,Fe_N_din4_x2_c5_a,N_din4_x2_c5_a,-614.849,N,din4,-7.850822,-8.6197175,-4.387460499999946,red
Ru_Fe_N_din4_x2_c5_a,-637.304,Ru,Fe,N,din4,N_din4_x2_c5_a,N_din4_x2_c5_a,5,Ru_N_din4_x2_c5_a,din4_x2,Fe_N_din4_x2_c5_a,N_din4_x2_c5_a,-614.849,N,din4,-9.8124665,-8.6197175,-4.022815999999928,red
Zn_Fe_N_din4_x2_c5_a,-629.201,Zn,Fe,N,din4,N_din4_x2_c5_a,N_din4_x2_c5_a,5,Zn_N_din4_x2_c5_a,din4_x2,Fe_N_din4_x2_c5_a,N_din4_x2_c5_a,-614.849,N,din4,-1.61724415,-8.6197175,-4.115038349999976,red
Ag_Fe_N_din4_x2_c5_b,-629.511,Ag,Fe,N,din4,N_din4_x2_c5_b,N_din4_x2_c5_b,5,Ag_N_din4_x2_c5_b,din4_x2,Fe_N_din4_x2_c5_b,N_din4_x2_c5_b,-614.569,N,din4,-3.20700575,-8.6197175,-3.1152767500000067,red
Au_Fe_N_din4_x2_c5_b,-631.262,Au,Fe,N,din4,N_din4_x2_c5_b,N_din4_x2_c5_b,5,Au_N_din4_x2_c5_b,din4_x2,Fe_N_din4_x2_c5_b,N_din4_x2_c5_b,-614.569,N,din4,-3.8767095,-8.6197175,-4.196572999999983,red
Cd_Fe_N_din4_x2_c5_b,-627.578,Cd,Fe,N,din4,N_din4_x2_c5_b,N_din4_x2_c5_b,5,Cd_N_din4_x2_c5_b,din4_x2,Fe_N_din4_x2_c5_b,N_din4_x2_c5_b,-614.569,N,din4,-1.2330587,-8.6197175,-3.1562238000000136,red
Co_Fe_N_din4_x2_c5_b,-635.777,Co,Fe,N,din4,N_din4_x2_c5_b,N_din4_x2_c5_b,5,Co_N_din4_x2_c5_b,din4_x2,Fe_N_din4_x2_c5_b,N_din4_x2_c5_b,-614.569,N,din4,-7.3844395,-8.6197175,-5.203843000000084,red
Cu_Fe_N_din4_x2_c5_b,-630.799,Cu,Fe,N,din4,N_din4_x2_c5_b,N_din4_x2_c5_b,5,Cu_N_din4_x2_c5_b,din4_x2,Fe_N_din4_x2_c5_b,N_din4_x2_c5_b,-614.569,N,din4,-4.23458825,-8.6197175,-3.375694250000018,red
Fe_Fe_N_din4_x2_c5_b,-636.883,Fe,Fe,N,din4,N_din4_x2_c5_b,N_din4_x2_c5_b,5,Fe_N_din4_x2_c5_b,din4_x2,Fe_N_din4_x2_c5_b,N_din4_x2_c5_b,-614.569,N,din4,-8.6197175,-8.6197175,-5.074565000000078,red
Ir_Fe_N_din4_x2_c5_b,-634.357,Ir,Fe,N,din4,N_din4_x2_c5_b,N_din4_x2_c5_b,5,Ir_N_din4_x2_c5_b,din4_x2,Fe_N_din4_x2_c5_b,N_din4_x2_c5_b,-614.569,N,din4,-9.56008375,-8.6197175,-1.6081987500000103,red
Ni_Fe_N_din4_x2_c5_b,-634.643,Ni,Fe,N,din4,N_din4_x2_c5_b,N_din4_x2_c5_b,5,Ni_N_din4_x2_c5_b,din4_x2,Fe_N_din4_x2_c5_b,N_din4_x2_c5_b,-614.569,N,din4,-5.86878875,-8.6197175,-5.585493750000069,red
Os_Fe_N_din4_x2_c5_b,-638.845,Os,Fe,N,din4,N_din4_x2_c5_b,N_din4_x2_c5_b,5,Os_N_din4_x2_c5_b,din4_x2,Fe_N_din4_x2_c5_b,N_din4_x2_c5_b,-614.569,N,din4,-11.839378,-8.6197175,-3.816904500000067,red
Pd_Fe_N_din4_x2_c5_b,-633.275,Pd,Fe,N,din4,N_din4_x2_c5_b,N_din4_x2_c5_b,5,Pd_N_din4_x2_c5_b,din4_x2,Fe_N_din4_x2_c5_b,N_din4_x2_c5_b,-614.569,N,din4,-5.79450325,-8.6197175,-4.291779250000017,red
Pt_Fe_N_din4_x2_c5_b,-635.201,Pt,Fe,N,din4,N_din4_x2_c5_b,N_din4_x2_c5_b,5,Pt_N_din4_x2_c5_b,din4_x2,Fe_N_din4_x2_c5_b,N_din4_x2_c5_b,-614.569,N,din4,-6.8665185,-8.6197175,-5.145764000000062,red
Rh_Fe_N_din4_x2_c5_b,-634.96,Rh,Fe,N,din4,N_din4_x2_c5_b,N_din4_x2_c5_b,5,Rh_N_din4_x2_c5_b,din4_x2,Fe_N_din4_x2_c5_b,N_din4_x2_c5_b,-614.569,N,din4,-7.850822,-8.6197175,-3.9204605000000754,red
Ru_Fe_N_din4_x2_c5_b,-637.07,Ru,Fe,N,din4,N_din4_x2_c5_b,N_din4_x2_c5_b,5,Ru_N_din4_x2_c5_b,din4_x2,Fe_N_din4_x2_c5_b,N_din4_x2_c5_b,-614.569,N,din4,-9.8124665,-8.6197175,-4.068816000000091,red
Zn_Fe_N_din4_x2_c5_b,-628.5,Zn,Fe,N,din4,N_din4_x2_c5_b,N_din4_x2_c5_b,5,Zn_N_din4_x2_c5_b,din4_x2,Fe_N_din4_x2_c5_b,N_din4_x2_c5_b,-614.569,N,din4,-1.61724415,-8.6197175,-3.6940383500000404,red
Ag_Fe_C_din6_as_c6,-629.665,Ag,Fe,C,din6,C_din6_as_c6,C_din6_as_c6,6,Ag_C_din6_as_c6,din6_as,Fe_C_din6_as_c6,C_din6_as_c6,-615.751,C,din6,-3.20700575,-8.6197175,-2.0872767499999867,green
Au_Fe_C_din6_as_c6,-631.165,Au,Fe,C,din6,C_din6_as_c6,C_din6_as_c6,6,Au_C_din6_as_c6,din6_as,Fe_C_din6_as_c6,C_din6_as_c6,-615.751,C,din6,-3.8767095,-8.6197175,-2.9175729999999866,green
Cd_Fe_C_din6_as_c6,-627.22,Cd,Fe,C,din6,C_din6_as_c6,C_din6_as_c6,6,Cd_C_din6_as_c6,din6_as,Fe_C_din6_as_c6,C_din6_as_c6,-615.751,C,din6,-1.2330587,-8.6197175,-1.61622380000005,green
Co_Fe_C_din6_as_c6,-634.86,Co,Fe,C,din6,C_din6_as_c6,C_din6_as_c6,6,Co_C_din6_as_c6,din6_as,Fe_C_din6_as_c6,C_din6_as_c6,-615.751,C,din6,-7.3844395,-8.6197175,-3.104843000000038,green
Cu_Fe_C_din6_as_c6,-631.681,Cu,Fe,C,din6,C_din6_as_c6,C_din6_as_c6,6,Cu_C_din6_as_c6,din6_as,Fe_C_din6_as_c6,C_din6_as_c6,-615.751,C,din6,-4.23458825,-8.6197175,-3.0756942500000637,green
Fe_Fe_C_din6_as_c6,-636.084,Fe,Fe,C,din6,C_din6_as_c6,C_din6_as_c6,6,Fe_C_din6_as_c6,din6_as,Fe_C_din6_as_c6,C_din6_as_c6,-615.751,C,din6,-8.6197175,-8.6197175,-3.0935649999999697,green
Ir_Fe_C_din6_as_c6,-636.678,Ir,Fe,C,din6,C_din6_as_c6,C_din6_as_c6,6,Ir_C_din6_as_c6,din6_as,Fe_C_din6_as_c6,C_din6_as_c6,-615.751,C,din6,-9.56008375,-8.6197175,-2.7471987500000203,green
Ni_Fe_C_din6_as_c6,-634.015,Ni,Fe,C,din6,C_din6_as_c6,C_din6_as_c6,6,Ni_C_din6_as_c6,din6_as,Fe_C_din6_as_c6,C_din6_as_c6,-615.751,C,din6,-5.86878875,-8.6197175,-3.7754937500000096,green
Os_Fe_C_din6_as_c6,-638.363,Os,Fe,C,din6,C_din6_as_c6,C_din6_as_c6,6,Os_C_din6_as_c6,din6_as,Fe_C_din6_as_c6,C_din6_as_c6,-615.751,C,din6,-11.839378,-8.6197175,-2.15290450000008,green
Pd_Fe_C_din6_as_c6,-633.379,Pd,Fe,C,din6,C_din6_as_c6,C_din6_as_c6,6,Pd_C_din6_as_c6,din6_as,Fe_C_din6_as_c6,C_din6_as_c6,-615.751,C,din6,-5.79450325,-8.6197175,-3.2137792500000426,green
Pt_Fe_C_din6_as_c6,-634.899,Pt,Fe,C,din6,C_din6_as_c6,C_din6_as_c6,6,Pt_C_din6_as_c6,din6_as,Fe_C_din6_as_c6,C_din6_as_c6,-615.751,C,din6,-6.8665185,-8.6197175,-3.6617640000000247,green
Rh_Fe_C_din6_as_c6,-635.136,Rh,Fe,C,din6,C_din6_as_c6,C_din6_as_c6,6,Rh_C_din6_as_c6,din6_as,Fe_C_din6_as_c6,C_din6_as_c6,-615.751,C,din6,-7.850822,-8.6197175,-2.91446049999999,green
Ru_Fe_C_din6_as_c6,-636.574,Ru,Fe,C,din6,C_din6_as_c6,C_din6_as_c6,6,Ru_C_din6_as_c6,din6_as,Fe_C_din6_as_c6,C_din6_as_c6,-615.751,C,din6,-9.8124665,-8.6197175,-2.3908159999999796,green
Zn_Fe_C_din6_as_c6,-628.848,Zn,Fe,C,din6,C_din6_as_c6,C_din6_as_c6,6,Zn_C_din6_as_c6,din6_as,Fe_C_din6_as_c6,C_din6_as_c6,-615.751,C,din6,-1.61724415,-8.6197175,-2.8600383499999804,green
Ag_Fe_N_din6_as_c0,-630.305,Ag,Fe,N,din6,N_din6_as_c0,N_din6_as_c0,0,Ag_N_din6_as_c0,din6_as,Fe_N_din6_as_c0,N_din6_as_c0,-618.513,N,din6,-3.20700575,-8.6197175,0.03472325000008425,green
Au_Fe_N_din6_as_c0,-631.052,Au,Fe,N,din6,N_din6_as_c0,N_din6_as_c0,0,Au_N_din6_as_c0,din6_as,Fe_N_din6_as_c0,N_din6_as_c0,-618.513,N,din6,-3.8767095,-8.6197175,-0.04257299999998665,green
Cd_Fe_N_din6_as_c0,-629.099,Cd,Fe,N,din6,N_din6_as_c0,N_din6_as_c0,0,Cd_N_din6_as_c0,din6_as,Fe_N_din6_as_c0,N_din6_as_c0,-618.513,N,din6,-1.2330587,-8.6197175,-0.7332238000000117,green
Co_Fe_N_din6_as_c0,-636.108,Co,Fe,N,din6,N_din6_as_c0,N_din6_as_c0,0,Co_N_din6_as_c0,din6_as,Fe_N_din6_as_c0,N_din6_as_c0,-618.513,N,din6,-7.3844395,-8.6197175,-1.5908429999999143,green
Cu_Fe_N_din6_as_c0,-632.4,Cu,Fe,N,din6,N_din6_as_c0,N_din6_as_c0,0,Cu_N_din6_as_c0,din6_as,Fe_N_din6_as_c0,N_din6_as_c0,-618.513,N,din6,-4.23458825,-8.6197175,-1.0326942499999436,green
Fe_Fe_N_din6_as_c0,-637.068,Fe,Fe,N,din6,N_din6_as_c0,N_din6_as_c0,0,Fe_N_din6_as_c0,din6_as,Fe_N_din6_as_c0,N_din6_as_c0,-618.513,N,din6,-8.6197175,-8.6197175,-1.3155649999999497,green
Ir_Fe_N_din6_as_c0,-636.862,Ir,Fe,N,din6,N_din6_as_c0,N_din6_as_c0,0,Ir_N_din6_as_c0,din6_as,Fe_N_din6_as_c0,N_din6_as_c0,-618.513,N,din6,-9.56008375,-8.6197175,-0.16919874999993212,green
Ni_Fe_N_din6_as_c0,-634.731,Ni,Fe,N,din6,N_din6_as_c0,N_din6_as_c0,0,Ni_N_din6_as_c0,din6_as,Fe_N_din6_as_c0,N_din6_as_c0,-618.513,N,din6,-5.86878875,-8.6197175,-1.7294937499999605,green
Os_Fe_N_din6_as_c0,-638.161,Os,Fe,N,din6,N_din6_as_c0,N_din6_as_c0,0,Os_N_din6_as_c0,din6_as,Fe_N_din6_as_c0,N_din6_as_c0,-618.513,N,din6,-11.839378,-8.6197175,0.8110955000000892,green
Pd_Fe_N_din6_as_c0,-633.842,Pd,Fe,N,din6,N_din6_as_c0,N_din6_as_c0,0,Pd_N_din6_as_c0,din6_as,Fe_N_din6_as_c0,N_din6_as_c0,-618.513,N,din6,-5.79450325,-8.6197175,-0.9147792499999507,green
Pt_Fe_N_din6_as_c0,-634.846,Pt,Fe,N,din6,N_din6_as_c0,N_din6_as_c0,0,Pt_N_din6_as_c0,din6_as,Fe_N_din6_as_c0,N_din6_as_c0,-618.513,N,din6,-6.8665185,-8.6197175,-0.8467639999999701,green
Rh_Fe_N_din6_as_c0,-635.799,Rh,Fe,N,din6,N_din6_as_c0,N_din6_as_c0,0,Rh_N_din6_as_c0,din6_as,Fe_N_din6_as_c0,N_din6_as_c0,-618.513,N,din6,-7.850822,-8.6197175,-0.8154604999999435,green
Ru_Fe_N_din6_as_c0,-637.02,Ru,Fe,N,din6,N_din6_as_c0,N_din6_as_c0,0,Ru_N_din6_as_c0,din6_as,Fe_N_din6_as_c0,N_din6_as_c0,-618.513,N,din6,-9.8124665,-8.6197175,-0.0748159999999487,green
Zn_Fe_N_din6_as_c0,-630.112,Zn,Fe,N,din6,N_din6_as_c0,N_din6_as_c0,0,Zn_N_din6_as_c0,din6_as,Fe_N_din6_as_c0,N_din6_as_c0,-618.513,N,din6,-1.61724415,-8.6197175,-1.3620383499999331,green
Ag_Fe_N_din6_as_c1_1,-630.247,Ag,Fe,N,din6,N_din6_as_c1_1,N_din6_as_c1_1,1,Ag_N_din6_as_c1_1,din6_as,Fe_N_din6_as_c1_1,N_din6_as_c1_1,-617.784,N,din6,-3.20700575,-8.6197175,-0.6362767499999649,green
Au_Fe_N_din6_as_c1_1,-631.013,Au,Fe,N,din6,N_din6_as_c1_1,N_din6_as_c1_1,1,Au_N_din6_as_c1_1,din6_as,Fe_N_din6_as_c1_1,N_din6_as_c1_1,-617.784,N,din6,-3.8767095,-8.6197175,-0.7325730000000412,green
Cd_Fe_N_din6_as_c1_1,-628.85,Cd,Fe,N,din6,N_din6_as_c1_1,N_din6_as_c1_1,1,Cd_N_din6_as_c1_1,din6_as,Fe_N_din6_as_c1_1,N_din6_as_c1_1,-617.784,N,din6,-1.2330587,-8.6197175,-1.21322380000003,green
Co_Fe_N_din6_as_c1_1,-635.636,Co,Fe,N,din6,N_din6_as_c1_1,N_din6_as_c1_1,1,Co_N_din6_as_c1_1,din6_as,Fe_N_din6_as_c1_1,N_din6_as_c1_1,-617.784,N,din6,-7.3844395,-8.6197175,-1.8478429999999761,green
Cu_Fe_N_din6_as_c1_1,-632.602,Cu,Fe,N,din6,N_din6_as_c1_1,N_din6_as_c1_1,1,Cu_N_din6_as_c1_1,din6_as,Fe_N_din6_as_c1_1,N_din6_as_c1_1,-617.784,N,din6,-4.23458825,-8.6197175,-1.9636942499999837,green
Fe_Fe_N_din6_as_c1_1,-636.65,Fe,Fe,N,din6,N_din6_as_c1_1,N_din6_as_c1_1,1,Fe_N_din6_as_c1_1,din6_as,Fe_N_din6_as_c1_1,N_din6_as_c1_1,-617.784,N,din6,-8.6197175,-8.6197175,-1.6265649999999852,green
Ir_Fe_N_din6_as_c1_1,-636.705,Ir,Fe,N,din6,N_din6_as_c1_1,N_din6_as_c1_1,1,Ir_N_din6_as_c1_1,din6_as,Fe_N_din6_as_c1_1,N_din6_as_c1_1,-617.784,N,din6,-9.56008375,-8.6197175,-0.7411987500000485,green
Ni_Fe_N_din6_as_c1_1,-634.725,Ni,Fe,N,din6,N_din6_as_c1_1,N_din6_as_c1_1,1,Ni_N_din6_as_c1_1,din6_as,Fe_N_din6_as_c1_1,N_din6_as_c1_1,-617.784,N,din6,-5.86878875,-8.6197175,-2.4524937500000306,green
Os_Fe_N_din6_as_c1_1,-638.232,Os,Fe,N,din6,N_din6_as_c1_1,N_din6_as_c1_1,1,Os_N_din6_as_c1_1,din6_as,Fe_N_din6_as_c1_1,N_din6_as_c1_1,-617.784,N,din6,-11.839378,-8.6197175,0.011095500000021019,green
Pd_Fe_N_din6_as_c1_1,-633.821,Pd,Fe,N,din6,N_din6_as_c1_1,N_din6_as_c1_1,1,Pd_N_din6_as_c1_1,din6_as,Fe_N_din6_as_c1_1,N_din6_as_c1_1,-617.784,N,din6,-5.79450325,-8.6197175,-1.6227792500000344,green
Pt_Fe_N_din6_as_c1_1,-634.874,Pt,Fe,N,din6,N_din6_as_c1_1,N_din6_as_c1_1,1,Pt_N_din6_as_c1_1,din6_as,Fe_N_din6_as_c1_1,N_din6_as_c1_1,-617.784,N,din6,-6.8665185,-8.6197175,-1.603764000000032,green
Rh_Fe_N_din6_as_c1_1,-635.667,Rh,Fe,N,din6,N_din6_as_c1_1,N_din6_as_c1_1,1,Rh_N_din6_as_c1_1,din6_as,Fe_N_din6_as_c1_1,N_din6_as_c1_1,-617.784,N,din6,-7.850822,-8.6197175,-1.4124605000000372,green
Ru_Fe_N_din6_as_c1_1,-636.945,Ru,Fe,N,din6,N_din6_as_c1_1,N_din6_as_c1_1,1,Ru_N_din6_as_c1_1,din6_as,Fe_N_din6_as_c1_1,N_din6_as_c1_1,-617.784,N,din6,-9.8124665,-8.6197175,-0.7288160000000588,green
Zn_Fe_N_din6_as_c1_1,-629.968,Zn,Fe,N,din6,N_din6_as_c1_1,N_din6_as_c1_1,1,Zn_N_din6_as_c1_1,din6_as,Fe_N_din6_as_c1_1,N_din6_as_c1_1,-617.784,N,din6,-1.61724415,-8.6197175,-1.9470383499999695,green
Ag_Fe_N_din6_as_c1_2,-630.844,Ag,Fe,N,din6,N_din6_as_c1_2,N_din6_as_c1_2,1,Ag_N_din6_as_c1_2,din6_as,Fe_N_din6_as_c1_2,N_din6_as_c1_2,-617.509,N,din6,-3.20700575,-8.6197175,-1.5082767500000358,green
Au_Fe_N_din6_as_c1_2,-631.746,Au,Fe,N,din6,N_din6_as_c1_2,N_din6_as_c1_2,1,Au_N_din6_as_c1_2,din6_as,Fe_N_din6_as_c1_2,N_din6_as_c1_2,-617.509,N,din6,-3.8767095,-8.6197175,-1.7405729999999657,green
Cd_Fe_N_din6_as_c1_2,-629.371,Cd,Fe,N,din6,N_din6_as_c1_2,N_din6_as_c1_2,1,Cd_N_din6_as_c1_2,din6_as,Fe_N_din6_as_c1_2,N_din6_as_c1_2,-617.509,N,din6,-1.2330587,-8.6197175,-2.0092237999999654,green
Co_Fe_N_din6_as_c1_2,-636.062,Co,Fe,N,din6,N_din6_as_c1_2,N_din6_as_c1_2,1,Co_N_din6_as_c1_2,din6_as,Fe_N_din6_as_c1_2,N_din6_as_c1_2,-617.509,N,din6,-7.3844395,-8.6197175,-2.548842999999998,green
Cu_Fe_N_din6_as_c1_2,-633.181,Cu,Fe,N,din6,N_din6_as_c1_2,N_din6_as_c1_2,1,Cu_N_din6_as_c1_2,din6_as,Fe_N_din6_as_c1_2,N_din6_as_c1_2,-617.509,N,din6,-4.23458825,-8.6197175,-2.8176942500000255,green
Fe_Fe_N_din6_as_c1_2,-637.037,Fe,Fe,N,din6,N_din6_as_c1_2,N_din6_as_c1_2,1,Fe_N_din6_as_c1_2,din6_as,Fe_N_din6_as_c1_2,N_din6_as_c1_2,-617.509,N,din6,-8.6197175,-8.6197175,-2.2885650000000197,green
Ir_Fe_N_din6_as_c1_2,-636.924,Ir,Fe,N,din6,N_din6_as_c1_2,N_din6_as_c1_2,1,Ir_N_din6_as_c1_2,din6_as,Fe_N_din6_as_c1_2,N_din6_as_c1_2,-617.509,N,din6,-9.56008375,-8.6197175,-1.235198749999963,green
Ni_Fe_N_din6_as_c1_2,-635.069,Ni,Fe,N,din6,N_din6_as_c1_2,N_din6_as_c1_2,1,Ni_N_din6_as_c1_2,din6_as,Fe_N_din6_as_c1_2,N_din6_as_c1_2,-617.509,N,din6,-5.86878875,-8.6197175,-3.071493749999945,green
Os_Fe_N_din6_as_c1_2,-638.321,Os,Fe,N,din6,N_din6_as_c1_2,N_din6_as_c1_2,1,Os_N_din6_as_c1_2,din6_as,Fe_N_din6_as_c1_2,N_din6_as_c1_2,-617.509,N,din6,-11.839378,-8.6197175,-0.3529045000000117,green
