system_dacs,tot_energy_dacs,M1,M2,heteroatom_dacs,basic_cavity_dacs,cavity,cavity_v2,cavity_3,M1_cavity,cavity_4,M2_cavity,system_sacs_pristine,tot_energy_sacs_pristine,heteroatom_sacs_pristine,basic_cavity_sacs_pristine,Ecoh_m1,Ecoh_m2,E_dft_M1M2,color
Rh_Fe_N_din6_as_c2_34,-635.913,Rh,Fe,N,din6,N_din6_as_c2_34,N_din6_as_c2_34,2,Rh_N_din6_as_c2_34,din6_as,Fe_N_din6_as_c2_34,N_din6_as_c2_34,-618.089,N,din6,-7.850822,-8.6197175,-1.3534604999999544,green
Ru_Fe_N_din6_as_c2_34,-637.014,Ru,Fe,N,din6,N_din6_as_c2_34,N_din6_as_c2_34,2,Ru_N_din6_as_c2_34,din6_as,Fe_N_din6_as_c2_34,N_din6_as_c2_34,-618.089,N,din6,-9.8124665,-8.6197175,-0.49281599999995507,green
Zn_Fe_N_din6_as_c2_34,-629.464,Zn,Fe,N,din6,N_din6_as_c2_34,N_din6_as_c2_34,2,Zn_N_din6_as_c2_34,din6_as,Fe_N_din6_as_c2_34,N_din6_as_c2_34,-618.089,N,din6,-1.61724415,-8.6197175,-1.1380383500000004,green
Ag_Fe_N_din6_as_c2_35,-629.824,Ag,Fe,N,din6,N_din6_as_c2_35,N_din6_as_c2_35,2,Ag_N_din6_as_c2_35,din6_as,Fe_N_din6_as_c2_35,N_din6_as_c2_35,-616.83,N,din6,-3.20700575,-8.6197175,-1.167276749999914,green
Au_Fe_N_din6_as_c2_35,-631.021,Au,Fe,N,din6,N_din6_as_c2_35,N_din6_as_c2_35,2,Au_N_din6_as_c2_35,din6_as,Fe_N_din6_as_c2_35,N_din6_as_c2_35,-616.83,N,din6,-3.8767095,-8.6197175,-1.6945729999999166,green
Cd_Fe_N_din6_as_c2_35,-628.438,Cd,Fe,N,din6,N_din6_as_c2_35,N_din6_as_c2_35,2,Cd_N_din6_as_c2_35,din6_as,Fe_N_din6_as_c2_35,N_din6_as_c2_35,-616.83,N,din6,-1.2330587,-8.6197175,-1.7552237999999463,green
Co_Fe_N_din6_as_c2_35,-635.713,Co,Fe,N,din6,N_din6_as_c2_35,N_din6_as_c2_35,2,Co_N_din6_as_c2_35,din6_as,Fe_N_din6_as_c2_35,N_din6_as_c2_35,-616.83,N,din6,-7.3844395,-8.6197175,-2.878842999999925,green
Cu_Fe_N_din6_as_c2_35,-631.956,Cu,Fe,N,din6,N_din6_as_c2_35,N_din6_as_c2_35,2,Cu_N_din6_as_c2_35,din6_as,Fe_N_din6_as_c2_35,N_din6_as_c2_35,-616.83,N,din6,-4.23458825,-8.6197175,-2.2716942499999764,green
Fe_Fe_N_din6_as_c2_35,-636.791,Fe,Fe,N,din6,N_din6_as_c2_35,N_din6_as_c2_35,2,Fe_N_din6_as_c2_35,din6_as,Fe_N_din6_as_c2_35,N_din6_as_c2_35,-616.83,N,din6,-8.6197175,-8.6197175,-2.7215650000000124,green
Ir_Fe_N_din6_as_c2_35,-637.302,Ir,Fe,N,din6,N_din6_as_c2_35,N_din6_as_c2_35,2,Ir_N_din6_as_c2_35,din6_as,Fe_N_din6_as_c2_35,N_din6_as_c2_35,-616.83,N,din6,-9.56008375,-8.6197175,-2.2921987499999794,green
Ni_Fe_N_din6_as_c2_35,-634.482,Ni,Fe,N,din6,N_din6_as_c2_35,N_din6_as_c2_35,2,Ni_N_din6_as_c2_35,din6_as,Fe_N_din6_as_c2_35,N_din6_as_c2_35,-616.83,N,din6,-5.86878875,-8.6197175,-3.1634937499999296,green
Os_Fe_N_din6_as_c2_35,-638.615,Os,Fe,N,din6,N_din6_as_c2_35,N_din6_as_c2_35,2,Os_N_din6_as_c2_35,din6_as,Fe_N_din6_as_c2_35,N_din6_as_c2_35,-616.83,N,din6,-11.839378,-8.6197175,-1.325904499999968,green
Pd_Fe_N_din6_as_c2_35,-634.036,Pd,Fe,N,din6,N_din6_as_c2_35,N_din6_as_c2_35,2,Pd_N_din6_as_c2_35,din6_as,Fe_N_din6_as_c2_35,N_din6_as_c2_35,-616.83,N,din6,-5.79450325,-8.6197175,-2.7917792499999035,green
Pt_Fe_N_din6_as_c2_35,-635.24,Pt,Fe,N,din6,N_din6_as_c2_35,N_din6_as_c2_35,2,Pt_N_din6_as_c2_35,din6_as,Fe_N_din6_as_c2_35,N_din6_as_c2_35,-616.83,N,din6,-6.8665185,-8.6197175,-2.9237639999999683,green
Rh_Fe_N_din6_as_c2_35,-635.983,Rh,Fe,N,din6,N_din6_as_c2_35,N_din6_as_c2_35,2,Rh_N_din6_as_c2_35,din6_as,Fe_N_din6_as_c2_35,N_din6_as_c2_35,-616.83,N,din6,-7.850822,-8.6197175,-2.6824604999999053,green
Ru_Fe_N_din6_as_c2_35,-637.151,Ru,Fe,N,din6,N_din6_as_c2_35,N_din6_as_c2_35,2,Ru_N_din6_as_c2_35,din6_as,Fe_N_din6_as_c2_35,N_din6_as_c2_35,-616.83,N,din6,-9.8124665,-8.6197175,-1.8888159999999132,green
Zn_Fe_N_din6_as_c2_35,-629.608,Zn,Fe,N,din6,N_din6_as_c2_35,N_din6_as_c2_35,2,Zn_N_din6_as_c2_35,din6_as,Fe_N_din6_as_c2_35,N_din6_as_c2_35,-616.83,N,din6,-1.61724415,-8.6197175,-2.5410383499999067,green
Ag_Fe_N_din6_as_c2_36,-629.738,Ag,Fe,N,din6,N_din6_as_c2_36,N_din6_as_c2_36,2,Ag_N_din6_as_c2_36,din6_as,Fe_N_din6_as_c2_36,N_din6_as_c2_36,-617.154,N,din6,-3.20700575,-8.6197175,-0.7572767500000595,green
Au_Fe_N_din6_as_c2_36,-630.739,Au,Fe,N,din6,N_din6_as_c2_36,N_din6_as_c2_36,2,Au_N_din6_as_c2_36,din6_as,Fe_N_din6_as_c2_36,N_din6_as_c2_36,-617.154,N,din6,-3.8767095,-8.6197175,-1.0885730000000358,green
Cd_Fe_N_din6_as_c2_36,-628.662,Cd,Fe,N,din6,N_din6_as_c2_36,N_din6_as_c2_36,2,Cd_N_din6_as_c2_36,din6_as,Fe_N_din6_as_c2_36,N_din6_as_c2_36,-617.154,N,din6,-1.2330587,-8.6197175,-1.6552238000000372,green
Co_Fe_N_din6_as_c2_36,-635.745,Co,Fe,N,din6,N_din6_as_c2_36,N_din6_as_c2_36,2,Co_N_din6_as_c2_36,din6_as,Fe_N_din6_as_c2_36,N_din6_as_c2_36,-617.154,N,din6,-7.3844395,-8.6197175,-2.586843000000009,green
Cu_Fe_N_din6_as_c2_36,-632.055,Cu,Fe,N,din6,N_din6_as_c2_36,N_din6_as_c2_36,2,Cu_N_din6_as_c2_36,din6_as,Fe_N_din6_as_c2_36,N_din6_as_c2_36,-617.154,N,din6,-4.23458825,-8.6197175,-2.0466942499999536,green
Fe_Fe_N_din6_as_c2_36,-636.724,Fe,Fe,N,din6,N_din6_as_c2_36,N_din6_as_c2_36,2,Fe_N_din6_as_c2_36,din6_as,Fe_N_din6_as_c2_36,N_din6_as_c2_36,-617.154,N,din6,-8.6197175,-8.6197175,-2.3305650000000497,green
Ir_Fe_N_din6_as_c2_36,-637.077,Ir,Fe,N,din6,N_din6_as_c2_36,N_din6_as_c2_36,2,Ir_N_din6_as_c2_36,din6_as,Fe_N_din6_as_c2_36,N_din6_as_c2_36,-617.154,N,din6,-9.56008375,-8.6197175,-1.7431987500000012,green
Ni_Fe_N_din6_as_c2_36,-634.486,Ni,Fe,N,din6,N_din6_as_c2_36,N_din6_as_c2_36,2,Ni_N_din6_as_c2_36,din6_as,Fe_N_din6_as_c2_36,N_din6_as_c2_36,-617.154,N,din6,-5.86878875,-8.6197175,-2.8434937499999933,green
Os_Fe_N_din6_as_c2_36,-638.24,Os,Fe,N,din6,N_din6_as_c2_36,N_din6_as_c2_36,2,Os_N_din6_as_c2_36,din6_as,Fe_N_din6_as_c2_36,N_din6_as_c2_36,-617.154,N,din6,-11.839378,-8.6197175,-0.6269045000000126,green
Pd_Fe_N_din6_as_c2_36,-633.962,Pd,Fe,N,din6,N_din6_as_c2_36,N_din6_as_c2_36,2,Pd_N_din6_as_c2_36,din6_as,Fe_N_din6_as_c2_36,N_din6_as_c2_36,-617.154,N,din6,-5.79450325,-8.6197175,-2.3937792499999926,green
Pt_Fe_N_din6_as_c2_36,-635.08,Pt,Fe,N,din6,N_din6_as_c2_36,N_din6_as_c2_36,2,Pt_N_din6_as_c2_36,din6_as,Fe_N_din6_as_c2_36,N_din6_as_c2_36,-617.154,N,din6,-6.8665185,-8.6197175,-2.4397640000000447,green
Rh_Fe_N_din6_as_c2_36,-635.876,Rh,Fe,N,din6,N_din6_as_c2_36,N_din6_as_c2_36,2,Rh_N_din6_as_c2_36,din6_as,Fe_N_din6_as_c2_36,N_din6_as_c2_36,-617.154,N,din6,-7.850822,-8.6197175,-2.251460499999979,green
Ru_Fe_N_din6_as_c2_36,-636.922,Ru,Fe,N,din6,N_din6_as_c2_36,N_din6_as_c2_36,2,Ru_N_din6_as_c2_36,din6_as,Fe_N_din6_as_c2_36,N_din6_as_c2_36,-617.154,N,din6,-9.8124665,-8.6197175,-1.3358160000000296,green
Zn_Fe_N_din6_as_c2_36,-629.772,Zn,Fe,N,din6,N_din6_as_c2_36,N_din6_as_c2_36,2,Zn_N_din6_as_c2_36,din6_as,Fe_N_din6_as_c2_36,N_din6_as_c2_36,-617.154,N,din6,-1.61724415,-8.6197175,-2.3810383500000523,green
Ag_Fe_N_din6_as_c3_123,-629.93,Ag,Fe,N,din6,N_din6_as_c3_123,N_din6_as_c3_123,3,Ag_N_din6_as_c3_123,din6_as,Fe_N_din6_as_c3_123,N_din6_as_c3_123,-615.893,N,din6,-3.20700575,-8.6197175,-2.2102767499999203,green
Au_Fe_N_din6_as_c3_123,-631.277,Au,Fe,N,din6,N_din6_as_c3_123,N_din6_as_c3_123,3,Au_N_din6_as_c3_123,din6_as,Fe_N_din6_as_c3_123,N_din6_as_c3_123,-615.893,N,din6,-3.8767095,-8.6197175,-2.887573000000014,green
Cd_Fe_N_din6_as_c3_123,-628.278,Cd,Fe,N,din6,N_din6_as_c3_123,N_din6_as_c3_123,3,Cd_N_din6_as_c3_123,din6_as,Fe_N_din6_as_c3_123,N_din6_as_c3_123,-615.893,N,din6,-1.2330587,-8.6197175,-2.53222379999999,green
Co_Fe_N_din6_as_c3_123,-635.358,Co,Fe,N,din6,N_din6_as_c3_123,N_din6_as_c3_123,3,Co_N_din6_as_c3_123,din6_as,Fe_N_din6_as_c3_123,N_din6_as_c3_123,-615.893,N,din6,-7.3844395,-8.6197175,-3.460842999999919,green
Cu_Fe_N_din6_as_c3_123,-632.026,Cu,Fe,N,din6,N_din6_as_c3_123,N_din6_as_c3_123,3,Cu_N_din6_as_c3_123,din6_as,Fe_N_din6_as_c3_123,N_din6_as_c3_123,-615.893,N,din6,-4.23458825,-8.6197175,-3.2786942499999245,green
Fe_Fe_N_din6_as_c3_123,-636.47,Fe,Fe,N,din6,N_din6_as_c3_123,N_din6_as_c3_123,3,Fe_N_din6_as_c3_123,din6_as,Fe_N_din6_as_c3_123,N_din6_as_c3_123,-615.893,N,din6,-8.6197175,-8.6197175,-3.337564999999998,green
Ir_Fe_N_din6_as_c3_123,-636.81,Ir,Fe,N,din6,N_din6_as_c3_123,N_din6_as_c3_123,3,Ir_N_din6_as_c3_123,din6_as,Fe_N_din6_as_c3_123,N_din6_as_c3_123,-615.893,N,din6,-9.56008375,-8.6197175,-2.7371987499999157,green
Ni_Fe_N_din6_as_c3_123,-634.307,Ni,Fe,N,din6,N_din6_as_c3_123,N_din6_as_c3_123,3,Ni_N_din6_as_c3_123,din6_as,Fe_N_din6_as_c3_123,N_din6_as_c3_123,-615.893,N,din6,-5.86878875,-8.6197175,-3.925493749999987,green
Os_Fe_N_din6_as_c3_123,-637.917,Os,Fe,N,din6,N_din6_as_c3_123,N_din6_as_c3_123,3,Os_N_din6_as_c3_123,din6_as,Fe_N_din6_as_c3_123,N_din6_as_c3_123,-615.893,N,din6,-11.839378,-8.6197175,-1.5649045000000008,green
Pd_Fe_N_din6_as_c3_123,-633.657,Pd,Fe,N,din6,N_din6_as_c3_123,N_din6_as_c3_123,3,Pd_N_din6_as_c3_123,din6_as,Fe_N_din6_as_c3_123,N_din6_as_c3_123,-615.893,N,din6,-5.79450325,-8.6197175,-3.34977925000001,green
Pt_Fe_N_din6_as_c3_123,-635.047,Pt,Fe,N,din6,N_din6_as_c3_123,N_din6_as_c3_123,3,Pt_N_din6_as_c3_123,din6_as,Fe_N_din6_as_c3_123,N_din6_as_c3_123,-615.893,N,din6,-6.8665185,-8.6197175,-3.6677639999999965,green
Rh_Fe_N_din6_as_c3_123,-635.384,Rh,Fe,N,din6,N_din6_as_c3_123,N_din6_as_c3_123,3,Rh_N_din6_as_c3_123,din6_as,Fe_N_din6_as_c3_123,N_din6_as_c3_123,-615.893,N,din6,-7.850822,-8.6197175,-3.0204604999999844,green
Ru_Fe_N_din6_as_c3_123,-636.228,Ru,Fe,N,din6,N_din6_as_c3_123,N_din6_as_c3_123,3,Ru_N_din6_as_c3_123,din6_as,Fe_N_din6_as_c3_123,N_din6_as_c3_123,-615.893,N,din6,-9.8124665,-8.6197175,-1.9028159999999232,green
Zn_Fe_N_din6_as_c3_123,-629.888,Zn,Fe,N,din6,N_din6_as_c3_123,N_din6_as_c3_123,3,Zn_N_din6_as_c3_123,din6_as,Fe_N_din6_as_c3_123,N_din6_as_c3_123,-615.893,N,din6,-1.61724415,-8.6197175,-3.758038350000005,green
Ag_Fe_N_din6_as_c3_124,-630.02,Ag,Fe,N,din6,N_din6_as_c3_124,N_din6_as_c3_124,3,Ag_N_din6_as_c3_124,din6_as,Fe_N_din6_as_c3_124,N_din6_as_c3_124,-615.966,N,din6,-3.20700575,-8.6197175,-2.227276749999973,green
Au_Fe_N_din6_as_c3_124,-631.267,Au,Fe,N,din6,N_din6_as_c3_124,N_din6_as_c3_124,3,Au_N_din6_as_c3_124,din6_as,Fe_N_din6_as_c3_124,N_din6_as_c3_124,-615.966,N,din6,-3.8767095,-8.6197175,-2.804573000000044,green
Cd_Fe_N_din6_as_c3_124,-628.485,Cd,Fe,N,din6,N_din6_as_c3_124,N_din6_as_c3_124,3,Cd_N_din6_as_c3_124,din6_as,Fe_N_din6_as_c3_124,N_din6_as_c3_124,-615.966,N,din6,-1.2330587,-8.6197175,-2.6662238000000045,green
Co_Fe_N_din6_as_c3_124,-635.275,Co,Fe,N,din6,N_din6_as_c3_124,N_din6_as_c3_124,3,Co_N_din6_as_c3_124,din6_as,Fe_N_din6_as_c3_124,N_din6_as_c3_124,-615.966,N,din6,-7.3844395,-8.6197175,-3.3048429999999698,green
Cu_Fe_N_din6_as_c3_124,-632.311,Cu,Fe,N,din6,N_din6_as_c3_124,N_din6_as_c3_124,3,Cu_N_din6_as_c3_124,din6_as,Fe_N_din6_as_c3_124,N_din6_as_c3_124,-615.966,N,din6,-4.23458825,-8.6197175,-3.4906942500000273,green
Fe_Fe_N_din6_as_c3_124,-636.248,Fe,Fe,N,din6,N_din6_as_c3_124,N_din6_as_c3_124,3,Fe_N_din6_as_c3_124,din6_as,Fe_N_din6_as_c3_124,N_din6_as_c3_124,-615.966,N,din6,-8.6197175,-8.6197175,-3.042565000000039,green
Ir_Fe_N_din6_as_c3_124,-636.497,Ir,Fe,N,din6,N_din6_as_c3_124,N_din6_as_c3_124,3,Ir_N_din6_as_c3_124,din6_as,Fe_N_din6_as_c3_124,N_din6_as_c3_124,-615.966,N,din6,-9.56008375,-8.6197175,-2.3511987499999485,green
Ni_Fe_N_din6_as_c3_124,-634.242,Ni,Fe,N,din6,N_din6_as_c3_124,N_din6_as_c3_124,3,Ni_N_din6_as_c3_124,din6_as,Fe_N_din6_as_c3_124,N_din6_as_c3_124,-615.966,N,din6,-5.86878875,-8.6197175,-3.7874937499999533,green
Os_Fe_N_din6_as_c3_124,-638.0,Os,Fe,N,din6,N_din6_as_c3_124,N_din6_as_c3_124,3,Os_N_din6_as_c3_124,din6_as,Fe_N_din6_as_c3_124,N_din6_as_c3_124,-615.966,N,din6,-11.839378,-8.6197175,-1.5749044999999917,green
Pd_Fe_N_din6_as_c3_124,-633.412,Pd,Fe,N,din6,N_din6_as_c3_124,N_din6_as_c3_124,3,Pd_N_din6_as_c3_124,din6_as,Fe_N_din6_as_c3_124,N_din6_as_c3_124,-615.966,N,din6,-5.79450325,-8.6197175,-3.0317792500000262,green
Pt_Fe_N_din6_as_c3_124,-634.682,Pt,Fe,N,din6,N_din6_as_c3_124,N_din6_as_c3_124,3,Pt_N_din6_as_c3_124,din6_as,Fe_N_din6_as_c3_124,N_din6_as_c3_124,-615.966,N,din6,-6.8665185,-8.6197175,-3.2297640000000083,green
Rh_Fe_N_din6_as_c3_124,-635.227,Rh,Fe,N,din6,N_din6_as_c3_124,N_din6_as_c3_124,3,Rh_N_din6_as_c3_124,din6_as,Fe_N_din6_as_c3_124,N_din6_as_c3_124,-615.966,N,din6,-7.850822,-8.6197175,-2.7904604999999663,green
Ru_Fe_N_din6_as_c3_124,-636.609,Ru,Fe,N,din6,N_din6_as_c3_124,N_din6_as_c3_124,3,Ru_N_din6_as_c3_124,din6_as,Fe_N_din6_as_c3_124,N_din6_as_c3_124,-615.966,N,din6,-9.8124665,-8.6197175,-2.2108160000000296,green
Zn_Fe_N_din6_as_c3_124,-630.304,Zn,Fe,N,din6,N_din6_as_c3_124,N_din6_as_c3_124,3,Zn_N_din6_as_c3_124,din6_as,Fe_N_din6_as_c3_124,N_din6_as_c3_124,-615.966,N,din6,-1.61724415,-8.6197175,-4.101038349999966,green
Ag_Fe_N_din6_as_c3_125,-630.149,Ag,Fe,N,din6,N_din6_as_c3_125,N_din6_as_c3_125,3,Ag_N_din6_as_c3_125,din6_as,Fe_N_din6_as_c3_125,N_din6_as_c3_125,-615.637,N,din6,-3.20700575,-8.6197175,-2.6852767500000567,green
Au_Fe_N_din6_as_c3_125,-631.208,Au,Fe,N,din6,N_din6_as_c3_125,N_din6_as_c3_125,3,Au_N_din6_as_c3_125,din6_as,Fe_N_din6_as_c3_125,N_din6_as_c3_125,-615.637,N,din6,-3.8767095,-8.6197175,-3.0745730000000258,green
Cd_Fe_N_din6_as_c3_125,-628.592,Cd,Fe,N,din6,N_din6_as_c3_125,N_din6_as_c3_125,3,Cd_N_din6_as_c3_125,din6_as,Fe_N_din6_as_c3_125,N_din6_as_c3_125,-615.637,N,din6,-1.2330587,-8.6197175,-3.10222380000004,green
Co_Fe_N_din6_as_c3_125,-635.657,Co,Fe,N,din6,N_din6_as_c3_125,N_din6_as_c3_125,3,Co_N_din6_as_c3_125,din6_as,Fe_N_din6_as_c3_125,N_din6_as_c3_125,-615.637,N,din6,-7.3844395,-8.6197175,-4.015843000000096,green
Cu_Fe_N_din6_as_c3_125,-632.469,Cu,Fe,N,din6,N_din6_as_c3_125,N_din6_as_c3_125,3,Cu_N_din6_as_c3_125,din6_as,Fe_N_din6_as_c3_125,N_din6_as_c3_125,-615.637,N,din6,-4.23458825,-8.6197175,-3.9776942500001073,green
Fe_Fe_N_din6_as_c3_125,-636.793,Fe,Fe,N,din6,N_din6_as_c3_125,N_din6_as_c3_125,3,Fe_N_din6_as_c3_125,din6_as,Fe_N_din6_as_c3_125,N_din6_as_c3_125,-615.637,N,din6,-8.6197175,-8.6197175,-3.9165650000000625,green
Ir_Fe_N_din6_as_c3_125,-636.991,Ir,Fe,N,din6,N_din6_as_c3_125,N_din6_as_c3_125,3,Ir_N_din6_as_c3_125,din6_as,Fe_N_din6_as_c3_125,N_din6_as_c3_125,-615.637,N,din6,-9.56008375,-8.6197175,-3.1741987500000413,green
Ni_Fe_N_din6_as_c3_125,-634.484,Ni,Fe,N,din6,N_din6_as_c3_125,N_din6_as_c3_125,3,Ni_N_din6_as_c3_125,din6_as,Fe_N_din6_as_c3_125,N_din6_as_c3_125,-615.637,N,din6,-5.86878875,-8.6197175,-4.358493750000093,green
Os_Fe_N_din6_as_c3_125,-638.293,Os,Fe,N,din6,N_din6_as_c3_125,N_din6_as_c3_125,3,Os_N_din6_as_c3_125,din6_as,Fe_N_din6_as_c3_125,N_din6_as_c3_125,-615.637,N,din6,-11.839378,-8.6197175,-2.1969045000000627,green
Pd_Fe_N_din6_as_c3_125,-633.643,Pd,Fe,N,din6,N_din6_as_c3_125,N_din6_as_c3_125,3,Pd_N_din6_as_c3_125,din6_as,Fe_N_din6_as_c3_125,N_din6_as_c3_125,-615.637,N,din6,-5.79450325,-8.6197175,-3.5917792500000854,green
Pt_Fe_N_din6_as_c3_125,-634.918,Pt,Fe,N,din6,N_din6_as_c3_125,N_din6_as_c3_125,3,Pt_N_din6_as_c3_125,din6_as,Fe_N_din6_as_c3_125,N_din6_as_c3_125,-615.637,N,din6,-6.8665185,-8.6197175,-3.794764000000063,green
Rh_Fe_N_din6_as_c3_125,-635.702,Rh,Fe,N,din6,N_din6_as_c3_125,N_din6_as_c3_125,3,Rh_N_din6_as_c3_125,din6_as,Fe_N_din6_as_c3_125,N_din6_as_c3_125,-615.637,N,din6,-7.850822,-8.6197175,-3.5944605000000536,green
Ru_Fe_N_din6_as_c3_125,-636.776,Ru,Fe,N,din6,N_din6_as_c3_125,N_din6_as_c3_125,3,Ru_N_din6_as_c3_125,din6_as,Fe_N_din6_as_c3_125,N_din6_as_c3_125,-615.637,N,din6,-9.8124665,-8.6197175,-2.7068160000000105,green
Zn_Fe_N_din6_as_c3_125,-630.356,Zn,Fe,N,din6,N_din6_as_c3_125,N_din6_as_c3_125,3,Zn_N_din6_as_c3_125,din6_as,Fe_N_din6_as_c3_125,N_din6_as_c3_125,-615.637,N,din6,-1.61724415,-8.6197175,-4.482038350000051,green
Ag_Fe_N_din6_as_c3_163,-629.822,Ag,Fe,N,din6,N_din6_as_c3_163,N_din6_as_c3_163,3,Ag_N_din6_as_c3_163,din6_as,Fe_N_din6_as_c3_163,N_din6_as_c3_163,-617.437,N,din6,-3.20700575,-8.6197175,-0.5582767499999903,green
Au_Fe_N_din6_as_c3_163,-630.802,Au,Fe,N,din6,N_din6_as_c3_163,N_din6_as_c3_163,3,Au_N_din6_as_c3_163,din6_as,Fe_N_din6_as_c3_163,N_din6_as_c3_163,-617.437,N,din6,-3.8767095,-8.6197175,-0.8685730000000085,green
Cd_Fe_N_din6_as_c3_163,-628.444,Cd,Fe,N,din6,N_din6_as_c3_163,N_din6_as_c3_163,3,Cd_N_din6_as_c3_163,din6_as,Fe_N_din6_as_c3_163,N_din6_as_c3_163,-617.437,N,din6,-1.2330587,-8.6197175,-1.1542237999999472,green
Co_Fe_N_din6_as_c3_163,-635.615,Co,Fe,N,din6,N_din6_as_c3_163,N_din6_as_c3_163,3,Co_N_din6_as_c3_163,din6_as,Fe_N_din6_as_c3_163,N_din6_as_c3_163,-617.437,N,din6,-7.3844395,-8.6197175,-2.173842999999998,green
Cu_Fe_N_din6_as_c3_163,-631.874,Cu,Fe,N,din6,N_din6_as_c3_163,N_din6_as_c3_163,3,Cu_N_din6_as_c3_163,din6_as,Fe_N_din6_as_c3_163,N_din6_as_c3_163,-617.437,N,din6,-4.23458825,-8.6197175,-1.5826942500000118,green
Fe_Fe_N_din6_as_c3_163,-636.526,Fe,Fe,N,din6,N_din6_as_c3_163,N_din6_as_c3_163,3,Fe_N_din6_as_c3_163,din6_as,Fe_N_din6_as_c3_163,N_din6_as_c3_163,-617.437,N,din6,-8.6197175,-8.6197175,-1.8495649999999415,green
Ir_Fe_N_din6_as_c3_163,-637.044,Ir,Fe,N,din6,N_din6_as_c3_163,N_din6_as_c3_163,3,Ir_N_din6_as_c3_163,din6_as,Fe_N_din6_as_c3_163,N_din6_as_c3_163,-617.437,N,din6,-9.56008375,-8.6197175,-1.4271987499999703,green
Ni_Fe_N_din6_as_c3_163,-634.364,Ni,Fe,N,din6,N_din6_as_c3_163,N_din6_as_c3_163,3,Ni_N_din6_as_c3_163,din6_as,Fe_N_din6_as_c3_163,N_din6_as_c3_163,-617.437,N,din6,-5.86878875,-8.6197175,-2.4384937500000206,green
Os_Fe_N_din6_as_c3_163,-637.954,Os,Fe,N,din6,N_din6_as_c3_163,N_din6_as_c3_163,3,Os_N_din6_as_c3_163,din6_as,Fe_N_din6_as_c3_163,N_din6_as_c3_163,-617.437,N,din6,-11.839378,-8.6197175,-0.05790449999993896,green
Pd_Fe_N_din6_as_c3_163,-633.932,Pd,Fe,N,din6,N_din6_as_c3_163,N_din6_as_c3_163,3,Pd_N_din6_as_c3_163,din6_as,Fe_N_din6_as_c3_163,N_din6_as_c3_163,-617.437,N,din6,-5.79450325,-8.6197175,-2.0807792500000044,green
Pt_Fe_N_din6_as_c3_163,-635.101,Pt,Fe,N,din6,N_din6_as_c3_163,N_din6_as_c3_163,3,Pt_N_din6_as_c3_163,din6_as,Fe_N_din6_as_c3_163,N_din6_as_c3_163,-617.437,N,din6,-6.8665185,-8.6197175,-2.1777639999999874,green
Rh_Fe_N_din6_as_c3_163,-635.835,Rh,Fe,N,din6,N_din6_as_c3_163,N_din6_as_c3_163,3,Rh_N_din6_as_c3_163,din6_as,Fe_N_din6_as_c3_163,N_din6_as_c3_163,-617.437,N,din6,-7.850822,-8.6197175,-1.9274605000000236,green
Ru_Fe_N_din6_as_c3_163,-636.658,Ru,Fe,N,din6,N_din6_as_c3_163,N_din6_as_c3_163,3,Ru_N_din6_as_c3_163,din6_as,Fe_N_din6_as_c3_163,N_din6_as_c3_163,-617.437,N,din6,-9.8124665,-8.6197175,-0.7888160000000042,green
Zn_Fe_N_din6_as_c3_163,-629.643,Zn,Fe,N,din6,N_din6_as_c3_163,N_din6_as_c3_163,3,Zn_N_din6_as_c3_163,din6_as,Fe_N_din6_as_c3_163,N_din6_as_c3_163,-617.437,N,din6,-1.61724415,-8.6197175,-1.9690383500000177,green
Ag_Fe_N_din6_as_c3_164,-630.085,Ag,Fe,N,din6,N_din6_as_c3_164,N_din6_as_c3_164,3,Ag_N_din6_as_c3_164,din6_as,Fe_N_din6_as_c3_164,N_din6_as_c3_164,-617.328,N,din6,-3.20700575,-8.6197175,-0.9302767500000613,green
Au_Fe_N_din6_as_c3_164,-631.095,Au,Fe,N,din6,N_din6_as_c3_164,N_din6_as_c3_164,3,Au_N_din6_as_c3_164,din6_as,Fe_N_din6_as_c3_164,N_din6_as_c3_164,-617.328,N,din6,-3.8767095,-8.6197175,-1.2705730000000521,green
Cd_Fe_N_din6_as_c3_164,-628.473,Cd,Fe,N,din6,N_din6_as_c3_164,N_din6_as_c3_164,3,Cd_N_din6_as_c3_164,din6_as,Fe_N_din6_as_c3_164,N_din6_as_c3_164,-617.328,N,din6,-1.2330587,-8.6197175,-1.2922237999999808,green
Co_Fe_N_din6_as_c3_164,-635.467,Co,Fe,N,din6,N_din6_as_c3_164,N_din6_as_c3_164,3,Co_N_din6_as_c3_164,din6_as,Fe_N_din6_as_c3_164,N_din6_as_c3_164,-617.328,N,din6,-7.3844395,-8.6197175,-2.1348430000000107,green
Cu_Fe_N_din6_as_c3_164,-632.349,Cu,Fe,N,din6,N_din6_as_c3_164,N_din6_as_c3_164,3,Cu_N_din6_as_c3_164,din6_as,Fe_N_din6_as_c3_164,N_din6_as_c3_164,-617.328,N,din6,-4.23458825,-8.6197175,-2.166694250000072,green
Fe_Fe_N_din6_as_c3_164,-636.31,Fe,Fe,N,din6,N_din6_as_c3_164,N_din6_as_c3_164,3,Fe_N_din6_as_c3_164,din6_as,Fe_N_din6_as_c3_164,N_din6_as_c3_164,-617.328,N,din6,-8.6197175,-8.6197175,-1.7425649999999706,green
