"System","Metal","Hetatom","Cavity","Base_Cavity","y","Pred_00000","Train_00000"
"Rh_P_din4_c3","Rh","P","din4_c3","din4",-0.341178000000007,-0.435643137103841,"True"
"Cu_P_din4","Cu","P","din4","din4",0.753588250000005,0.905533316891031,"True"
"Zn_N_rol3","Zn","N","rol3","rol3",-3.49875584999999,-2.45423455230853,"True"
"Os_N_rol2_din2_b","Os","N","rol2_din2_b","rol2_din2",-1.57062199999997,-1.85331478357309,"True"
"Co_S_din3_c2","Co","S","din3_c2","din3",1.51843950000001,1.87128223395563,"True"
"Pd_P_rol1_din2_c1_a","Pd","P","rol1_din2_c1_a","rol1_din2",1.96750325,1.76575623843334,"True"
"Os_S_rol2_din2_c2_s2","Os","S","rol2_din2_c2_s2","rol2_din2",-0.588621999999997,-0.378468363461383,"True"
"Cd_P_rol2_din2_c3_b","Cd","P","rol2_din2_c3_b","rol2_din2",-2.52994130000003,-2.50836567472339,"True"
"Fe_S_rol2_din2_c3_b","Fe","S","rol2_din2_c3_b","rol2_din2",-3.2452824999999,-3.50948248022959,"True"
"Cd_P_din3_c1","Cd","P","din3_c1","din3",0.633058699999977,1.00354889556457,"True"
"Ag_N_din4","Ag","N","din4","din4",0.717005750000105,-0.541473708205972,"False"
"Ru_N_rol2_din2_c2_s3","Ru","N","rol2_din2_c2_s3","rol2_din2",-0.358533499999936,-0.781594411060499,"True"
"Ag_N_din4_c3","Ag","N","din4_c3","din4",-1.20499424999992,-0.963806307632211,"False"
"Rh_C_rol2_din2_c4","Rh","C","rol2_din2_c4","rol2_din2",-4.255178,-4.38071939032268,"True"
"Cu_N_din4","Cu","N","din4","din4",-1.33141174999992,-1.82546481184847,"True"
"Ir_S_din4_c3","Ir","S","din4_c3","din4",-0.386916250000002,-0.48775240951727,"True"
"Ag_N_din3","Ag","N","din3","din3",1.14700575000005,1.48071449212565,"False"
"Fe_C_rol3_c3","Fe","C","rol3_c3","rol3",-4.06128250000004,-3.58952183846413,"True"
"Pt_P_rol3_c2","Pt","P","rol3_c2","rol3",0.3665185,0.899594134201209,"True"
"Ru_S_rol3","Ru","S","rol3","rol3",4.74546649999999,3.91283874996691,"True"
"Ag_P_rol2_din2_c3_a","Ag","P","rol2_din2_c3_a","rol2_din2",-3.89499424999998,-3.61611174473272,"False"
"Co_P_rol2_din2_c2_s2","Co","P","rol2_din2_c2_s2","rol2_din2",-2.94056050000005,-2.78361065051572,"True"
"Os_N_rol2_din2_a","Os","N","rol2_din2_a","rol2_din2",-1.64662199999999,-1.92846458775353,"True"
"Pt_N_din4_c2_d2","Pt","N","din4_c2_d2","din4",-2.70848150000005,-2.12807990891739,"True"
"Cu_P_din3_c1","Cu","P","din3_c1","din3",2.27258825000001,1.88643803173827,"True"
"Pd_N_rol2_din2_a","Pd","N","rol2_din2_a","rol2_din2",-3.68749675000008,-3.3852306802713,"True"
"Ru_S_din4_c1","Ru","S","din4_c1","din4",1.02046649999997,0.791739560852352,"True"
"Zn_N_rol2_din2_c2_s2","Zn","N","rol2_din2_c2_s2","rol2_din2",-3.66575585000002,-3.80839131152897,"True"
"Os_S_rol1_din2_c1_a","Os","S","rol1_din2_c1_a","rol1_din2",2.82737799999994,2.93674851032565,"True"
"Ru_P_din4_c3","Ru","P","din4_c3","din4",0.296466500000037,-0.203914614444849,"True"
"Rh_N_din4_c2_d1","Rh","N","din4_c2_d1","din4",-1.93417799999997,-1.65268357458916,"True"
"Cd_S_rol2_din2_c2_s1","Cd","S","rol2_din2_c2_s1","rol2_din2",-0.743941299999976,-0.714420292297131,"True"
"Co_N_din4_c2_s2","Co","N","din4_c2_s2","din4",-2.97856050000006,-2.41783563586012,"True"
"Pd_N_din4","Pd","N","din4","din4",-1.66949674999994,-1.77308753379718,"True"
"Fe_N_rol2_din2_c2_d1","Fe","N","rol2_din2_c2_d1","rol2_din2",-3.54128250000006,-3.69121141735194,"True"
"Pt_P_din3","Pt","P","din3","din3",1.69051850000007,1.60489095143754,"True"
"Fe_P_din4_c2_s2","Fe","P","din4_c2_s2","din4",0.979717500000014,0.746573125095307,"True"
"Zn_N_din4_c2_d2","Zn","N","din4_c2_d2","din4",-2.49275585000001,-2.21102943181971,"True"
"Co_P_rol3_c2","Co","P","rol3_c2","rol3",-0.016560499999954,0.41707255718413,"True"
"Zn_P_din4_c2_d1","Zn","P","din4_c2_d1","din4",1.18124414999996,1.0369246709132,"True"
"Fe_P_rol3_c1","Fe","P","rol3_c1","rol3",0.426717500000017,0.747694106983675,"True"
"Ir_P_rol3","Ir","P","rol3","rol3",1.46008374999998,1.23106349509448,"True"
"Ni_S_rol1_din2","Ni","S","rol1_din2","rol1_din2",1.26578875000005,1.51364119889646,"True"
"Os_P_rol1_din2_c1_b","Os","P","rol1_din2_c1_b","rol1_din2",3.16937800000004,2.70335880519824,"True"
