"System","Metal","Hetatom","Cavity","Base_Cavity","y","Pred_00000","Train_00000"
"Os_S_din4_c3","Os","S","din4_c3","din4",0.271378000000016,0.191148361192158,"True"
"Ru_S_din4_c2_d1","Ru","S","din4_c2_d1","din4",1.17746650000001,0.508920272951095,"True"
"Ir_N_rol2_din2_b","Ir","N","rol2_din2_b","rol2_din2",-2.86591625000004,-2.92846511366729,"True"
"Os_S_rol3_c1","Os","S","rol3_c1","rol3",2.96037799999998,2.29047964143494,"True"
"Ni_P_rol2_din2_b","Ni","P","rol2_din2_b","rol2_din2",-2.32721125000003,-1.90755653317742,"True"
"Cu_N_rol2_din2_a","Cu","N","rol2_din2_a","rol2_din2",-2.67441174999999,-2.90051517522272,"True"
"Cd_N_rol2_din2_c2_d1","Cd","N","rol2_din2_c2_d1","rol2_din2",-3.04194130000009,-3.19866098185287,"True"
"Pt_P_din4_c2_s1","Pt","P","din4_c2_s1","din4",-0.876481499999938,-0.166635119556892,"True"
"Rh_P_din4_c2_d1","Rh","P","din4_c2_d1","din4",1.32882199999995,1.0713884215928,"True"
"Au_C_rol1_din2_c3","Au","C","rol1_din2_c3","rol1_din2",1.41470950000001,0.915110039913683,"True"
"Ni_S_rol1_din2_c2_s1","Ni","S","rol1_din2_c2_s1","rol1_din2",3.22378875000002,2.30852105333284,"True"
"Fe_S_din4_c2_d2","Fe","S","din4_c2_d2","din4",0.117717499999934,-0.162543462546548,"True"
"Pt_S_rol3_c1","Pt","S","rol3_c1","rol3",1.58351849999998,1.46845411096943,"True"
"Co_S_rol1_din2","Co","S","rol1_din2","rol1_din2",1.30943950000007,1.65606965288821,"False"
"Pd_S_rol3","Pd","S","rol3","rol3",2.37450324999993,2.30419519123131,"True"
"Ag_S_din4","Ag","S","din4","din4",2.42200575000003,2.51118482431787,"True"
"Rh_S_din3_c2","Rh","S","din3_c2","din3",1.94282199999998,2.11912039309688,"True"
"Fe_S_din4_c1","Fe","S","din4_c1","din4",0.159717499999964,0.214376614537841,"True"
"Os_P_din4","Os","P","din4","din4",0.474377999999991,0.970792583473953,"True"
"Os_N_din4_c2_s2","Os","N","din4_c2_s2","din4",-0.509622000000046,-0.601942991122441,"True"
"Co_P_rol1_din2_c1_b","Co","P","rol1_din2_c1_b","rol1_din2",1.27743950000003,1.51427417296622,"False"
"Ir_N_rol2_din2","Ir","N","rol2_din2","rol2_din2",-1.92091624999999,-2.31396094512951,"True"
"Pt_S_rol2_din2_c3_a","Pt","S","rol2_din2_c3_a","rol2_din2",-5.19248149999997,-4.37552519833432,"True"
"Fe_S_rol2_din2_c2_s1","Fe","S","rol2_din2_c2_s1","rol2_din2",-1.56328249999999,-1.80478682544778,"True"
"Ag_S_rol3_c2","Ag","S","rol3_c2","rol3",0.188005749999995,-0.091938055692319,"True"
"Pd_P_din4_c1","Pd","P","din4_c1","din4",1.04850325000002,0.542448147852734,"True"
"Ir_C_din4_c4","Ir","C","din4_c4","din4",0.839083749999997,-0.181631569141409,"True"
"Co_P_rol2_din2_c2_s3","Co","P","rol2_din2_c2_s3","rol2_din2",-4.2695605,-4.21366658535568,"False"
"Os_P_rol3_c2","Os","P","rol3_c2","rol3",1.22837800000001,1.44911098062311,"True"
"Co_N_din4","Co","N","din4","din4",-2.26756049999993,-2.08984848643413,"False"
"Ru_C_rol1_din2_c3","Ru","C","rol1_din2_c3","rol1_din2",-1.57553350000003,-1.45556781008824,"True"
"Pt_S_rol2_din2_c3_b","Pt","S","rol2_din2_c3_b","rol2_din2",-4.30548149999991,-4.00933842499425,"True"
"Ag_P_rol3_c1","Ag","P","rol3_c1","rol3",1.73400575000004,1.46468638660548,"True"
"Ir_S_din3","Ir","S","din3","din3",2.65808374999996,2.76773485841565,"True"
"Ru_P_rol3_c1","Ru","P","rol3_c1","rol3",0.839466500000043,1.12958810056001,"True"
"Fe_P_rol3","Fe","P","rol3","rol3",0.514717499999982,0.833489865129087,"True"
"Cd_S_din4","Cd","S","din4","din4",0.763058699999973,1.13922395777752,"True"
"Os_S_rol3","Os","S","rol3","rol3",6.57637799999997,5.10530192067013,"True"
"Pd_P_rol2_din2_b","Pd","P","rol2_din2_b","rol2_din2",-1.40149675000003,-1.67339488524062,"True"
"Fe_N_rol2_din2_b","Fe","N","rol2_din2_b","rol2_din2",-3.01128249999997,-3.13859448033139,"True"
"Co_P_rol2_din2_a","Co","P","rol2_din2_a","rol2_din2",-1.98156049999999,-1.77636994118609,"False"
"Os_C_rol2_din2_c4","Os","C","rol2_din2_c4","rol2_din2",-3.56262200000004,-3.60226913050933,"True"
"Ru_N_rol2_din2_a","Ru","N","rol2_din2_a","rol2_din2",-2.32253349999999,-2.48449387424242,"True"
"Au_N_rol2_din2","Au","N","rol2_din2","rol2_din2",-1.3442905,-2.11440546058751,"True"
