system_dacs,tot_energy_dacs,M1,M2,heteroatom_dacs,basic_cavity_dacs,cavity,cavity_v2,cavity_3,M1_cavity,cavity_4,M2_cavity,system_sacs_pristine,tot_energy_sacs_pristine,heteroatom_sacs_pristine,basic_cavity_sacs_pristine,Ecoh_m1,Ecoh_m2,y,color,M1_System,M2_System,y_M1_System,y_M2_System,y_System,System,Eads_gas,Eads,calc_energy,metal,plot_label,metal_energy,atomic_mass,vdw_radius,r_cov_sb,r_cov_db,dipole_polarizability,ionic_radii_crystals,d_center_sp,Paul_electroneg,MB_electroneg,electron_affinity,covalent_radius,atomic_number,Ion_energ_I,Ion_energ_II,Zung_radius,Coh_radius,Waber_radius,mied_param_h,mied_param_phi,HOMO ,LUMO,mag_moment_bulk_d, E_Fermi,E_Fermi2,d_electrons,vdw_radius2,total_metal_gas_energy,n_e,U_diss_0,ncoord,number_C,number_hetero,frac_hetero,frac_C,number_hetero_six,frac_hetero_six,number_hetero_five,frac_hetero_five,hetatom,r1,r2,r3,r4,r5,r6,r7,r8,en1,en2,en3,en4,en5,en6,en7,en8,min(r),mean(r),max(r),std(r),sum(r),min(en),mean(en),max(en),std(en),sum(en),abs_path,rel_path,sc,dc,chem_formula,num_atoms,cavity_ids,cont_cavity_ds,cont_cavity_ang,cavity_nd,cavity_ang,posc_cavity_ds,posc_cavity_ang,min(cont_cavity_ds),max(cont_cavity_ds),mean(cont_cavity_ds),std(cont_cavity_ds),min(posc_cavity_ds),max(posc_cavity_ds),mean(posc_cavity_ds),std(posc_cavity_ds),min(cont_cavity_ang),max(cont_cavity_ang),mean(cont_cavity_ang),std(cont_cavity_ang),min(posc_cavity_ang),max(posc_cavity_ang),mean(posc_cavity_ang),std(posc_cavity_ang),delta_min_ds,delta_max_ds,cavity_energy,fermi_energy_cavity,surface,perimeter,z_max,z_min,z_std,z_mean,z_max_sec,z_min_sec,z_std_sec,z_mean_sec,phi,M1_M2,E_M1M2,E_M1M2_v2,convex_hull_area,convex_hull_volume,mean_distance_N,Eint,r_min_max,dist_min,dist_max,train_00000,train_00001,train_00002,train_00003,train_00004,train_00005,train_00006,train_00007,train_00008,train_00009,train_00010,train_00011,train_00012,train_00013,pred_00000,pred_00001,pred_00002,pred_00003,pred_00004,pred_00005,pred_00006,pred_00007,pred_00008,pred_00009,pred_00010,pred_00011,pred_00012,pred_00013
Fe_Fe_N_din4_x2_c4_e,-637.908,Fe,Fe,N,din4,N_din4_x2_c4_e,N_din4_x2_c4_e,4,Fe_N_din4_x2_c4_e,din4_x2,Fe_N_din4_x2_c4_e,N_din4_x2_c4_e,-615.582,N,din4,-8.6197175,-8.6197175,-5.0865650000000215,red,Fe_N_din4_c2_s2,Fe_N_din4_c2_s2,-2.85328249999996,-2.85328249999996,-5.70656499999992,Fe_N_din4_x2_c4_e,-9.56438000000006,-4.21428250000006,-628.416,Fe,Fe_N_din4_x2_c4_e,-8.6197175,55.845,204,116,109,62.0,0.63,-1.906729,1.83,1.67,0.151,132,26,7.9024678,16.1992,0.95,1.16,1.227,1.77,4.93,-3.5769,-3.5542,12.365391,5,5.1,6,126,-3.26962,2,-0.45,8,4,4,0.5,0.5,0,0.0,0,0.0,N,0.66,0.66,0.66,0.66,0.71,0.71,0.71,0.71,2.55,2.55,2.55,2.55,3.04,3.04,3.04,3.04,0.66,0.685,0.71,0.027,5.48,2.55,2.7949999999999995,3.04,0.262,22.36,/media/mminotaki/WAREHOUSE/projects/sac_ml_pregit/calcs/N_dc_graph/N_din4_x2_c4_e/rel_331,./calcs/N_dc_graph/N_din4_x2_c4_e/rel_331,False,True,C66N2,68,"[62, 63, 64, 65, 66, 67]","[1.4, 1.4, 2.83, 2.97, 3.24, 3.37, 3.37, 3.4, 3.4, 4.44, 4.44, 4.76, 4.76, 5.64, 5.64]","[ 57.46  92.44  91.16  49.27  30.09  87.54  63.42   3.1   30.09  57.47
  27.    33.35  39.57  73.39 144.8   49.27  39.57 175.61 112.95  88.83
  92.45  57.47  49.27  91.17  30.09  57.46  33.34  26.99  30.09  87.56
   3.09  63.44  39.57 112.96 175.63  88.84  39.57 144.82  73.38  49.26
  92.45  34.99  43.19   1.28  57.46  34.98  33.7    8.2   57.47  87.56
  84.47  24.12  73.39 112.96  71.41  24.12 175.61 144.82  71.44  95.56
  57.47  34.99   8.2   33.7   92.44  34.98   1.28  43.18  87.54  57.46
  24.12  84.44 144.8  175.63  71.41  95.53 112.95  73.38  71.44  24.12
  49.27  43.19   8.2   41.9   91.16  33.7    1.28  41.9   63.42  33.34
  24.12  60.32  27.     3.09  84.47  60.35  88.83  49.26  95.56  24.12
  91.17   1.28  33.7   41.9   49.27   8.2   43.18  41.9    3.1   26.99
  84.44  60.32  33.35  63.44  24.12  60.35  49.27  88.84  24.12  95.53]",15,"[ 57.46  92.44  91.16  49.27  30.09  87.54  63.42   3.1   30.09  57.47
  27.    33.35  39.57  73.39 144.8   49.27  39.57 175.61 112.95  88.83
  92.45  57.47  49.27  91.17  30.09  57.46  33.34  26.99  30.09  87.56
   3.09  63.44  39.57 112.96 175.63  88.84  39.57 144.82  73.38  49.26
  92.45  34.99  43.19   1.28  57.46  34.98  33.7    8.2   57.47  87.56
  84.47  24.12  73.39 112.96  71.41  24.12 175.61 144.82  71.44  95.56
  57.47  34.99   8.2   33.7   92.44  34.98   1.28  43.18  87.54  57.46
  24.12  84.44 144.8  175.63  71.41  95.53 112.95  73.38  71.44  24.12
  49.27  43.19   8.2   41.9   91.16  33.7    1.28  41.9   63.42  33.34
  24.12  60.32  27.     3.09  84.47  60.35  88.83  49.26  95.56  24.12
  91.17   1.28  33.7   41.9   49.27   8.2   43.18  41.9    3.1   26.99
  84.44  60.32  33.35  63.44  24.12  60.35  49.27  88.84  24.12  95.53]","[2.49, 2.49, 2.5, 2.63, 2.73, 2.81, 2.81, 3.71, 3.74, 3.74, 3.79, 4.97, 5.13, 5.78, 5.78]","[ 59.38  88.47  88.47  41.71  29.09  91.54  49.2    1.94  29.08  59.37
  29.09  17.67  47.77  83.03 132.23  40.91  48.7  176.12 135.19  93.26
  91.54  62.45  43.77  89.6   29.09  62.46  20.12  27.15  29.08  88.46
   0.32  46.75  47.77 130.79 179.37  88.68  48.7  135.18  86.49  44.56
  91.54  29.08  47.77   1.94  59.38  29.09  29.09  17.67  59.37  88.46
  88.46  41.7   83.03 130.79  49.2   42.12 176.12 135.18  48.69  90.62
  62.45  29.08  18.68  27.14  88.47  29.09   0.31  46.76  91.54  62.46
  42.34  89.6  132.23 179.37  49.2   91.32 135.19  86.49  48.69  41.93
  43.77  47.77  18.68  45.83  88.47  29.09   0.31  46.76  49.2   20.12
  42.34  47.26  29.09   0.32  88.46  46.76  93.26  44.56  90.62  41.93
  89.6    1.94  27.14  45.83  41.71  17.67  46.76  46.76   1.94  27.15
  89.6   47.26  17.67  46.75  41.7   46.76  40.91  88.68  42.12  91.32]",1.4,5.64,3.6706666666666665,1.2472875459260475,2.49,5.78,3.673333333333333,1.1647469920783464,1.28,175.63,60.00016666666667,39.32321089346879,0.31,179.37,60.0005,39.65037054997091,-1.0900000000000003,-0.1400000000000005,-615.582,-3.3979,17.549385656848848,15.59395462332316,0.0163926161688801,-0.0061341181623362,0.0077957260715672,0.0045299284326184,0.0277786915419762,-0.0059111471006385,0.010923110693409,0.0062842167633019,408.4350405629014,Fe_Fe,-2.716,0.0,82.711,0.234,2.968,3.3420000000000982,0.624,2.968,4.76,True,True,True,True,True,False,True,True,True,True,True,True,True,True,-5.119273820830182,-5.04146527367358,-5.131675344949004,-5.097830567447167,-5.032753228896988,-4.6032833778903495,-5.121758417768236,-5.099378238893168,-5.12484729308229,-5.183395783056116,-5.132031699773891,-5.125594716115507,-5.054073558030548,-5.113584217035531
Ir_Fe_C_din4_x2_c6,-636.896,Ir,Fe,C,din4,C_din4_x2_c6,C_din4_x2_c6,6,Ir_C_din4_x2_c6,din4_x2,Fe_C_din4_x2_c6,C_din4_x2_c6,-613.178,C,din4,-9.56008375,-8.6197175,-5.53819874999996,red,Ir_C_din4_c4,Fe_C_din4_c4,0.839083749999997,-0.823282499999984,0.01580125000001298,Ir_C_din4_x2_c6,-13.567939999999984,-5.632916249999983,-628.371,Ir,Ir_C_din4_x2_c6,-9.56008375,192.217,213,122,115,54.0,0.68,-3.868823,2.2,1.87,1.5638,141,77,8.96702,17.0,1.16,1.468,1.227,1.83,5.55,-4.68,-4.614,27.414532,6,6.1,7,200,-1.62506,3,1.16,8,6,2,0.25,0.75,0,0.0,0,0.0,C,0.66,0.66,0.66,0.66,0.66,0.66,0.76,0.76,2.55,2.55,2.55,2.55,2.55,2.55,2.55,2.55,0.66,0.685,0.76,0.046,5.48,2.55,2.5500000000000003,2.55,0.0,20.4,/media/mminotaki/WAREHOUSE/projects/sac_ml_pregit/calcs/N_dc_graph/C_din4_x2_c6/rel_331,./calcs/N_dc_graph/C_din4_x2_c6/rel_331,False,True,C68,68,"[62, 63, 64, 65, 66, 67]","[1.47, 1.47, 3.01, 3.01, 3.37, 3.37, 3.37, 3.37, 3.41, 4.39, 4.39, 4.84, 4.84, 5.58, 5.82]","[ 40.91  50.12  42.52   9.94 122.71  59.58  59.6   16.38  86.66  60.82
  30.41   0.7   61.52  60.82  30.41  25.84  30.99  40.92   1.6   91.05
  16.38  43.22  75.96 139.08 122.71  63.13 177.69 139.09  86.66  25.84
  56.25  87.36  61.52   0.7   31.11  87.35  30.99   9.93  32.58  60.06
  16.38  59.6   59.59 122.7   40.91  91.04   1.61  30.98  60.82  25.84
  30.41  61.52  60.82   0.7   30.41  86.65  40.92   9.93  42.52  50.13
  43.22  59.6  119.18 177.71  50.12  91.04  92.64  60.06  59.58  63.13
 119.18  75.96  30.41  31.11  30.41  56.24   1.6   32.58  42.52  92.65
  75.96  59.59 119.18  63.11  42.52   1.61  92.64  32.58  59.6  177.69
 119.18  43.22  30.41  56.25  30.41  31.11  91.05  60.06  50.13  92.65
 139.08 122.7  177.71  63.11   9.94  30.98  60.06  32.58  16.38 139.09
  75.96  43.22   0.7   87.36  61.52  31.11  25.84  87.35  86.65  56.24]",15,"[ 40.91  50.12  42.52   9.94 122.71  59.58  59.6   16.38  86.66  60.82
  30.41   0.7   61.52  60.82  30.41  25.84  30.99  40.92   1.6   91.05
  16.38  43.22  75.96 139.08 122.71  63.13 177.69 139.09  86.66  25.84
  56.25  87.36  61.52   0.7   31.11  87.35  30.99   9.93  32.58  60.06
  16.38  59.6   59.59 122.7   40.91  91.04   1.61  30.98  60.82  25.84
  30.41  61.52  60.82   0.7   30.41  86.65  40.92   9.93  42.52  50.13
  43.22  59.6  119.18 177.71  50.12  91.04  92.64  60.06  59.58  63.13
 119.18  75.96  30.41  31.11  30.41  56.24   1.6   32.58  42.52  92.65
  75.96  59.59 119.18  63.11  42.52   1.61  92.64  32.58  59.6  177.69
 119.18  43.22  30.41  56.25  30.41  31.11  91.05  60.06  50.13  92.65
 139.08 122.7  177.71  63.11   9.94  30.98  60.06  32.58  16.38 139.09
  75.96  43.22   0.7   87.36  61.52  31.11  25.84  87.35  86.65  56.24]","[2.49, 2.49, 2.5, 2.63, 2.73, 2.81, 2.81, 3.71, 3.74, 3.74, 3.79, 4.97, 5.13, 5.78, 5.78]","[ 45.83  43.77  47.77  18.68  93.26  44.56  90.62  41.93  88.47  46.76
  29.09   0.31  49.2   47.26  20.12  42.34  29.09  46.76   0.32  88.46
  40.91  47.77  83.03 132.23  93.26  48.7  176.12 135.19  88.47  41.71
  59.38  88.47  49.2    1.94  29.09  91.54  29.09  17.67  29.08  59.37
  40.91  88.68  42.12  91.32  45.83  89.6    1.94  27.14  46.76  41.71
  17.67  46.76  47.26   1.94  27.15  89.6   46.76  17.67  46.75  41.7
  47.77  88.68 130.79 179.37  43.77  89.6   91.54  62.45  44.56  48.7
 135.18  86.49  20.12  29.09  27.15  62.46   0.32  29.08  46.75  88.46
  83.03  42.12 130.79  49.2   47.77   1.94  91.54  29.08  90.62 176.12
 135.18  48.69  29.09  59.38  17.67  29.09  88.46  59.37  41.7   88.46
 132.23  91.32 179.37  49.2   18.68  27.14  62.45  29.08  41.93 135.19
  86.49  48.69   0.31  88.47  46.76  29.09  42.34  91.54  89.6   62.46]",1.47,5.82,3.714,1.2381426950611685,2.49,5.78,3.673333333333333,1.1647469920783464,0.7,177.71,60.0005,40.432252696125325,0.31,179.37,60.0005,39.6503705499709,-1.0200000000000002,0.04,-613.178,-3.1813,17.79766723385215,15.703875675828757,0.0179425850373498,-0.0022848559650059,0.0073406893680622,0.007210998860952,0.0288320164026538,-0.0057269292052781,0.0110605232395876,0.0077596220619814,2661.4720273940843,Ir_Fe,-4.539,-0.724,83.328,0.215,2.617,3.725999999999885,0.705,3.415,4.842,True,True,True,True,True,True,True,True,True,True,False,True,True,True,-5.379804782286992,-5.373197957439452,-5.188323513848748,-5.463744260496176,-5.5001323589169,-5.4568189052145115,-5.53294175162862,-5.499842013084166,-5.371327140721844,-5.4268040253972,-5.413006714081033,-5.481988289574647,-5.411640853680161,-5.441833480254964
Au_Fe_N_din4_x2_c2_d,-631.36,Au,Fe,N,din4,N_din4_x2_c2_d,N_din4_x2_c2_d,2,Au_N_din4_x2_c2_d,din4_x2,Fe_N_din4_x2_c2_d,N_din4_x2_c2_d,-615.769,N,din4,-3.8767095,-8.6197175,-3.094573000000008,red,Au_N_din4_c1,Fe_N_din4_c1,-1.34229050000005,-2.39328250000003,-3.73557300000008,Au_N_din4_x2_c2_d,-5.506062000000007,-1.8152905000000072,-621.461,Au,Au_N_din4_x2_c2_d,-3.8767095,196.966569,214,124,121,36.0,0.68,-4.095292,2.4,1.19,2.30863,136,79,9.225553,20.203,1.21,1.45,1.187,1.57,5.15,-6.623,-5.2894,36.974733,1,1.1,10,166,-0.185938,3,1.5,8,2,6,0.75,0.25,2,0.25,0,0.0,N,0.66,0.66,0.71,0.71,0.71,0.71,0.71,0.71,2.55,2.55,3.04,3.04,3.04,3.04,3.04,3.04,0.66,0.6975,0.71,0.023,5.58,2.55,2.9174999999999995,3.04,0.227,23.34,/media/mminotaki/WAREHOUSE/projects/sac_ml_pregit/calcs/N_dc_graph/N_din4_x2_c2_d/rel_331,./calcs/N_dc_graph/N_din4_x2_c2_d/rel_331,False,True,C64N4,68,"[62, 63, 64, 65, 66, 67]","[1.41, 1.44, 2.75, 2.94, 3.26, 3.34, 3.35, 3.36, 3.46, 4.36, 4.42, 4.75, 4.78, 5.57, 5.69]","[  2.45  29.63  63.44  88.56 176.52  39.13  89.17 113.49  58.5   50.04
  92.4   94.23  73.83  49.13  38.47 147.59  56.51  32.61  28.85  24.61
   1.03  91.86  42.73  34.93 176.52 144.35  94.31  69.99  58.5    8.47
  33.9   35.72  73.83  24.7  112.29  73.76  56.51  23.9   85.35  81.12
   1.03  90.83  41.71  33.9    2.45  27.19  60.99  86.11  50.04   8.47
  42.37  44.19  49.13  24.7   87.6   98.46  32.61  23.9   61.45  57.22
  91.86  90.83  49.13  56.93  29.63  27.19  33.81  58.93  39.13 144.35
  50.04  74.36  38.47 112.29  87.6  173.94  28.85  85.35  61.45   4.23
  42.73  41.71  49.13   7.8   63.44  60.99  33.81  25.12  89.17  94.31
  50.04  24.32  92.4   33.9   42.37   1.82  24.61  81.12  57.22   4.23
  34.93  33.9   56.93   7.8   88.56  86.11  58.93  25.12 113.49  69.99
  74.36  24.32  94.23  35.72  44.19   1.82 147.59  73.76  98.46 173.94]",15,"[  2.45  29.63  63.44  88.56 176.52  39.13  89.17 113.49  58.5   50.04
  92.4   94.23  73.83  49.13  38.47 147.59  56.51  32.61  28.85  24.61
   1.03  91.86  42.73  34.93 176.52 144.35  94.31  69.99  58.5    8.47
  33.9   35.72  73.83  24.7  112.29  73.76  56.51  23.9   85.35  81.12
   1.03  90.83  41.71  33.9    2.45  27.19  60.99  86.11  50.04   8.47
  42.37  44.19  49.13  24.7   87.6   98.46  32.61  23.9   61.45  57.22
  91.86  90.83  49.13  56.93  29.63  27.19  33.81  58.93  39.13 144.35
  50.04  74.36  38.47 112.29  87.6  173.94  28.85  85.35  61.45   4.23
  42.73  41.71  49.13   7.8   63.44  60.99  33.81  25.12  89.17  94.31
  50.04  24.32  92.4   33.9   42.37   1.82  24.61  81.12  57.22   4.23
  34.93  33.9   56.93   7.8   88.56  86.11  58.93  25.12 113.49  69.99
  74.36  24.32  94.23  35.72  44.19   1.82 147.59  73.76  98.46 173.94]","[2.49, 2.49, 2.5, 2.63, 2.73, 2.81, 2.81, 3.71, 3.74, 3.74, 3.79, 4.97, 5.13, 5.78, 5.78]","[  0.32  29.08  46.75  88.46 179.37  47.77  88.68 130.79  62.45  43.77
  89.6   91.54  86.49  44.56  48.7  135.18  62.46  20.12  29.09  27.15
   0.31  88.47  46.76  29.09 179.37 132.23  91.32  49.2   62.45  18.68
  27.14  29.08  86.49  41.93 135.19  48.69  62.46  42.34  91.54  89.6
   0.31  88.47  46.76  29.09   0.32  29.09  46.76  88.46  43.77  18.68
  45.83  47.77  44.56  41.93  93.26  90.62  20.12  42.34  49.2   47.26
  88.47  88.47  41.71  59.38  29.08  29.09  17.67  59.37  47.77 132.23
  40.91  83.03  48.7  135.19  93.26 176.12  29.09  91.54  49.2    1.94
  46.76  46.76  41.71  17.67  46.75  46.76  17.67  41.7   88.68  91.32
  40.91  42.12  89.6   27.14  45.83   1.94  27.15  89.6   47.26   1.94
  29.09  29.09  59.38  17.67  88.46  88.46  59.37  41.7  130.79  49.2
  83.03  42.12  91.54  29.08  47.77   1.94 135.18  48.69  90.62 176.12]",1.41,5.69,3.6586666666666665,1.2411009449499086,2.49,5.78,3.673333333333333,1.1647469920783464,1.03,176.52,60.00033333333334,39.40966471847004,0.31,179.37,60.0005,39.65037054997091,-1.0800000000000003,-0.0899999999999998,-615.769,-3.439,17.456244428383993,15.552518062179438,0.0143949078193017,-0.0075731776414365,0.0077110778431968,0.0028717906122429,0.0241223634312461,-0.0074977749058326,0.0099231342024102,0.0053317593620072,3088.28928095522,Au_Fe,-1.931,1.279,82.127,0.221,3.153,2.116000000000099,0.62,2.943,4.748,True,True,True,True,False,True,True,True,True,True,True,True,True,True,-3.0541313856307757,-2.810730832634245,-3.0032589636124576,-2.903833185676064,-3.38593429606167,-2.9534808077451578,-2.8921594568760702,-2.845793630982692,-2.721449685145216,-2.7786933362534656,-2.9206966885875816,-2.919521433001017,-3.027879677180607,-2.9206242570043006
Pd_Fe_N_din4_x2_c4_c,-634.112,Pd,Fe,N,din4,N_din4_x2_c4_c,N_din4_x2_c4_c,4,Pd_N_din4_x2_c4_c,din4_x2,Fe_N_din4_x2_c4_c,N_din4_x2_c4_c,-616.165,N,din4,-5.79450325,-8.6197175,-3.5327792500000026,red,Pd_N_din4_c3,Fe_N_din4_c2_d1,-1.6374967499999,-2.58128250000002,-4.21877924999992,Pd_N_din4_x2_c4_c,-7.3184299999999824,-2.9994967499999827,-624.959,Pd,Pd_N_din4_x2_c4_c,-5.79450325,106.42,210,120,117,26.14,0.64,-2.545322,2.2,2.08,0.562,139,46,8.33686,19.43,1.08,1.37,0.0,1.67,5.45,-3.9539,-3.2835,33.052647,9,9.1,8,163,-1.47557,2,0.95,8,4,4,0.5,0.5,1,0.125,0,0.0,N,0.66,0.66,0.66,0.66,0.71,0.71,0.71,0.71,2.55,2.55,2.55,2.55,3.04,3.04,3.04,3.04,0.66,0.685,0.71,0.027,5.48,2.55,2.7949999999999995,3.04,0.262,22.36,/media/mminotaki/WAREHOUSE/projects/sac_ml_pregit/calcs/N_dc_graph/N_din4_x2_c4_c/rel_331,./calcs/N_dc_graph/N_din4_x2_c4_c/rel_331,False,True,C66N2,68,"[62, 63, 64, 65, 66, 67]","[1.4, 1.44, 2.78, 2.92, 3.16, 3.33, 3.35, 3.38, 3.38, 4.39, 4.42, 4.78, 4.78, 5.61, 5.64]","[ 25.14  62.94  59.16  33.29  85.76  27.92  61.01   1.55  42.85   8.76
  41.28  49.19  96.51  25.55  88.85  49.64  33.61   0.67  91.92  41.6
  69.1   74.21  24.34 113.1   85.76  57.83  24.74  87.3   42.85  34.09
   1.57  92.04  96.51  70.96 174.65 146.14  33.61  34.27  58.31   7.99
  69.1  143.31  93.44 177.78  25.14  88.08  84.3   58.43   8.76  34.09
  32.52  57.95  25.55  70.96 114.39  75.18   0.67  34.27  92.59  42.27
  74.21 143.31  49.87  38.89  62.94  88.08   3.78  29.65  27.92  57.83
  33.09  29.46  88.85 174.65 114.39  39.21  91.92  58.31  92.59  50.32
  24.34  93.44  49.87  88.76  59.16  84.3    3.78  25.86  61.01  24.74
  33.09  62.55  41.28   1.57  32.52  90.47  41.6    7.99  42.27  50.32
 113.1  177.78  38.89  88.76  33.29  58.43  29.65  25.86   1.55  87.3
  29.46  62.55  49.19  92.04  57.95  90.47  49.64 146.14  75.18  39.21]",15,"[ 25.14  62.94  59.16  33.29  85.76  27.92  61.01   1.55  42.85   8.76
  41.28  49.19  96.51  25.55  88.85  49.64  33.61   0.67  91.92  41.6
  69.1   74.21  24.34 113.1   85.76  57.83  24.74  87.3   42.85  34.09
   1.57  92.04  96.51  70.96 174.65 146.14  33.61  34.27  58.31   7.99
  69.1  143.31  93.44 177.78  25.14  88.08  84.3   58.43   8.76  34.09
  32.52  57.95  25.55  70.96 114.39  75.18   0.67  34.27  92.59  42.27
  74.21 143.31  49.87  38.89  62.94  88.08   3.78  29.65  27.92  57.83
  33.09  29.46  88.85 174.65 114.39  39.21  91.92  58.31  92.59  50.32
  24.34  93.44  49.87  88.76  59.16  84.3    3.78  25.86  61.01  24.74
  33.09  62.55  41.28   1.57  32.52  90.47  41.6    7.99  42.27  50.32
 113.1  177.78  38.89  88.76  33.29  58.43  29.65  25.86   1.55  87.3
  29.46  62.55  49.19  92.04  57.95  90.47  49.64 146.14  75.18  39.21]","[2.49, 2.49, 2.5, 2.63, 2.73, 2.81, 2.81, 3.71, 3.74, 3.74, 3.79, 4.97, 5.13, 5.78, 5.78]","[ 43.77  47.77  45.83  18.68  88.47  29.09  46.76   0.31  49.2   20.12
  47.26  42.34  93.26  44.56  90.62  41.93  29.09   0.32  88.46  46.76
  47.77  83.03  40.91 132.23  88.47  59.38  41.71  88.47  49.2   29.09
   1.94  91.54  93.26  48.7  176.12 135.19  29.09  29.08  59.37  17.67
  47.77 130.79  88.68 179.37  43.77  91.54  89.6   62.45  20.12  29.09
  27.15  62.46  44.56  48.7  135.18  86.49   0.32  29.08  88.46  46.75
  83.03 130.79  42.12  49.2   47.77  91.54   1.94  29.08  29.09  59.38
  17.67  29.09  90.62 176.12 135.18  48.69  88.46  59.37  88.46  41.7
  40.91  88.68  42.12  91.32  45.83  89.6    1.94  27.14  46.76  41.71
  17.67  46.76  47.26   1.94  27.15  89.6   46.76  17.67  46.75  41.7
 132.23 179.37  49.2   91.32  18.68  62.45  29.08  27.14   0.31  88.47
  29.09  46.76  42.34  91.54  62.46  89.6   41.93 135.19  86.49  48.69]",1.4,5.64,3.6506666666666665,1.2466139026267204,2.49,5.78,3.673333333333333,1.1647469920783464,0.67,177.78,59.99983333333333,39.45075290754565,0.31,179.37,60.00050000000001,39.6503705499709,-1.0900000000000003,-0.1400000000000005,-616.165,-3.347,17.346074380411665,15.503362767797658,0.0175019438039498,0.0012911390695382,0.0063798075610349,0.0086824318313262,0.0200764882012425,-0.000422331411638,0.0074853350217728,0.0076470433831858,1391.4260718694702,Pd_Fe,-2.582,-0.644,82.515,0.18,4.392,1.9599999999999227,0.61,2.917,4.784,True,True,True,True,True,True,True,False,True,True,True,True,True,True,-3.6773028059545236,-3.705775838413966,-3.5986754393295013,-3.6653077749996004,-3.7508977986768457,-3.7166306939736367,-3.7394412508057435,-3.9624594304632783,-3.69780046501447,-3.7183330823370158,-3.6417982642360744,-3.6898447092026654,-3.729893465766967,-3.7011464300197416
