rmse_trains,rmse_tests,rmse_fulls,mae_trains,mae_tests,mae_fulls,rsquared_trains,rsquared_tests,rsquared_fulls
"[0.2630454096981317, 0.2691887672882594, 0.25983256777652075, 0.27226565457019675, 0.2664736477966339, 0.27174710624093723, 0.26487986399394875, 0.2640541803491138, 0.2597904901169187, 0.2583217891567821, 0.26090754989622633, 0.2553378310656494, 0.26380996694208836, 0.26787187577106564]","[0.6012663501867292, 0.5459795983911094, 0.6906016513853268, 0.6218651344144392, 0.6483109374889681, 0.4283998252201117, 0.5563464108878542, 0.3871558652132555, 0.4646652883142585, 0.789453537343277, 0.357185767392372, 0.7368215112244011, 0.5718981196912716, 0.41580832559422454]","[0.3006097164785652, 0.29932557083462574, 0.3124825420457866, 0.31049011106454383, 0.3103351240839664, 0.28599055253898714, 0.29342807132783716, 0.2751695096531806, 0.2803357369344649, 0.3241720282390356, 0.26955714494493394, 0.31235478130158023, 0.2940061999623375, 0.28016104816195186]","[0.20437958530316505, 0.21064594008031917, 0.2029689866839879, 0.2125497430996839, 0.2073459262223797, 0.21245419334559015, 0.2086160743489192, 0.20616805811707425, 0.2028568613289778, 0.20008407843977516, 0.20245750366596166, 0.20159254908396196, 0.20557041960561276, 0.21058310542531486]","[0.5173406956204789, 0.49280698094074893, 0.6106605343234898, 0.5522055653470951, 0.5003466868822736, 0.33452790717771685, 0.496583320902353, 0.3282475240080142, 0.372997070209638, 0.7051208948527933, 0.2870368661674921, 0.6114181754177191, 0.47453716979631055, 0.28442712415231264]","[0.2270473292747462, 0.2320717200521976, 0.2329743225499792, 0.23675418837666065, 0.22856794393372717, 0.2212959810296928, 0.22779146343016424, 0.2152954948192006, 0.21557762460977484, 0.2348938590102986, 0.20897880965322918, 0.2293611078776044, 0.22316637522556496, 0.2155002889153136]","[0.9729637162289049, 0.9705090271026107, 0.9738882289028292, 0.9710154504527282, 0.972259751770131, 0.9703945250907144, 0.9729475932651782, 0.9733581275779531, 0.9742072781410906, 0.972723684696554, 0.97320857419966, 0.9752755516112341, 0.9737956750841772, 0.9713421195342002]","[0.7495055746548458, 0.8943571573917912, 0.7058301974613655, 0.8196391019208779, 0.8094176428954335, 0.9400849824506942, 0.8525130627265745, 0.9165003255467168, 0.884417367558942, 0.816535042847807, 0.9544230144111159, 0.6039207707541832, 0.638190407255596, 0.9442400159152079]","[0.9647166511085803, 0.965017454314993, 0.9618745227316824, 0.9623591591428794, 0.962396728031726, 0.9680649835083912, 0.9663823702861503, 0.9704359184879656, 0.9693153834405028, 0.9589687405620041, 0.9716295994926611, 0.9619056921119478, 0.9662497690625993, 0.9693536132285517]"
